,BTC,ETH,BCH,XRP,DASH,LTC,XMR,NEO,MIOTA,XEM,ETC,ZEC,ADA,EOS,XLM,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,-0.0978971654355301,0,-0.112026663685389,0,0,0,-0.217472474628834,0,0,0,0.124549068967248,0.244300190147858,0,0,0,0,0,0
ETH,0,0,0,0,0,0,0,0.00238438736257738,0.0662562335413104,0,0.0681126946385453,0.188593413343949,0.153272033587953,0.0478201636181369,0,0,0,0,0,0
BCH,-1.21018003858901,-0.120325393854093,0,0,-0.172798381447104,0,-0.478442585851602,-0.675587484906298,0.920316498090209,0,0.198221596609797,0,-0.0787911123488622,0.527250493294674,-0.534435736645503,0,0,0,0,-0.364892420559145
XRP,0,0,0,0,-0.0587384708304868,0,0,0,0.0751263276438919,0.0348698291924721,0.0270630761355082,0,0.064645424967505,0.0104257447503966,0.0834103332698304,0,0,0,0,0
DASH,0,0,0,0,0,0,0,0,0.219362370709619,0,0,0,0,0,0,0,0,0,0,0
LTC,0,0,0,0,0,0,0,0,0.0627913706755895,0,0.106889556950409,0,0.103359018084169,0,0,0,0,0,0,0
XMR,0,0,-0.244908014609079,0,0.15063093465172,-0.409082295119818,0,0,0.476152364482973,0.0785415355509255,0.0871524029031395,0,0.0337730360872331,0.150210409822939,-0.0632060205424238,0,0,0,0,-0.290618193819804
NEO,0,0,-0.157746029582411,0,0,0,0,0,0.220908272937814,0,0.0322187985230934,0,0.0981711708933257,0.0958340810330149,0.0200431526732479,0,0,0,0,0
MIOTA,0,0,0.158613002086607,0,0.121814086912097,0,0.158893169355136,0,0,0,0.186945870514931,0.197921617031996,0.137115124177511,0,0.383098414804991,0,0,0,0,0.173583232839563
XEM,-0.0636623027978965,0,3.46944695195361e-18,0,0.0382559652648015,0,0,0.0622880566314886,0.165348727033893,0,-0.0348399581652307,0,0.294400610739307,0,0.206871566851307,0,0,0,0,-0.33729060173134
ETC,0,0,0.190175617789859,0,-0.482823664005609,0,0,0,0.140996975301721,0,0,0,0.191506802895092,0,0,0,0,0,0,0
ZEC,0,0.165062663848837,0,0,0.42490524802021,0.253292480290891,0,0.149767589864425,0,0,0.0643411193141877,0,0,0.00908035684387068,0.0787631819554542,0,0,0,0,0
ADA,0.144359630756024,0,0,0,-0.126555085794248,0.469382315479887,0.248400305038945,0.244161178092129,0,0.606372058239503,0,0,0,3.46944695195361e-18,0,0,0,0,0,0
EOS,0.872598396667853,0,0,0,0,0,0,0,0.510630827696701,0,0.0128493325334937,0,-8.67361737988404e-19,0,0,0,0,0,0,0
XLM,0,0,-0.385701552087843,0,-0.305438534245179,0,0,0,0.535074036374378,0,0,0,0,0,0,0,0,0,0,0
BV010082.Index,0.112822885836497,0,0.0528145459174147,0,0,0,0.0135330980968027,-0.0698162171181429,0.0108255988413763,0.0398486981760271,-0.0194318878360642,0.0590091757737993,-0.00993773372886817,0.00597893570034306,0.064660274385087,0,-0.0600363791433679,0,0,4.33680868994202e-19
CVIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.Curncy,0,0,0,0.031649755612691,0,0,0,0,0.00868604971826481,0.0142953402437333,-0.00784249273899793,0,-0.00915889889720347,0,0,0,0,0,0,-0.0263122104742086
SPX.Index,0,0,0,0,0,0,0,0,3.06204357909195e-07,0,-3.68445404311297e-09,0,0,2.64697796016969e-23,0,0,0,0,0,-0.0305023422901812
VIX.Index,0,0,0,0,0,0,-0.197312541367035,0,0.459322684774839,-0.177371830211041,0.0110028187976811,0,0.0560370734102753,-0.0627565691418475,-0.11700488937656,0,0,0,0,0
