,BTC,ETH,DASH,XMR,XRP,LTC,ETC,XEM,ZEC,DOGE,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.204176437060966,0.0708516038396211,0.0357035873486795,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ETH,0,0,0.101210256313965,0.312054751139032,0,0,0,0,0.168589858341761,0,0,0,0,0,0,0,0,0
DASH,0,0.0805052394674256,0,0.00480476949011963,0.302552052936493,1.49410627840275,0.822259649913069,0,-8.67361737988404e-19,0,0,0.753995793367782,0,0,0,0,0,0.208954721983848
XMR,-0.146050871830706,0.697661704918464,0.145377543093688,0,-0.218977083765884,0,-0.210704829083497,0.0712733621705128,-0.224290828789944,1.68649430336249,0.138475423296023,0,-0.415712866262805,0,-0.66148243899105,0,0,-0.445389328624345
XRP,0.186058691067901,1.73472347597681e-18,0.0475637358181334,-0.0611651595164455,0,0,0,0.00560279628073143,-0.0185852411966266,0,0,-0.153728999478059,0.0977633516042115,1.06315377835357,0.339256341018848,0,0,-0.496650250105767
LTC,0.341174860437568,0,0.0270732519066764,0.0335752515510668,0,0,-0.0269759241109223,-0.0278067096307117,-0.0638636575976921,0,-0.0407788493815428,0,-0.0342630114045245,0,-0.0141513919101258,0,0,3.46944695195361e-18
ETC,0,0.109321551808452,0.147782591699974,0,0,0,0,0,0,0,0,0.043290666468262,0.121027017973726,0,-0.406754073665551,0,0,0
XEM,0,0,0.17675548794755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZEC,0,0,0.306891596735112,0,0,0,0.299468583906433,0,0,0,0,0,0,0,0,0,0,0
DOGE,0.215440933920055,-0.0986290283175252,0,0.166126245186124,0.16911296926457,0,0,-0.136112793302616,0.103707173824421,0,0,-0.0303459385950667,0.119137013283442,0,0.0222716454703541,0,0,0
XLM,0,0,0,0,0.252560969602097,0,0,0.0483133216447213,-0.243000842783767,0,0,0,0.338824730540962,0,0,0,0,-0.0683620468554766
NEO,0,0,0.196817866879657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DGB,0,0,0.178571878477542,0,0,0,0,0.0233838092394038,0.245836155660097,0,0.549823466571887,-0.138568014621477,0,-0.968938770014359,0,0,0,0
BV010082.Index,-0.110962898608366,0.0184923448464592,0.0136835808615817,0.0486099579292953,0.397565997301131,0,0.137481907347519,0,0.0043557854642951,0,0,0,-0.177355108803814,0,0,0,0,0.149578784404345
CVIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.Curncy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPX.Index,0,0,0,0,0,0,0,0.00121917770089271,0,0,0,-0.0170931507900222,0,0,0,0,0,0
VIX.Index,0,0,0.137380034768704,-0.13182721451265,-0.520367508943591,0,0,0.0410118632434403,-0.0232736493663988,0,-0.111175115191898,0.0372871295497842,0,0.770114074823963,0.650128769771644,0,0,0
