,BTC,ETH,XRP,BCH,LTC,DASH,XEM,XMR,NEO,MIOTA,ETC,ADA,ZEC,XLM,EOS,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.0294619071739669,0.0536701044262546,0,0.570638846256907,0,0,0,0.00386930948542907,0,0,0.0985706151767724,0.0191790087568267,0,0.0059944439757001,0,0,0,0,-0.136542257599506
ETH,0,0,0.0858291596868485,0,0.128052408712159,0.0313613309604396,0,0.055931257604514,0.122347014703342,0,0,0,0,0.0406600000400497,0,0,0,0,0,0
XRP,0,0.00512251227769986,0,-0.206023755446724,0,0.267830921508365,0,0.277830735156249,0.0470972079187802,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0.297310477845898
BCH,0,0,-0.0953641315718526,0,0.0789794078206067,0.256523084692021,0,0,0.0657409782118472,0,0,0,0.279801381648944,-0.018037435642632,-0.10474418022108,0,0,0,0,0
LTC,0.37108919274345,0,0.124721959881485,0,0,0.31095816669931,0,0,0.146413656029407,0,0.310709853023157,-0.0774366905738001,-0.0301774052882613,-0.0664985929937458,0,0,0,0,0,3.46944695195361e-18
DASH,0,0.0750192040437401,0.0834026614762066,0.133194635179539,0,0,0,0.187248409312239,0,0.051687013074234,0,0.0857397055879281,0,0.072082716020777,0.0130012676955811,0,0,0,0,0
XEM,0,0,0,0,0,0.224233935664619,0,0,0.229066414885268,0.0973469971481567,0,0,0,0.0173581947766497,0,0,0,0,0,0
XMR,0,0,0.0327157576559431,0.0943498241383686,0.122100936887361,0.12940829693312,0,0,0,0.095330995191109,0.108269555267126,0,0.204189954080699,0.000863964346042595,0,0,0,0,0,0
NEO,0,0,0.0769702184455793,0.319472593055801,0,0,0.568961588039488,0,0,0.317276505756444,0.481294305525115,0.151740128250351,0,0.276165128300719,0,0,0,0,0,0
MIOTA,0,0,0,0,0,0.206418069690324,0.155837334002444,0.458764935145716,0.114883311596626,0,0,0,0,0,0.0158709714877586,0,0,0,0,0
ETC,0,0.173757815371643,-0.00449312401033575,0.117060183440496,0.330859022684132,0,0,0,0,0,0,-0.0404835188497669,0.19568868425418,0,0.0368061593338927,0,0,0,0,0
ADA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZEC,0,0,0,0.185429077938497,-0.0892710217858169,0,0.0482154519729573,0.394873614620104,0.218935807597268,-6.93889390390723e-18,0,0,0,0.0430600052677739,0.422578033051689,0,0,0,0,0
XLM,0,0,0,0,0,0,0.72196935851895,0,0.373231163383804,0,0,-0.105487822368248,0.17816731701652,0,0,0,0,0,0,0.09845104166553
EOS,0,0,0,0,0.0242196887172608,0,0,0,0.0820342184308805,0,0,0,0.318397277322338,0,0,0,0,0,0,0
BV010082.Index,0,0,-0.0146528438787592,0,0,0,-0.00720856638038602,0,0,0,0,0,0,0.0128830120676678,0.0379095634151147,0,0,0,0,0
CVIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.Curncy,0,0,-0.00580075787214463,0,-0.0218344855640206,0,0,0,-0.00472459415120283,0,0.0324208732484998,-0.012079772091006,0.00669099460082233,0,0.00434080148182225,0,0,0,0,0
SPX.Index,0,0.0123595329806187,-0.0132727268541921,-0.00670120256420787,0,0.0109375702832715,-0.01304110523387,0,-0.000311033602816553,0.00774292843963693,0,-0.0134587295629674,-0.0103068058252488,0.00490680929743049,0.00813300234324236,0,0,0,0,-0.0334361937939005
VIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
