,BTC,XRP,ETH,LTC,DOGE,DASH,XLM,XEM,XMR,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.707045393295174,-0.0279354160924079,0.0659264551716003,0,-0.00218130674086728,0.138835512482015,0.046267917680349,0,0,0,0,0
XRP,0,0,0,0,-0.098842350837228,0,0.660625823291586,0.0146584569976421,-0.117575392229934,0.119746680549813,0,0,0,0,-0.0375817364943592
ETH,0.729847599195796,0.280950542345407,0,0,-0.163235136290708,0,0,-0.112589848637953,0,0,0,-1.13255877875915,0,0,0
LTC,0.562482876159494,0.0278572813769222,0,0,0.0118837162205051,-0.016433152579663,0.026418654294677,0,0,0,0,0,0,0,0
DOGE,0,-1.28510006554803,0.350384259644064,0.734859127515915,0,0.102439262251617,2.5531982174533,-0.265516944025802,-0.369596769222182,0.264642956458418,0,0,0,0,0.0709975320454317
DASH,1.13960587561656,-0.524081092479942,-0.0834895425538534,0,0.0348967917259001,0,0,0,-0.218949959730264,0.480515973394652,0,0,0,0,0.511216471481041
XLM,0,0.545116213206441,-0.109820790152253,0,0.279685902291656,-0.0392971026373938,0,0.0584405736590159,0.145304118838648,-0.148595721076833,0,0,0,0,0.0106860620439591
XEM,0,0,-0.333932866951451,0.935558241852737,-0.551226713706317,0.263480954836116,1.54414770612475,0,0.212261033574913,0.181114564051737,0,-2.15535972854546,0,0,0
XMR,0.635844593547767,-0.462118156200956,0,0,0,-0.326664937827514,0.542817158927661,0.00612299989726611,0,-0.0195471363076529,0,0,0,0,0
DGB,0,0.480180248485389,-0.0654650910464099,0,0,0.238102709864532,0,0,0,0,0,0,0,0,0
BV010082.Index,0,-0.0518832237622001,0.0131920032841835,0,0.00697531997267585,0,0,0.00179362916166459,0,-0.0126424842754929,0,-0.154869151371369,0,0,-0.0658332000990674
CVIX.Index,0,0.0653767002905134,-0.0239064680821995,0,-0.0587521272724969,0,0.0787829640024792,-0.0676000504409373,0.0647394150152245,-0.0542377000351108,-0.233827804485628,0,0,0,0.118311774853527
DXY.Curncy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPX.Index,0,0,-3.1276437919033e-07,0,0,-1.65198310832254e-05,0,0,-1.54127167053193e-05,0,0,0,0,0,-0.180992154806936
VIX.Index,0,0,-0.0291494028251248,-0.136885218728537,0.0484641968784406,0.0146223029929151,0,-0.0101171302131658,0.0434738567153268,-0.0424794939907517,0,0.162608671457921,0,-3.7638569201491,0
