,BTC,ETH,XRP,BCH,EOS,LTC,ADA,XLM,MIOTA,TRX,NEO,DASH,XMR,XEM,BNB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.040981726305767,0,0.382105357534748,0,0.0873030423725646,0.0375669082536174,0,0,0,0,0,0,0,0,0,0,0
ETH,0,0,0,0.0551813902802131,0,0,0.147616318593404,-1.73472347597681e-18,0.159399743766883,0.320324425179551,0,0,0,0,0.121487256087597,0,0,0,0,0
XRP,0,0,0,0.253440466670018,0,0,0,0.113387379288613,0.00253991529268575,0.186122646339709,0.10659950442657,0.123416614963007,0,0.130852987278263,0,0,0,0,0,0.0563152985605151
BCH,0,0,0.0450879232266794,0,0.233802642464205,0,0.278910851665938,0,0,0.16431800455413,0,0.198916518146525,0.187450944026596,0,0,0,0,0,0,0
EOS,0,0,0,1.01096012456186,0,0,0,0,0,0,0.447434529674597,-0.74099910340503,0,0.0401704364761553,-0.192173948701014,-0.311422895847996,0,0,0,-0.274450978165013
LTC,0,0,0,0.243844585730331,0,0,0,0,0.0243143788542495,0.0679574772847764,0.268060752958878,0.0865909818899487,0,0,0,0,0,0,0,0
ADA,0,0,0,0.374502624906086,0.0286998674534339,0,0,0,0.234127885040477,0,0,0,0,0,0.195378859101611,0,0,0,0,0
XLM,0,0,0.0824863302823336,0,0,0,0.310836825137899,0,0.179078353100839,0.150735702179533,0,0,0,0,0.168160765931145,0,0,0,0,-0.0833597943321791
MIOTA,0,0,0,0,0,0,0.343535406549237,0.96942083589726,0,1.38777878078145e-17,0,0,0,0,0,0.165557853035578,0,0,0,0
TRX,0,0.785483075449003,0,0,0.232058697766149,0,0,0.0172569940387102,0,0,0,0,0,0,0.0488395043905007,0,0,0,0,0
NEO,0,0,0,0,0.0284448635242534,0.247896357392846,0,0,0.207422918071506,8.67361737988404e-19,0,0.0538091556820798,0.184253744572801,0.290301984831739,0,0,0,0,0,0
DASH,0,0,0,0.0695478113813199,0,0,0,0,0,0,0.0505370926788024,0,0,0.412740346409876,0.0440396718107538,0,0,0,0,-0.0550381175813775
XMR,0,0,0,0.552170432437055,0,0,0,0,0.0263665992083332,0,0,0,0,0,0,0,0,0,0,0
XEM,0,0,0,0.136779571701258,0.153866185090154,0,0,0,0.113731913816934,0,0.160301362276934,0.164139156806535,0,0,0,0,0,0,0,0.015394791023352
BNB,0,0,0,0,-1.73472347597681e-18,0,0,0.424987454836334,0,0,0,0,0,0.230720142847732,0,0,-0.0263053646084944,0,0,0
BV010082.Index,0,0,-2.04674009527253e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.300606496940098
CVIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.Curncy,-0.035209432329904,0,0,0,0.025288223753599,0,0,0,-0.00537915997661073,0.00913040150085169,-0.012230733929572,0,0,0,-0.00828292956047082,0,0,0,0,0.0174884372295576
SPX.Index,0,0,0,0,0.0128194755800139,0,0.0225022062410326,0,-0.025038265796097,0,-0.0066910483021799,0,0,0,0,0.0292729777463367,0,0,0,-0.0428701957026643
VIX.Index,0,0.0328960942422503,0,0.610202391857042,-0.457500335021533,0,0.590492459651432,-1.29217112242868,0.351994949428937,0.129770270927546,-0.272224988982749,-0.44668094012641,0,0.212773509518547,0,-1.98806908441748,0,0,0,0
