,BTC,ETH,XRP,BCH,BSV,LTC,EOS,BNB,TAGZ5,XTZ,INNBCL,LEO,XMR,XLM,ADA,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.277301001838331,0.295023611177566,0,0,0,0.00819024493766596,0.165363509126779,0.00188984117290182,0,0,0,0,0,0,0,0,0
ETH,0,0,0,0,0.114448308021121,0,0,0,0.0182046822501297,0.254433873330073,0.000517955477358331,0,0,0,0.384408588482465,0,0,0,0,0
XRP,0,0,0,0.014257409473696,0,0,0,0,0,0,-0.00325382222826981,0,0,0.345154524479243,0.477245889380476,0,-0.0430459763221085,0,0,0
BCH,0,0,0,0,0.324018903459481,0,0,0.176988561306183,0,0,3.08256363223307e-05,0,0,0,0.313707533388759,0,0,0,0,0.00981422750154197
BSV,0.645653315898241,0,0,0.27341483779116,0,0,0,0.248261370060782,0,0.0616196450277336,0,0,0,0,0,0,0.10792617526568,0,0,-0.0555943684481405
LTC,0,0,0.0815595268480641,0,0,0,0.211235217139171,0,0,0.192482298526588,-0.00220746445603464,0,0,0,0.358173266259733,0,0,0,0,0
EOS,0,0.0860255009647101,0,0.104401389573854,0.11269560743638,0.556490987440761,0,0,0.0139402617485554,0,2.71050543121376e-20,0,0,0,0,0,0,0,0,0.00157467577284307
BNB,0,0,0,0.125183508022923,0.0893413738235002,0,0,0,0,0.139757324790606,0.00153743321136464,0,0.00491932393860392,0.195046481540841,0.458305592327024,0,-0.0508019952536157,0,0,0
TAGZ5,0,0,0,0,0.457634343404383,0,0,0,0,0,-1.35525271560688e-20,0,0,0,0,0,-0.115537028178339,0,0,0.0742831879847083
XTZ,0,0.481929891543025,0,0,1.38777878078145e-17,0.506728398983784,0,0,0.0589859858318425,0,0.00391368762747614,0,0.283398657589877,0,0,0,0.0210198759467356,0,0,0
INNBCL,0,0,0,-6.29512008929511,0,0,0,0,0,2.1251993733125,0,0,0,0,0,0,0,0,0,5.11884404261274
LEO,0,0,0,0,0.133773502601305,0,0,0,0,0,0.00141021462173764,0,0,0,0,0,-0.0135926794382733,0,0,0
XMR,0,0,0,0,0.0336809672733457,0.26839426265417,0,0.623909676254628,0,0,-0.00673822982176259,0,0,0,0,0,-0.0268292836592155,0,0,-0.0036550490909924
XLM,0,0,0.264699868669309,0,0.0844492041315741,0,0,0.438200469169733,0.0219301437182423,0,0.00157784936330178,0,0.0152985725436468,0,0,0,0,0,0,0
ADA,0,0,0.0405736168674136,0,0.0228735077438373,0.175931637788348,0,0.417205455875593,0,0.210188914172137,-0.00454328363442138,0,0,0,0,0,0.00446767810737832,0,0,0.0350587494274333
BV010082.Index,0,0,0,0,0,0,0,0,0,0,0.00302335689592361,0,0,0,0,0,-0.160550359324126,0,0,0
CVIX.Index,0.937345665242102,0,0,0,1.06339269992622,0.594183053220806,0,-2.53878515252155,0,0,0.0240156418647649,0,0,0,0,-1.2826413476858,0,0,-0.734379376866722,0
DXY.Curncy,0,0,-0.0162707179523181,0,0.0539431201851035,-0.0419154945940776,0,0,0.0157470747861117,0,0.000646487607385839,0,0,0,0,0,0.0381355701014903,0,0,-0.0446410632241307
SPX.Index,0,0,0,0,0,0,0,0,0,-0.0731663115274283,0.0125238610145937,0,0,0,0,0,-0.0109699156114695,0,0,-0.343999310190459
VIX.Index,0,0,1.24893949030376,0,-0.322371165326286,0,0,0,0.134693557813906,-0.235249873764509,0.0452204167348566,0,-0.472633514677798,0,0,0,0.0675112511190737,0,-1.41051880595408,0
