,BTC,ETH,XRP,BCH,LTC,DASH,NEO,XEM,XMR,MIOTA,ETC,ADA,ZEC,XLM,EOS,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,-0.140516681676324,0.170323410046863,0.211375111492982,0,-0.180632112963663,0,0.352818513775471,-0.309505374332174,0,0.142066247235385,0,0.0307790604821665,0.0780989635825713,0,0,0,0,0
ETH,0,0,0.258074238234011,0,0.0387103468309322,0,0,0,0.0717453386167541,0.065907775378424,0,0.140709457713315,0,0,0.032672731796775,0,0,0,0,0
XRP,-0.441800045597152,0.920985693195766,0,-0.082869798256209,0,0,-0.266664083452474,0.232327242246313,0,0,0,-0.0773035084229164,0,-0.0326639070184485,0.117279045475774,0,0.459103946521398,0,0,0.0201547700887612
BCH,0,0,0,0,-0.499581960427241,0,0.0183650669360338,0,0,-0.0345041698955859,1.64196816876017,-0.100422522234728,0,-0.0351818727221067,0.134262862301453,0,0,0,0,-0.175662237315202
LTC,0,0,0,-0.29366346833087,0,-0.0397325359127193,-0.279737715187834,0.0930797048592615,0,0,1.08675148030965,-0.010747091544192,0,-0.0215342699585312,0.0619665162771907,-0.472512367666547,0,0,0,0.0809771722995739
DASH,0,0,0,0,0,0,0,0,0,0.171854833037034,0,0.0742658631796798,0,-0.0144013050249993,0.106026165571779,0,0,0,0,0
NEO,-0.524416144910814,0,0,0.162122884651497,0,0,0,0,-0.0570702317578117,0,0,0.255224707136538,0.169833430681403,0.0870661917362089,0.127180714841337,0,0.15940287322525,0,0,0.253742664111512
XEM,0,0,0,0,0,0,0,0,0,0.28141543151701,0,0.0350515528977247,0,0,0.0575908486972324,0,0,0,0,0
XMR,0,0,0.122714230047747,0,0,0.335523251354888,-0.0862100386523686,0.118242303461453,0,0.0801464911108504,0,0.197862542032152,0.123208561999219,0.0172331256550159,-0.0399593700764995,0,0,0,0,-0.109612080409496
MIOTA,-0.352650698476668,0.20355323789483,0,0.0861494289229507,0,0.263632820284987,0.261313076357775,0,0.330622933354193,0,0,0,0,0.0455307411123644,0.0668485642618505,0,0,0,0,0.407550683282007
ETC,0,0,0,0.206125934895991,0.234169323014335,0,0,0.075284747486939,0,0.0147962812671603,0,0.0833409006165436,0,0.00639745882166544,0.0149213251881545,0,0,0,0,0
ADA,0.777592413407403,1.15199688732509,-0.300608633112715,0,0.0658239464653588,0,0.244761030615662,0,0.271018673339983,0,0.387940929194352,0,0,-0.0577945482143678,0,0,0,0,0,-6.93889390390723e-18
ZEC,0,0,0,0,-0.0171943911240264,0,0.171852015915929,0.170052688750465,0.396287570584739,0.0774668156797861,0,0,0,-0.0274601060849755,0,0,0,0,0,0.168016954063725
XLM,0,0,0,0,0,0,0.99956939174491,0,0,0,0,-0.322720438725646,0,0,-0.107545331514553,0,0,0,0,0
EOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BV010082.Index,0,0,0,0,0,0,0,0,0,-0.0225447439080998,0,0,0,0,0,0,0,0,0,0
CVIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.Curncy,-0.0131572519278731,0,0,0.0100803048125787,0,0,0,0,0,0.00679123520424652,0,0,0,-0.000338688321369232,-0.000471110962120155,0,0,0,0,0
SPX.Index,0,0,-0.0103487771443901,0.00901807927641868,0,0,0,0,0,-0.00627412880543427,0,-0.00367614734895868,0,-0.000449186041022624,0,0,0,0,0,-0.0246400557773399
VIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
