,BTC,ETH,XRP,ETC,LTC,DASH,XEM,DOGE,XMR,XLM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.00578527031756799,0.674555674186371,0.0253683739990257,-0.00513863504723508,0.0220143745181003,0.0932423537792969,-8.67361737988404e-19,0.00326614852198033,0,0,0,0,0
ETH,0,0,0,-0.121527963367092,0,0.326000996736355,0.43484250287741,0,0.409713563950595,-0.170986889010659,0.377198908022773,0,0,0,0,0.859290275519249
XRP,0,0,0,-0.0143698459527014,0,0,0,0,0,0.0462059513719008,0.0391631677008799,0,0,0,0,-0.120182879255423
ETC,0,-0.175726322954459,0,0,0,0,0,0,-0.537573146140187,0,0,0,0,0,0,0
LTC,0.463761276477124,0,0,-0.00404821239717111,0,-0.00385758435563209,0,0,-0.00611185165980095,0.0401725403083693,0.0273552262277033,0,0,0,0,0
DASH,0,0.123212392750784,0,-0.0180348668954124,0,0,0,0,0,0,0,0,0,0,0,0
XEM,0,0.461682564142515,-0.136865661604107,0.0443607940328823,0,-0.235061412581875,0,0.270121104648598,0,0.157240196336241,0,0,0,0,0,-0.61748931475719
DOGE,0.096008170568554,0.127814899117158,0.189825052663979,0.0252951316170993,0,-0.138718599781688,0.11603656723627,0,0.000452352403198396,0.216902020234346,0,0,0,0,0,0
XMR,0.372698581950057,0.105677822483684,0,0.0138529430113486,0,0,0.347857463373168,0,0,-1.73472347597681e-18,0,0,0,0,0,0
XLM,0,0,0,-0.0596955376866368,0,0,0.312940879704473,0,0,0,0,0,0,0,0,0
DGB,0.194204141733209,0.35509571084046,0,0.0187520332790603,0.538649203163573,0,0.443480122280018,0,0,-0.231137520880709,0,0,0,0,0,0
BV010082.Index,0,-0.024100626778451,0,0.007965839296242,0,0,0,0,0,0,0,0,0,0,0,0.0597612576655505
CVIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.Curncy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPX.Index,0,0,0,-0.000522117339876101,0,0.00845827821698326,-0.0112605335074743,0,0.00975828362804479,0,1.0842021724855e-19,0,0,0,0,-0.0356629758722976
VIX.Index,0,0.531024953249896,-0.262946812667792,0.0779170311289734,0.214938211310499,0,-0.505659823137957,0,8.67361737988404e-19,0.156366406355253,-0.251603956857578,0,0,0,-4.04754684483823,0
