,BTC,XRP,LTC,DASH,XLM,DOGE,XMR,XEM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.0389115214358057,0,0.023369684934953,0,0.709103229861774,0.00254591404556316,0,0.0299587111004997,0,0,0,0,0
XRP,0,0,0.314840729502478,-4.33680868994202e-19,0,0,-0.0764731068872707,0.0348981317155426,0.0295578049812581,0,0,0,0,0
LTC,0,0.212239797344224,0,0,-0.017212442130225,0.371511113553792,0.00926535644643395,0.0293940536422381,0,0,0,0,0,0.124883351160996
DASH,1.06049059818378,-0.290572811211805,0,0,0,0,-0.223293635479928,-0.00252760224387069,0,0,0,0,0,0
XLM,0,0.209581741120152,-0.065020284721524,-0.0383587494122188,0,0.409148003349615,0,-0.0561050814661558,0.0852010899799686,1.38797797136599,-0.26025359740208,0,0.799180346690011,0
DOGE,0.920503810939667,0,0,0.0593660801802006,0,0,0,0,0,0,0,0,0,-0.0133100243566492
XMR,0,0,0,0,0,0,0,-0.308494912050236,0,0,0,0,0,0
XEM,0,0,0,3.46944695195361e-18,-0.793562096313313,1.64854575497132,-0.811536318207275,0,0,0,-1.00818897348495,-5.44287600728674,0,-0.385912809985288
DGB,0,1.0856642388469,0,0.147660062897554,0,0,0.0374317315459955,0,0,0,1.0842441374346,0,0,-0.135656354593309
BV010082.Index,0,0,0,0,0,0,0,-0.0332835265413311,0,0,0,0,0,0
CVIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.Curncy,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPX.Index,0,0,0,-0.0106940533015266,0.0352410442150393,0,0,0,0.000599092357133691,0,0,0,0,-0.0426707273068806
VIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0
