,BTC,ETH,XRP,BCH,ADA,LTC,XLM,NEO,EOS,XEM,MIOTA,DASH,XMR,TRX,ETC,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.0930240742913269,0,0.0994908085065932,0,0,0,0.053432665711743,0.150669751270569,0.102187243727334,0,0.243373879866407,0.005647657160096,0,0,0,0,0,0,0
ETH,0.47745423308701,0,0,0.0256287857927298,0,0.112431084205949,1.38777878078145e-17,0,0.042401239169568,-3.46944695195361e-18,0,0,0,-0.102104262974568,0.313360238932664,0,0,0,0,0
XRP,0,0,0,0,0,0,0.174253903670771,0,0,0.0832521240418739,0,0,0,0.349432411654893,0.0839751274916224,0,0,0,0,0
BCH,0,0,0,0,0,0.276330567059757,0,0.014257536885885,0.26173720543361,0.0286663216138879,0.147767257737463,0,0,0,0.137543153097545,0,0,0,0,0
ADA,0,0,0,0,0,0.485490398167592,0.14858305485805,0.0395241299131973,0.0525398378102007,0,0,0.292680325376481,0,0,0,0,0,0,0,0
LTC,0,0,0.0564667611441268,0.376093509549287,0.185808095231259,0,0,0,0.0375150332914346,0.090587419801019,0,0,0,0,0,0,0,0,0,0
XLM,0,0,0.182000376553407,0,0.378675827358524,0,0,0,0.0550331707271142,0,0,0,0,0.210293417149832,-1.38777878078145e-17,0,0,0,0,0
NEO,0,0.33888211066649,0,0.293585710505645,0.27036991758863,0,0,0,0,0,0,0,0,0,0.0783675062179453,0,0,0,0,-0.0267646809793762
EOS,0,0,0,0,0,0,0.335758966049827,0,0,0.00585695523085713,0,0,0.203812551771065,0,0.383102040250665,0,0,0,0,-0.13915779963669
XEM,0,0,0.271447525726217,0,0.119428958612604,0.250398124433826,0,0,0.186231866985805,0,0,0,0.225925339233827,0,0,0,0,0,0,0
MIOTA,0,0,0,0.633526428750319,0,0,0,0,0.00870480297466993,0.103593919589541,0,0,0,0.183933057733106,0,0,0,0,0,0
DASH,0,0,0.0247393076004897,0.339900193444261,0.199965659636494,0.0762644912920883,0,0,0.0136037752119906,0,0,0,0.117191103473246,0.13803411295326,0,0,0,0,0,0
XMR,0,0,0,0.204288717550146,0.0712892831157207,0,0.145844374648384,0.0311968636370044,0,0.0226166805827394,0.00703648842232028,0,0,0,0.19264597225783,0,0,0,0,0
TRX,0,0,0.394288182097053,0,0,0,0.234425138838822,0,0,0.233002037050544,1.38777878078145e-17,0,0,0,0.0551508624926924,0,0,0,0,0
ETC,0,0.211125197842363,0.115782752578648,0.225803224222891,0,0,0,0.12747399168093,0.0425872427823336,0,-3.46944695195361e-18,0,0.268085780810901,0.100091913050978,0,0,0,0,0,-0.0328438227919687
BV010082.Index,0,0,0.0189649968983089,0,-0.0403844742348282,-0.0422260617838715,-0.0873807035292835,-0.0578844991534719,0,0.048495560080325,0,0.0748972137711657,0,0.0338818505833491,0.0423835711664165,0,0,0,0,-0.0278049398529913
CVIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.Curncy,0,0,0,0,-0.00494740360044368,0.0324706101776826,0,-0.0100322861924715,2.16840434497101e-19,-0.013588760057262,0,0,0,0,0,0,0,0,0,0.00812645306247507
SPX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00129660026288454,0,0,0,0,0,-0.0304087149258246
VIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
