,BTC,ETH,XRP,BCH,EOS,XLM,LTC,ADA,MIOTA,TRX,NEO,XMR,DASH,ETC,XEM,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.294997378962765,0,0.00482339655431133,0,0,0,0,0.00145579646927214,0.102950073229063,0,0.168280892445166,0.0162003001504747,0,0,0,0,0
ETH,0,0,0,0,0.0479180847060234,-0.0865559950064345,0,0.0281601024922872,0.116684602565832,0.317916579590601,0,0.151957786251935,0,0.379912544501132,0,0,0,0,0,-0.0460856712856175
XRP,0,0,0,0,0,0,0.253917598112701,0,0,0.3771088661186,0.0372061004354932,0.0130971966877661,0,0.144578850547094,0,0,0,0,0,0
BCH,0,0,0,0,-8.67361737988404e-19,0,0.671556717707371,0,0.0419723724019222,0.0554022414231683,0,0.165918333693761,0.142629589554171,0,-0.0459662310528606,0,0,0,0,-0.115390584514049
EOS,0,0,0.0924640546849632,0,0,0,0.213487295230055,0,0,0.325589283444849,0.304616966299024,0,0,1.73472347597681e-18,0.0605536190415143,0,0,0,0,0
XLM,0,0,0,0,0,0,0,0.47077846332305,0,0,0,0,0.114257125607691,0,0.00905948444342035,0,0,0,0,0
LTC,0,0,0.0707938363846738,0.572391004751513,0.0256341078159774,-0.0407594036097367,0,0,0,0,0,0,0,0.147719498970949,0,0,0,0,0,0.0235082162793908
ADA,0,0,0,0.107755704420708,0.185906439574196,0.322596281977485,0,0,0.183721583497929,0,0,0,0,0,0.245765970358205,0,0,0,0,0
MIOTA,0,0,0,0.372219340528809,0,0,0,0,0,0,0.488844972796021,0,0,0,0,0,0,0,0,0
TRX,0,0,0.360855051392239,0.392366460871362,0.139567880937025,0.175893760499855,0,0.0153584289152788,0,0,-6.93889390390723e-18,0,0,0,-0.0765403677836584,0,0,0,0,-0.0410381228484101
NEO,0,0,0,0,0.271865007794526,0,0,0,0.529048871691881,0,0,0.246671811269928,0,0,0,0,0,0,0,0
XMR,0.290863515452485,0.173164533797166,0,0.276613671720794,0,0,0,0,0,0,0.188013927279945,0,0,0,0.121660096961322,0,0.400003940380535,0,0,0.0488339751440138
DASH,0,0,0,0.204341921218599,0.162109259181055,0.298005111306477,0,0,0,0,0.116810196954768,0.0280585215133472,0,0.0831676775623891,-0.0309575505403146,0,-0.433479753812194,0,0,0
ETC,0.30991232599142,0.448955775591748,0,2.77555756156289e-17,-0.0684324314850072,-0.127647457973269,0,0,0,0,0,0,0,0,0.0999708071848308,0,-0.255513248341824,0,0,0
XEM,0,0.0613365961890906,0,0,0,0,0,0.622623582665043,0,0,0,0,0,0.280704049551467,0,0,0,0,0,0
BV010082.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0730124090416913
CVIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.Curncy,0,-0.0579169883007439,0,0,0.0163353043253097,0.00570781613833377,0.0146891114948295,0,-0.00925735538540664,0,0,0,0,-0.00405506289301918,0,0,0.064816435097579,0,0,0
SPX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0747082020712819
VIX.Index,0,0,0,0,-0.0273072303180906,-0.1898773523781,0.06348384706366,0,0.0855478590994917,0,0,0.089917290242304,0,-0.0772684194186701,8.25350009122688e-06,0,0,0,-6.76342293196602,0
