,BTC,ETH,XRP,BCH,ADA,XLM,LTC,EOS,NEO,XEM,MIOTA,DASH,XMR,TRX,BTG,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,-0.135268783644584,0.336840196197556,0.0964583116253747,0,0.422740266248629,-0.0646500668432331,0.135316377004854,0.0851307731500634,-0.218939679225983,-0.262940730436779,0,0.279918924520397,0.0370305159616739,0,0.147919030289803,0,0,-0.521779921303574
ETH,0,0,-0.0563691950566176,0,0,0,0,0,0.426982038087529,0.379495959616954,0,0,-0.0354855903471797,0,0.053405342721444,0,0,0,0,-0.165709590758519
XRP,-0.0455721172110867,0,0,0,-0.295585134981244,0.623521190735583,0,-0.134550080442774,-0.211898855787491,0.592320719356695,0.154111697741721,0,0,0.188876559620581,0.0650318160422504,0,0,0,0,0
BCH,0.127063082681225,0,0,0,0,0,0.0932612896454872,0.0848565604670827,0.104099525155716,0,0.152105556667962,0.291194785585378,0.156836176655778,0,0,0,0,0,0,0
ADA,0,0,0,0,0,0.602793618711299,0,0.0908965284623462,0,0.0867612759580746,0,0,3.46944695195361e-18,0,0,0,0,0,0,0
XLM,0,0,0.133414917006796,0,0.624066245416376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LTC,0.420361584286109,0,0.0622999261562096,0,0,0,0,0.0413596978159831,0,0,0.046329363539281,0.0579565057414685,0,0,0.17981612324637,0,0,0,0,0
EOS,0,0,0,0,0.504316272546728,0,0,0,0,0,0,0,0,0,0.406363905811171,0,0,0,0,0
NEO,0,0.453309790384969,-0.0918608921315982,0,0.220883003746094,0.165977289204624,0,0,0,0,0,0,0.112313988527341,0,0.163369697845628,0,0,0,0,0
XEM,0.115142038090835,0.0781502612920479,0.194527461330703,0,0.236268557703388,0,0,0,0,0,0,0,0.154963622420048,0,0.107303480608696,0,0,0,0,0
MIOTA,0,0,0,0.471572842169589,0,0,0,8.67361737988404e-19,0,0.336724621731499,0,0,0,0,0,0,0,0,0,0
DASH,0,0,0.138939096972388,0,0.0242992380167332,0,0.401185062124267,0.0351708896483773,0,0,0,0,0.135753115837371,0.105014826777372,0,0,0,0,0,0
XMR,0,0,0,0.0687700738686102,0.0805441391574669,0,0,0,0.150876290187924,0.156830390000901,0,0.347824676617519,0,0,0.0938003074990768,0,0,0,0,0
TRX,0.233032818204336,0,0.548521617405177,0.419030308465664,0,0,0,0,-0.219600843436281,0,0,0,0,0,0,0,0,0,0,0
BTG,0.313427486648281,0,0.255468479556967,0.177661457216229,-0.115047943890999,0,0,0,0,0,0,0,0.535597033494932,0.0414627029608185,0,0,0,0,0,0
BV010082.Index,0.0251298777432383,0.00361076886555774,0,0,0,0,0.00603705131599817,0,0,0,0,0,-0.0255549846236957,0,0.0210762708443059,0,0,0,0,0
CVIX.Index,0,0,0,-0.159826863273011,0.00200012431696375,0,-0.130699541434847,0.0901346621792008,0,0,0,0,0,-0.0276383769989689,0.0962755413945544,0,0,0,0,0
DXY.Curncy,0,0,0,0.0137256431683723,0,-0.00942856864928621,0,0,0,0,0,0,0,-0.00648229913487139,0,0,0,0,0,0
SPX.Index,0,0,0,0,0.00506323228123186,0,0.0136546125424794,0,0,0,0,0,0,-0.00930106258557006,0.00843994527869586,0,0,0,0,0
VIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
