,BTC,ETH,XRP,LTC,DASH,ETC,XEM,XMR,ZEC,DOGE,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ETH,0,0,0,-0.321115448167357,0,0.265412633079727,0,0.987493294426861,0,0,0,0.137039823134169,-0.0595912438621747,0,-0.0192720875306775,0,0,0.0697988500632255
XRP,0,0,0,0,0.165305193472046,0,0,0,0,0,0,0,0,0,0,0,0,0
LTC,0,0,0,0,0,0,0,0,0,0,0,0,-0.108298004923884,0,0,0,0,0
DASH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ETC,0,0,-0.42820353620715,0,0,0,0,0,0,0,0,0.474592386973037,-0.100457929004897,0,-0.551594068759889,0,0,0.0538129661440684
XEM,0,-0.195852727706681,-0.18131566500803,0,0,3.46944695195361e-18,0,0,0,-0.23549272197107,0,0.174160427522247,0.225076595790611,0,-1.18727648888144,0,0,-0.540085315571495
XMR,0,0.24959061913622,0.0891801182557865,0.156421786339919,0,0,0,0,0,0,0,0.0767089873293118,0.114311091717673,0,0.0359961079387483,0,0,-0.043390394297652
ZEC,0,0,0.186952681946515,-0.104213007495174,0.658091300874892,0,0.0333692391161857,0,0,0,0,0.000911126086346199,0,0,-0.1387662805527,0,0,-0.0831674471508377
DOGE,0,0,0.205115192293089,0,0.133808046370081,0,0,0,0,0,0,0.0530858531184875,0,0,0,0,0,0
XLM,0,0,0.426721675031816,0.0467657487804687,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEO,0,0,0.307102756084365,0,0,0,-0.0341257081318452,0.313470220294134,0.279658304739394,0.160415859753465,0,0,0,0,0,0,0,0
DGB,0,0,0,0,0,0,0.0966170351751045,0,-0.242839138587599,0,0.337443635834839,0.0988897012682993,0,0,0,0,0,0
BV010082.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0353095310619452
CVIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.Curncy,0,0.0166564955036861,0.00125430017792197,0,0,-0.00511203701055315,-0.0072193718822894,0,0,-0.0026504601505105,0,-0.00415691400446039,0,0,0.00475436236794317,0,0,0.027671725566219
SPX.Index,0,0,0,0,0,0,0.0013265753052565,0,0,0,0,0,0,0,0,0,0,-0.0359067404118304
VIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
