,BTC,ETH,XRP,BCH,ADA,LTC,XEM,XLM,EOS,NEO,MIOTA,DASH,XMR,TRX,BTG,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,-0.0632038046467698,0.186735414963451,0.0822892444204738,0.259196561259876,3.46944695195361e-18,0,0,0.126593596693213,0,0,-1.38777878078145e-17,0.0833574066630619,0.00859139821499869,0,0,0,0,0
ETH,0,0,-0.0141477017185461,0.201418894765676,0,0,0,-0.0331167624203744,0,0.556980312137713,0,0,0,0.0604719500309102,0.0218437383548972,0,0,0,0,0
XRP,0,0,0,0,0,0,0.075306317455282,0.403940269715142,0,0,0,0,0,0.185688436229666,0.0650393838081653,0,0,0,0,0
BCH,0.470514022747066,0.244830418795818,0,0,-0.101035185552659,0.177920285240985,0,0,0.0607021641983877,-3.46944695195361e-18,0.27253404878841,0.124169290280252,0.0428981799775714,0,0,0,0,0,0,0
ADA,0,0,0,0,0,0,0.614560460721244,0,0.141619607851442,0,0,0,0,0.0880726922608741,-0.106850961157543,0,0,0,0,0
LTC,0.418045621557573,0,1.73472347597681e-18,0.03712855281474,0,0,0,0,0,0,0.014857690151394,0.183751880014642,0,0,0.186002521799016,0,0,0,0,0
XEM,0.229891497717934,0.0448460982331003,0.0793813460165173,0,0,0,0,0.517012837986789,0,0,0,0,0,3.46944695195361e-18,0.144750303786074,0,0,0,0,-0.292949346816496
XLM,0,0,0.0369829199448169,0,0.454192560498681,0,0.664448478081756,0,0,0.080725147635022,0,0,0,0,-0.115509643146542,0,0,0,0,0
EOS,0,0,0,0.213466124970917,0.56625284760129,0,-0.264010797590566,0,0,-0.119134361349717,0,0.200576524575857,0,0,0.40976807488937,0,0,0,0,-0.310618912410299
NEO,0,0.800196566809052,-0.076223724550491,0.0412851492081196,0.0970091772455157,0,0,0.207028481450645,0,0,0,0,0.0618109470290779,-0.0172455968638515,0,0,0,0,0,0.0851543497065867
MIOTA,0,0,0,0.291554141203346,0.135855601420846,0,0,0,0.0934681627023269,0,0,0,0,0,0.126527696219216,0,0,0,0,0
DASH,0,0.270594524197814,0.240858835629461,0,-0.0170157059795477,0.411095450899072,-0.20112127122614,0,0.0338898122003241,0,0,0,0.219171311447174,0.0605288061337988,-0.00106190368276938,0,0,0,0,0.119830768358834
XMR,0,0,0,0.0396193562435555,0.0945783603659714,0,0.079722821699972,0,0,0.20785883112303,0.0674278908817719,0.186157982635218,0,0,0.225557768999694,0,0,0,0,0
TRX,0,0,0.674787837961969,0,0,0,0.167561655967573,0,0,0,0,0,0,0,0,0,0,0,0,0
BTG,0,0,0.268942623187403,0.168853850722932,0,0,0,-0.203526803863891,0.136782971698494,0,0,0,0.623955088304212,0.00532013665489048,0,0,0,0,0,0
BV010082.Index,0,0,0,0,0,0,0.0124547687825702,0,0,0,0,0,-0.0210977159225584,0.0011869642418357,0.023290841221446,0,0,0,0,0
CVIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.Curncy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPX.Index,0,0,0,-0.00149981235497734,0.0229118911183401,0,0,-0.00899924493594422,0,0,0,0,0,-0.00521833958512352,0.00982776381662639,0,0,0,0,-0.00623343652012814
VIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
