,BTC,ETH,XRP,BCH,LTC,ADA,NEO,XLM,EOS,MIOTA,DASH,XMR,ETC,XEM,TRX,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0.115175891762639,0,0.102860137355719,0,0.189919468685697,0,0,0,0,0.236474193913067,0,0,0.0398679208392138,0,0,0,0,-0.0140417737955097
ETH,0,0,0.0995138373697682,0.0152497374987918,0.10773366577382,0,0.196482741787118,0,0.252165427157724,0.0649781930653024,0,0,0,0,0.022018387276149,0,0,0,0,0
XRP,0,0,0,0,0.264915382846565,0,0,0.0885557613763971,0,0,0,0,0.0555550619746095,0,0.381820141141216,0,0,0,0,0
BCH,0,0.0242080984427179,0.0847486458033167,0,0.167188763642894,0,0.579617671078678,0,0,0,0,0,0,0,0,0,0,0,0,-0.0874327974855357
LTC,0,0.416875973063473,0,0,0,0,0.0344914242613181,0,0.179102776560669,0.284691297958016,0,0,0.00908826826899528,0,0,0,0,0,0,0
ADA,0,0,0.399583190692485,-0.043182218143009,0,0,0,0,0,0,0,0.110646901575867,0,0.24407397667551,0.042499462849024,0,0,0,0,0
NEO,0,0,-0.0788974077317007,0.202526130982191,0,0,0,0,0,0.308585496911494,0,0,0.0818283865953535,0.483940567940416,0,0,0,0,0,0.0673658126632431
XLM,0,0,0.0722692810651023,-0.0165226031291286,0,0.334766094741164,0,0,0,0,0,0,0.116465392800416,0.124289083263789,0.117128091827046,0,-0.224136347070248,0,0,0
EOS,0.0717437984312691,0,0,0,0.182963499886817,0,0,0.124686604738415,0,0,0,0.056533504711695,0.272446062627149,0,0.182012534919105,0,0,0,0,0.0691523076102
MIOTA,0,0.905476058780211,0,-0.150359358609607,0,0,0.385650985866973,-0.00979293322184343,0,0,0,0.171993572046906,0.0434441099374085,-0.270816649327299,0.169139856499578,0,0.147480324269553,0,0,-0.0999467247876119
DASH,0,0,0.134107090846425,0.190037159528795,0,0,0,0.0253544100231852,0,0,0,0.375105366052227,0,0.216605272029797,0,0,0,0,0,0
XMR,0,0,0,0,0.182268522046467,0,0,0,0,0,0.853672255197995,0,0,0,0,0,0,0,0,0
ETC,0,0,0,0,0,-0.323069907045679,0,0,1.55273348362919,0,-0.105666368233603,-1.73472347597681e-18,0,0,0.0201893215429741,0,0,0,0,-0.0991364988224007
XEM,0,0,0,0,0,0,0.41557799728243,0.226748688867668,0,0,0.133838736888564,0,-0.00684888183722062,0,0.0979343691622264,0,0,0,0,0.141359517312097
TRX,0,0,0.350324139410994,0.10989868056525,-0.0961959735408163,0,0,0,0.188802918713332,0.149211124598061,0,0.0244990086167931,0.0517849287741066,0.359581298960426,0,0,0,0,0,0
BV010082.Index,0,0,-0.099010097443195,0.0929091486602068,0,0,-0.172549356549505,0.0361751355572825,0,0,0,0.152467829275632,0,0,0.0154099300720016,0,0,0,0,-0.0293573503154055
CVIX.Index,0,0,0,0,0.0522408452987641,0,0,0,0,0,0,-0.102947129167288,-0.0189989288382038,0,0.0797296318005304,0,0,0,0,0.033489820071719
DXY.Curncy,0,0,0.0133385327193868,0,-0.0446428538660584,0,0,-0.0159502690619022,0,0,0,0.042165352953915,-0.00143561370474306,0,-0.00125668919747338,0,0,0,0,0.00349990784907509
SPX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0544649132078274
VIX.Index,0,0,-0.744854416690471,0.018165596819864,0.12589772380354,0,0.256825603114686,0,0,-0.610710948404789,0,0,0,0.968255732606742,0.0971306787823975,-1.17733327663915,0,0,-5.63270706437874,0
