,BTC,ETH,XRP,BCH,EOS,LTC,ADA,XLM,MIOTA,TRX,NEO,XMR,DASH,XEM,BNB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.0969051653153059,0,0,0.0605046263190818,0,0,0.0448671230662318,0.0971823597358402,0,0.160993138688899,0,0.0647974874805255,0,0,0,0,0
ETH,0,0,0.1895117422012,0.000537017669052181,0,0,0.229611260034535,0,0.119278034203261,0.206721122519585,0,0.0687503438395968,0,0,0.0901421189005168,0,0,0,0,0
XRP,0,0.226276197828764,0,0.342451810263364,0,0,-1.73472347597681e-18,0,0.049308899154874,0,0,0.0393993092835563,0.0949368263763788,0,0,0,0,0,0,0.0457889056584676
BCH,0,0.00248216668947235,0.549661478320626,0,0.212250612344581,0.334246609615306,0.183493255601418,0,0,0,0,0,0,0,0,0,0,0,0,0
EOS,0,0,0,0.394106682669343,0,0.470017930103583,0,0,-0.211746699687081,0,0.507938373030488,0,-0.365079209316094,0,0.136541936415303,0,0,0,0,-0.0710776649558822
LTC,0,0,0,0.330927137797387,0.0306512584969263,0,0,0,0.138620149352839,0,0,0,0.0813884998141889,0,0,0,0,0,0,0
ADA,0,0.215878803733559,0,0.158323255128745,0.0550612929813653,0,0,0,0.329054307265659,0.175740791466495,0,0,0,0,0,0,0,0,0,0
XLM,0,0.122017015597572,0,0.232921614804515,0,0,0.0534685379485416,0,0.307230939865245,0,0,0,0.141880324191486,0,0,0,0,0,0,-0.0451464805430314
MIOTA,0,0,0,0,0,0,0.300424818084712,0.581476786771202,0,-0.159102241870037,0.3092072682446,0,0,0,0,0,0,0,0,-0.0609293240624489
TRX,0,0.438130819558089,0.645758292290752,0,0,0,-6.93889390390723e-18,0.357702047074704,-0.497972740917943,0,0.0689487761192506,0.275234306353489,0,0,-0.0843465640338488,0,0,0,0,0.120621598477704
NEO,0,0,0,0.0405714788060966,0.0793306033935229,0,0,0,0.251688014233965,0.16575464234526,0,0.0918088937806119,0,0.320874479937909,0,0,0,0,0,0
XMR,0,0,0,0.413761906172014,0,0,0,0,-3.46944695195361e-18,0,0,0,0.0495845206751831,0,0.172943159096964,0,0,0,0,0
DASH,0,0,0,0.05543180704814,-0.150137923448752,0.310442447784782,0,0.542191901925101,0,0,0,0.309359305995903,0,0,-0.0254901818030085,0,0,0,0,-0.0501997210211195
XEM,0,0.0972781816522639,0,0.150223197892307,0.110216602339973,0,0,0,0,0,0.459623427766639,0,0,0,4.33680868994202e-19,0,0,0,0,0
BNB,0,0.861797328109752,0,-0.558109931355265,0.0714904071601967,-0.536671409659922,0.562486853254703,0,0,-0.209124474808364,0,0,0,0.329043713888077,0,-0.00339100260364101,0,0,0,-0.25407267768235
BV010082.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.224320695790356
CVIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.Curncy,0,0,0.0270607355926747,-0.0214493250536337,0.0254846884793564,0.0473823635833875,0,0,0,0.0148248561688236,-0.0472057427282429,0,-0.0217266638148012,0,-0.00414654335135793,0,0.0191017504477343,0,0,0.0160207641202485
SPX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0469486818647232
VIX.Index,0,0,0,0,-0.405439186008674,0.408713251093669,0,-0.261418876743826,0.0327837048846802,0,0.220545882249756,0,0,0.026577704740205,-0.0158667049242642,-2.08269429545364,0,0,0,0
