,BTC,ETH,XRP,LTC,XEM,DASH,DOGE,XMR,XLM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.132726071606347,0,0.385152515163812,0.0726582887565164,0,0,0.293506975152384,0,0.0199614953448722,0,0,0,0,0.0384786594682198
ETH,0.880263587436387,0,0.203437080351671,-0.200130309381923,-0.146982025742881,0,0.590434749166154,-0.66924286064856,0,0,0,-1.03875209916868,0,0,0.305988259737058
XRP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LTC,0.628941847350222,0,0,0,0.00506704671273036,0,0,2.16840434497101e-19,0,0,0,0,0,0,-0.00664542350188525
XEM,2.83096139143037,-0.731469525107762,0.701527263117237,-0.598080125717597,0,0,0,-1.3776055507561,1.20469949245239,0.420951947773062,0,0.814747614355191,0,0,-0.26281218901161
DASH,0,0.0520223883187361,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGE,0,0.252123847928608,0,0,0.0850480383918206,0,0,0.407827574994725,0,0,0,0,0,0,0.0673136064926038
XMR,1.07861435324008,-0.335730067251889,0.420688530135675,0,-0.164360846483515,0.255681786990318,0,0,0.0172058628626183,0,0,0,0,0,-0.0037127392051207
XLM,0,0,0.259921212632067,0.161797002282884,0.124006973575155,0,1.38777878078145e-17,0.144722516416781,0,0,0.339737433504883,-0.758265096545231,0,0,0.377374524967128
DGB,0,0,-0.119321345235043,0,0.0610112368176322,0,0.341845663931756,0,0,0,0,0,0,0,-0.055066917324623
BV010082.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0625702631174143
CVIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123558088340779
DXY.Curncy,0,0,0,0,0.00087754286852721,0,-0.012570444761587,0,-0.0066191928098045,0,0,0.0609945739327741,0,0,0
SPX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0609571601397511
VIX.Index,0,0,0,0,0,0,0,0,0,0,0,0.445904653250301,0,0,0
