,BTC,XRP,LTC,DOGE,DASH,XLM,XMR,XEM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.0205695630154994,0.093460277143523,0.0643469936351477,0.0876163791709708,0,0,-0.0328512261589238,0.0226336260391292,0,0,0,0,0
XRP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LTC,0,0,0,0.100284420420525,0,0,0,0,0,0,0,0,0,0
DOGE,1.54558848362234,-0.192313474645208,0,0,0,0.558491262523427,-0.185192752243082,0.296578162452688,0,0,1.2635142303293,0,0,1.38777878078145e-17
DASH,0,0,0,0,0,0.29332630310743,0.145320982566939,0,0,0,0,0,0,0
XLM,0,0.5178819168315,0,0.378946139175929,0.519560554136234,0,0,-0.100219095918421,-0.0735142776220036,0,-0.649052673582292,0,0,-0.0525585993171491
XMR,0,-0.13453357357266,-0.292629263860496,-0.0305726806466623,0.741906554889434,0.0509671602962261,0,0.329499114145706,0.476792385826632,0,-0.888926678098784,1.01655099135483,0,-8.67361737988404e-19
XEM,0,0,0.213758656646066,0.32071794144791,0,0,0.176970702507788,0,0,0,0,0,0,0.311412106200742
DGB,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BV010082.Index,0,-0.0225408144981939,-0.027711323967675,0.0100894729779557,0,-0.0134904250513251,0.0536790053931307,0,0,0,0.170228583970005,0,0,-0.079054236526323
CVIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.Curncy,0,0,0,0,0,0,0,1.27429966189901e-05,0,0,0.125585065882271,0,0,0
SPX.Index,0,0.0121909850448181,-0.0220018197033592,0,0.00994442913581966,0,-0.0169360576296979,0.0173015402814408,0.0268038485280528,-0.0234864330667407,0.0463870155997293,0,0,-0.107720678329997
VIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0
