,BTC,ETH,XRP,BCH,EOS,LTC,XLM,ADA,MIOTA,NEO,TRX,XMR,DASH,ETC,XEM,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.419718704513665,0,0,0,0,0,0,0,0.0780421361547707,0,0.0659119472581287,0.0146153100634042,0,0,0,0,0
ETH,0,0,0,0.178081431269052,0.0907763768936227,0,0,0,0,0.0151603389668598,0.309561162446616,0,0,0.0396078038614796,0.0563287526314444,0,0,0,0,-0.0290467489181092
XRP,0,0,0,0,0,0.38420962581572,0,0,0,0.060514476263437,0.218302410458731,0,0,0,0.0532973883433678,0,0,0,0,-0.0246793903225351
BCH,0.614897064770936,0,0,0,0,0.102293407784509,0,0.155158356842978,0.027658069018254,0,0.25069740602898,0.0701067489966314,0,0.0132776222465606,-0.0462705500763613,0,0,0,0,-0.0362748703267458
EOS,0,0,0,0,0,0.512113841589693,0,0.139263443451775,0,0.109103225809854,0.042133956974587,0.0623514996626289,0,0,0.138413797206175,0,0,0,0,-0.130446082071731
LTC,0,0,0,0.506885309116152,0.209095558638184,0,0,0,0,0.00323926618574852,0,0,0,0.0807201619588461,0,0,0,0,0,0
XLM,0,0,0,0,0,0,0,0,0.280080777929852,0.0268579046036625,0,0,0,0.0702639296869732,0.269104243036984,0,0,0,0,-0.0599995556600714
ADA,0,0,0,0.357553074569106,0.0950543313385101,0,0,0,0,0,0.121615590634907,0,0,-0.00162428330727176,0.439754086611743,0,0,0,0,0
MIOTA,0,0,0,0,0,0,0,0.169504220411489,0,0.537419026465276,0,0,0,0.130236100400652,0,0,0,0,0,-0.15133465384664
NEO,0,0.31324444678582,0,0.0709886982278063,0.133931538443244,0,0,0,0.509766606528681,0,0.0272135457904031,0,0.336392121309663,-0.259536935162395,0,0,0,0,0,0.146258825113497
TRX,0,0.160344742987229,0.384054413624461,0.048799150332221,0.105850084839542,0,0,0.0220484161432815,0.112683257068961,0,0,0,0,0,0,0,0,0,0,-0.0384301497119558
XMR,0,0,0,0,0.0848207905938747,0,0,0,0.132940965921725,0,0,0,0,0,0.315137136465215,0,0,0,0,-0.26565773322729
DASH,0,0,0,0.311752522937915,-0.00106311728724469,0,0,0,-0.159187171363206,0.266737170246058,0,0,0,0.236607463840959,0,0,0,0,0,0
ETC,0.864994470931337,0.284793172341858,0,0,0,0.134229744389194,0,0,0,-0.32547385874894,0.159916794771281,0,0,0,0.136816611890225,0,0,0,0,-0.0475447797005938
XEM,0,0,0,0,0,0,0.691221485423754,0.670745043231144,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0.182374317685882
BV010082.Index,0,0,0,0.0252637850955281,0,0,0,0,0,-3.3881317890172e-21,0.00437719344398099,0,0,0,0,0,-0.102052012154457,0,0,-0.0190705417724991
CVIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.Curncy,0,0,0,0,0.00556590093643421,0.0130553378039327,0.0153845266004594,0,0,-0.0106784974381037,-0.0163067767030439,1.6940658945086e-21,0,0,0,0,0.102134331831095,0,0,-0.00929130726306462
SPX.Index,0,0,0,0,0,0,0,0,-2.4111375778818e-05,1.05879118406788e-22,-1.09935171554992e-06,0,0,0,0,0,0,0,0,-0.0601107163639958
VIX.Index,0,0,0,-0.620063476020627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
