,BTC,ETH,XRP,BCH,BSV,LTC,EOS,BNB,ADA,ETC,XMR,TRX,XLM,XTZ,DASH,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.0893717521582179,0,0,0.0990267955390767,0,0,-0.000200782406100506,0,0.333221195898332,0,-0.0355220922293067,-0.0168550797302446,0,0.0589493680293214,0,0,0.0170968767849677
ETH,0,0,0.266822331210216,0.0757047798917523,0,0.0550151107474609,0.0873164828146975,0.0307302441600986,0.0447403827137955,0,0,0.117854479159249,0,0,0,0,0,0,0,0
XRP,0,0.0670796926838139,0,0.116127917121827,0,0.155774502342702,0,0,-0.10564499197888,-0.0362136234752025,0,0.42376716155021,0.139242528225076,-0.050175379470734,-0.0334058995093775,0,0,0,0,0
BCH,0,0,0,0,0.201465672976899,0.2667808982286,0,0,0,0.184242919414403,0,0,0.217443433781831,0,0,0,0,0,0,0
BSV,0,0.504888745910041,0,2.07407648843539,0,0,1.09399135952642,0,0,-0.315477445655908,-1.41050137045411,0,-1.8530406147131,0.422142616768271,0.215475901864842,7.13059981350911,0,0,0,0.479992190392622
LTC,0,0,0,0.273485703042563,0,0,0.355140168216103,0,0,0.0175817692078432,0,0.0819054247114153,0,0,0.00470568558546652,0,0,0,0,0.0178470904400565
EOS,0,0.202122384140982,0,-0.0942034345623272,0.101764934648335,0.581254264916926,0,0,0.0252928455409631,0,0,0,0,0,0.0380639357278917,0,0,0,0,0
BNB,0,0,0,0,0,0.205268611230475,0,0,-3.46944695195361e-18,0,0.0398393509798582,0.250005184926932,0,-0.0359527897723277,0.0852290913666971,0,0,0,0,0
ADA,0,0,0,0,0,0,0.0587308636486522,0,0,0.100523215873548,0.111467482608591,0.714251728859097,0,0,-0.0776004550826906,0,0,0,0,0
ETC,0,-1.29005315054283,0,0.700301854182984,0,0,0,0,0.841414967183041,0,0.12272906763336,0,0,0,0.369738046621992,0,0,0,0,0.0374771889693354
XMR,0,0.064662353302664,0,0,-0.0554769255705418,0.272805080333466,0,0.204579453063351,0.111253113920271,0.0641747210576213,0,0,0.137669642378803,-0.033165641501583,0.110044760644194,0,0,0,0,0
TRX,0.00062888838278585,0.327079620731753,0.216028750934222,0,0.0111305242752349,0,0,0,0.266718550549311,0,0,0,-0.0434919373410087,0.0322837376315433,0.0789777573823307,0,0,0,0,0
XLM,0,0,0,0.32545186506985,-0.0835148183760821,0,0,0,0.154285368939811,0,0,0,0,0,0.0768913327479843,0,0,0,0,-0.105295070043468
XTZ,0,0,0,0,-0.0139785655716612,0.145121698960673,0,0,0,0,0,0.230674891905026,0,0,0,0,0,0,0,-0.0351894879977439
DASH,0,0,0,0,0.271018427745436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BV010082.Index,0,0,0,-0.0625242628915868,0.0346463285168812,-0.0665114436439784,0,0,0.0208344504571842,-0.00179456070624904,0,0,0.100513452769541,-0.0277881936263876,0,0,0,0,0,-0.0818583924945814
CVIX.Index,0,0,0,0,0.0348062015815562,-0.229400733316921,0,0,0.0201369616773158,0.0625627588719738,0,0.0820935517372523,0,8.67361737988404e-19,-0.044500948680928,0,0,0,0,0.200157135361368
DXY.Curncy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPX.Index,0,0.0516194587829457,0,0.0221947911430922,0,-0.0292332048633895,0,0,-0.0162661659923682,0.0196208746056127,-0.00215723264309026,0,0,0,-0.0254908261617542,0,0,0,0,-0.0809201528067735
VIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
