,BTC,ETH,XRP,BCH,ADA,LTC,XLM,NEO,EOS,XEM,MIOTA,DASH,XMR,TRX,ETC,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0.0339716111933899,0,0.0476221850865098,0,0.0613420500878376,0.0495724869689448,0,0.112797674321478,0,0,0.27455105793891,0,0.0981774584622918,0,0,0,0,-0.0131045849452895
ETH,0.452103980484102,0,0,-4.33680868994202e-19,0,0.0654087529411629,0.124851943786657,0.00191196103742848,0,0.0482911653107252,0,0,0,0,0.185512151005923,0,0,0,0,0.0236450050986221
XRP,0,0,0,0,0.147792109234669,0,0,-0.149568519991209,0.098047063381032,0,0,0,0,0.328358456622545,0.381758317695245,0,0,0,0,0
BCH,0,0,0,0,0,0.256507746960316,0,0.0460314007901572,0,0.0678816846117504,0,0.299548618665206,0.0498198408773428,-0.187424180281759,0.304778884528051,0,0,0,0,-0.0397409964947563
ADA,0,0,0.313131780208899,0,0,0.134455024316731,0.491069007044764,0.0407755589887202,0,0.0695493112557956,0,0,0,0,-0.10952365561985,0,0,0,0,0.0159310734070374
LTC,0,0,0,0.230924650175686,0.103672166414073,0,0,-0.0011660016248582,0,0.0913973000740066,0.021605258032763,0,0,0,0.205405496665215,0,0.386467067176546,0,0,0.0505110746162802
XLM,0,0,-0.0814845781429005,-0.0937737087185072,0.783944936481737,0,0,0,0.811343408382079,-0.124680993525968,-0.0970128580757059,0,0,0,-0.204156472099779,0,0,0,0,-0.0501906703783739
NEO,0,0.213090122422638,0,0,0,0,0,0,0.307463095058399,0.08929086406635,0,0,0.483542885749057,-0.0966341046121721,0,0,0,0,0,0.0652425444289714
EOS,0,-0.0681747472137659,0,0,0,0,0.404495603977304,0,0,0.0697681905138153,0,0,0.10788993727051,0,0.488336258312368,0,0,0,0,0.037465985710885
XEM,0,0,0,0,0.461542139770891,0,0,0,0,0,0,0,0,0.26657176200427,0,0,0,0,0,0
MIOTA,0,0,0,0,0.114087825159252,0.27581680957411,0,0,0,0.0952047510989703,0,0,0.297854318317805,0.18084766176333,0,0,0,0,0,-0.0638399665154115
DASH,0,0.0552147337413077,0.141382710973112,0.123573892171989,0,0,0.0359131976953096,0,0,0,0,0,0.561079009480976,0,0,0,0,0,0,0.0395973427513141
XMR,0,0,0,0.207831909675338,0,0,0,0.0477557909897183,0,0.00295751484670861,0,0.554593120998351,0,0.090302209409332,0,0,0,0,0,0
TRX,0,0,0.494780823904734,0,0,0.184130330936862,0.0720287907859397,0,0,0.125068683252632,0,0,0,0,0.299183303095196,0,0,0,0,0.0390295417754924
ETC,0,0.273298310223103,0.0429322210216395,0.321984613509424,0,0,-0.0720254357586854,0,0.431852052329504,0,0,0,0,0.104428005529006,0,0,0,0,0,0.00407015825504647
BV010082.Index,0,0,-0.00539606622654235,0.109287078160764,-0.0761880650241466,0,-0.0438222577623388,-0.0648669591984307,0,0.0269218210240981,0.00371539297647996,0,0.0182730839135528,0.00893548664721452,0,0,0.0984156598948501,0,0,-0.0439908838149347
CVIX.Index,0,0,0,0,0,0,0,0,0,0.02182879401735,0,0,0,0,0,0,0,0,0,0.0229418020804227
DXY.Curncy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPX.Index,0,0.0382934050489741,0.0345802679451942,0.0506785670006263,0,-0.0271077615320741,0.000735907997390777,0.0531631576132645,-8.67361737988404e-19,0.0536449706059521,-0.0101849733390536,0,0,-0.0598367466265049,-0.135450059259802,0,0.0167574521756805,0,0,-0.0578893703324178
VIX.Index,0,-0.242236991870801,0,-0.622866999995701,0,1.41765066679773,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0
