,BTC,ETH,XRP,BCH,ADA,LTC,NEO,XLM,EOS,XEM,MIOTA,DASH,XMR,TRX,ETC,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,3.46944695195361e-18,0,0.0753678966667334,0,0.0923283175334418,0.207702873466223,0.0329545051788978,0.187748266396432,0.0897621276060463,0,0,0.0288834928938837,0,0,0,0,0,0,0
ETH,0.116739925253719,0,-0.0848660288796615,0,0.285581344836157,0.0754906160812567,-0.10604268018649,-6.93889390390723e-18,0.0492810503166729,0,0,0,-0.341375768610119,-0.151079903261329,0.818046319592049,0,0,0,0,0
XRP,0,0,0,0,0,0,0,0.161424747911037,0,0.0818179296870598,0,0,0,0.353067750375522,0.0940910108974034,0,0,0,0,0
BCH,0,-3.46944695195361e-18,0,0,0.0223011296953629,0.251758397380177,0,0,0.238099074329391,0.030100166058251,0.15835919521966,0,0,0,0.160298392340792,0,0,0,0,0
ADA,0,0,0.0786301383197569,0,0,0.382742649020396,0.272699997939382,0.0852825193474388,-0.0011914620532042,0,0,0.50415366279446,0,-0.03665792041119,-0.124761425758688,0,0,0,0,0
LTC,0,0,0.058677445922133,0.372699053660581,0.190072538310163,0,0,0,0.0348662463880697,0.0906203082012077,0,0,0,0,0,0,0,0,0,0
NEO,0,0,0,0,0.493403054121198,0,0,0,0,0,0,0,0.0954831341285043,-0.0884165251574634,0.330479276399017,0,0,0,0,-0.0398199502162712
XLM,0,0,0.149556085274166,0,0.390910045576235,0,0,0,0.0550995779570158,0,0,0,0,0.224197800736344,0,0,0,0,0,0
EOS,0,0,0,0,0.0462663876861958,0,0,0.311474491852836,0,0,0,0,0.203111675058062,0,0.34461368217646,0,0,0,0,-0.163520059573659
XEM,0,0,0.146446396570001,0,0.190200985321817,0.259638639664629,0,0,0.188042284859275,0,0,0,0.246872230015127,0,0,0,0,0,0,0
MIOTA,0,0,0,0.64032627519151,0,0,0,0,0,0.103102073975781,0,0,0,0.184078019665305,0,0,0,0,0,0
DASH,0,0,0.0920156864626622,0,0.235273674019266,0.174472853089697,-0.0082559242240644,0,0.129682188835429,0,0,0,0.103944336277343,0.111168862206252,0,0,0,0,0,0
XMR,0,0,-0.0200435872975749,0,0.113739002105117,0.132499504050307,0.172507860191932,0.0365391871218968,0,0.0239771785611564,0.0787418632331758,0.323271305884746,0,0,0,0,0,0,0,0
TRX,0,0,0.504238808995795,0,0,0,0,0.221514817941297,0.156080588140445,0,0,0,0,0,0,0,0,0,0,0
ETC,0,0.328429131135702,0.355333968026026,0.0363376860167745,0,0,0,-1.73472347597681e-18,0.0731260260944384,0,0.0468558069157503,0,0.264131427424416,0.00189760415126318,0,0,0,0,0,-0.0581769582334815
BV010082.Index,0.033839587801557,0,0.0224852048209832,0,-0.113904064520458,-0.0199705847120434,0,-0.0992814330025427,-1.0842021724855e-19,0.0448694847749309,-0.0362981442279974,0.112207598837938,0,0.0416518136308504,0.0296316244549898,0,0,0,0,-0.0157477894815531
CVIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.Curncy,0,0,0,0,0,0.0310467113006717,0,-0.00728684633426372,0,-0.0165294880110149,0,0,0,0,0,0,0,0,0,0.00736842703194596
SPX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0013115107586737,0,0,0,0,0,-0.030279081236668
VIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
