,BTC,ETH,XRP,BCH,EOS,LTC,ADA,XLM,MIOTA,TRX,NEO,DASH,XMR,XEM,ETC,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.272233296482295,0,0.00526022827158881,0,0.121233108463921,0,0,0.0557023729990609,0,0.0384302903033785,0.105424852592005,0,0,0.0147709500985153,0,0,0,0,0
ETH,0,0,0.524042624844212,0,0,0,0.0821311532750255,0,0.0310988691298764,0,0,0,0,0,0,0,0,0,0,0
XRP,0,0.208451202570199,0,0.0327914965173112,0.0193831580864386,0.161463190591538,0.0507135096759987,0,0.0534446596713724,0.1190521268671,0,0,0.145755285270512,0.171307268374922,0,0,0,0,0,0
BCH,0,0,0,0,0,0.541238698904486,-6.93889390390723e-18,0.261319838809011,0.0599094845192561,0,0.10520545869199,0,0,0,-3.46944695195361e-18,0,0,0,0,0
EOS,0,0,0,0,0,0,0.507520695776082,0,0,0,0,0,0,0,0,0,0,0,0,0
LTC,0,0.47659495702696,0.140248214810723,0.221513776541186,0,0,0,0.0814249059607913,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0
ADA,0,0,0.0512418622836379,0.204624107037652,0.0978780589035073,0,0,0.256242134848035,0.114267440729855,0.228832163118377,0,0,0,0,0,0,0,0,0,0
XLM,0,0,0,0,0.135843759382277,0,0.248305998848924,0,0,0,0.243609743830143,0,0,0.191831758757218,0,0,0,0,0,0
MIOTA,0,0.74869672492518,0,0,0,0,0.0652071916944714,0.220669453270298,0,0,0,0,0,0,0.0944234964275623,0,0,0,0,0
TRX,0,0,0,0,0,0,0.373619414867961,0.2040856407681,0,0,0,0,0,0,0,0,0,0,0,0
NEO,0,0.244621106068247,0,0,0.0967740004895593,0,0.0144561089295658,0.185324822743469,0.0301937758019659,0,0,0.0462702529704079,0,0.0541432840576877,0.223992913969674,0,0,0,0,0
DASH,0,0.311805895224462,0,0.100172560187193,-0.0546719237286891,0,0.0967304592659925,0.0785110407171005,0,-0.0878824544727887,0.133887986567747,0,0.280169148537591,0,0,0,0,0,0,0
XMR,0,0,0,0,0,0,0,0,0.058006385029631,-0.161624095583514,0,0.201956060000313,0,0.55357757939054,0,0,0,0,0,-0.0473451796453014
XEM,0,0,0.482912165960487,0,0,0,0.170797314280543,0.0851349551819557,0,0,0.0269437537093874,0,0,0,0.130391823493628,0,0,0,0,0
ETC,0,0.348103044615094,0,-4.33680868994202e-19,0,0.11399258698994,0.094207993311078,0.136755447101407,0.0165659428686324,0,0,0.194950238273394,0,-6.93889390390723e-18,0,0,0,0,0,0
BV010082.Index,0,0,0,0.0394113397153848,0,-0.0505956738699975,0.0137699323888983,-0.00615485552715425,-0.0111053728322029,0,-4.33680868994202e-19,0.0745792424871231,0.0933538858702884,-0.101288283455834,-0.00799696936104446,0,0,0,0,-0.0639798610112705
CVIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.Curncy,0,-0.0200422202040451,0,0.014527814109076,0.00887249808503481,0,0,0,0.0215725835822701,0,-0.0123329724722792,0.00891966182098767,0,0,0,0,0,0,0,0
SPX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.10498955966529
VIX.Index,0,3.46944695195361e-18,0,-0.106555362360439,0.0146524572191514,0,-0.193709556115629,-0.179345388655141,0.13631888502763,-8.67361737988404e-19,0.149960019639908,0.0382038343983952,0,0,0.0179297402211165,0,0,0,-2.20753955455125,0
