,BTC,ETH,BCH,XRP,LTC,DASH,XEM,XMR,MIOTA,ETC,NEO,ZEC,EOS,XLM,BAT,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0.0546568340830833,0,0,0,0.150147258566703,0,-2.16840434497101e-19,0.104491672454137,0,0.0142068257806856,0.000517711245425399,0,0.157604350825017,0,0,0,0,0
ETH,0,0,0,0,0.13701346196055,0,0.354822004356247,0.0366903324255153,0.156797904741509,0,0.0517989081083165,0,0,0,0.0713308926586269,0,0,0,0,0.0295291609769278
BCH,0,0,0,0,0,0,0.32690010485348,0,0.0103084376635689,0.259535683328293,0.206210061413468,0,0,0.209313924789784,-0.134222564539227,0,0,0,0,0.28277270141978
XRP,0,0,0,0,0,0,0.163885850708479,0.191227088917742,0,-0.0540518301441186,0,0,0.00900502485680632,0.32644512127319,0,0,0,0,0,0.0809854050008906
LTC,0,0,0.0312025363114254,0,0,0,0.0930152459079899,0,0,0.547137918411682,0,0,0,0.223366142231336,0.141705983670524,0,0,0,0,0
DASH,0,0,0,0,0,0,0.384036773287968,0.0472140353753769,0,0.0444458470901817,0,0.361470053240822,0,0,0,0,0,0,0,-0.0155008585856761
XEM,0,0.465073373288608,0,0.177872662096065,0.140764456750847,0,0,0,0.0513589985717348,0,-0.0147414061785927,0,0,0,0.0629552750022497,0,0,0,0,0
XMR,0,0,0,0,0,0.543545545719646,0.244517613514536,0,-1.73472347597681e-18,0,0,0,0,0,0.136351197332067,0,0,0,0,0
MIOTA,0,0,0.3116802302281,0,-6.93889390390723e-18,0,0,0,0,0,-0.436105982578752,0.362141300789496,0.768814966909642,0,0,0,0,0,0,0.319697667291486
ETC,0,0,0.164367602512645,-0.13962855620773,1.11864369436209,0,-0.0764644348512578,-0.0103096831597057,0,0,-0.0890396380255209,0,0,0,-0.0486987953567075,0,0,0,0,0
NEO,0,0,1.20477663542726,0,0,-0.303967077223618,0,0.091533012729295,0,-0.407987751011689,0,0,0.443108428714997,0,0,0,0,0,0,-0.656200627417931
ZEC,0,0,0.140504559981944,0,0,0.524040467925027,-0.112108349345308,0.0503882205564877,0,0,0.000350198210868589,0,0,0.311558628849444,0,0,0,0,0,0
EOS,0,0,0,0,-3.46944695195361e-18,0,0,0,0.209525212265128,0,0.215370675856779,0.00130585077161453,0,0,0.32475665279493,0,0,0,0,0
XLM,0,0,0.14256390892713,0.227223316079252,0.0041344139300406,0,0,0,0.0991824639537389,0.17519521596457,0.0205235459619573,0.228785388804307,0,0,0.143331493692905,0,0,0,0,0
BAT,1.12402592182192,0,-0.416305072305835,0.119252028158327,0,0,0,0,0,0.112475509226636,0.232836489566638,0,0.122873820716333,0.133178039394543,0,0,0,0,0,0
BV010082.Index,0,0,0,0,0,0,0,0,0,-0.00910723488087757,0.00980043707051232,-0.00826321724029897,0,0,0,0,0,0,0,-0.109776481772695
CVIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.Curncy,0,0,0,0.0119299377013756,-0.00520728963323229,-0.0190003279822116,0,-0.00658917014555362,0.00257595579557827,-0.0013050600903287,0,0,0.00488525303376064,0,0,0,0,0,0,-0.0146368811608087
SPX.Index,0,-0.00450492991139217,0,0,0,-0.00460348288259947,0,-0.00523227416201355,2.71050543121376e-20,0.00725581830300251,0,0,0.00413548276428602,0.000236605547614503,0,0,0,0,0,-0.0459369048068701
VIX.Index,0,0.31591611552431,0.00187214509618459,0.308260426484624,0,-0.161128280635561,0,-0.146987169243399,0.169882990727042,-0.0904921607709466,0,0,-0.222041025114756,0,0,0,0,0,0,0
