,BTC,ETH,DASH,XRP,XMR,LTC,ETC,XEM,ZEC,DOGE,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.0396052746707713,0,0,0,0,0,0,0,0,0.126371208546548,0,0.322613040815105,0,0,0,0,0
ETH,0,0,0,-0.0237818842543301,1.26269384707402,0,0.240687968176047,0,0,0,0,-0.14961007884607,0,0,0,0,0,0
DASH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XRP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XMR,0,0.415345604388943,0.128876551520086,0.0622689104379344,0,0,0,0,0.0699075514148906,0,0,0,0,0,0,0,0,0
LTC,0.127701716808295,0.0763284335471762,-0.00300772811150295,0,0,0,0.0464494391168923,-0.125109798056158,0.0867188004511476,0,0.0125325869908635,0,0,0,0.128333126059615,0,0,0
ETC,0,0.396529084507101,0,0,0,0,0,0,0.0704602428338336,0,0,0,0.104563667991432,0,0,0,0,0
XEM,0,0,0.0690763867100582,0,0,0,0,0,0.195177328075942,-0.513821161762338,0,0,0.536018494139134,0,0,0,0,0
ZEC,-0.790333409495625,-0.308710325702998,0.1531401960409,-0.0683378123102439,0.646987619478256,1.6411570996242,0,0.313209080164463,0,0.526990260339832,0,0.0987725501869017,0,-0.0655723320572193,0,0,0,-0.0304864499151707
DOGE,0,0.0686470225543742,0,0,0,0,0.242770934273355,0,0.117632368578416,0,0,0,0,0,0,0,0,0
XLM,0,0,-0.0336845722148459,0.108137358928919,0,0,0.189402321244216,0,0.0606654809437029,0,0,0,0.370165478435903,0,0,0,0,0
NEO,0,-0.0602677585011328,0.203713453010496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DGB,0,-0.0946459966667432,0.162232320523763,-0.385900487521159,0,0,0.0139282060374435,0.388543355049714,-0.354228711634926,0.284452678574148,0.763643470240243,0.180164825976325,0,0,0,0,0,0
BV010082.Index,0,0.0245716700533321,0,-0.0347972884252777,0,0,-0.0874461841857246,0,0,0,0,0,0,0,0,0,0,0
CVIX.Index,0,0,0.00245864351730558,0.135635585745085,0,0,0,-0.00805949075872101,0,0,0,0,0,0,0,0,0,0
DXY.Curncy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPX.Index,0,0.000547190126467242,0,0.00598575481674591,0.00661101494151964,0,0,-0.000330441469966069,-0.00273254679646768,-2.16840434497101e-19,0,-0.00205137933644569,-0.00658272285584889,0,0,0,0,-0.0355593850833199
VIX.Index,0,0,0,0,0,0,0.0447579201650943,0,-0.0593710332604856,0.0091912241490839,-0.0545440400533068,-0.0105789668059257,-0.0568903873020116,0,0.439133567753174,0,0,0
