,BTC,ETH,XRP,BCH,EOS,LTC,XLM,ADA,MIOTA,TRX,NEO,XMR,DASH,ETC,XEM,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.294093706697324,0,0,0,0,0,0,0.00156947640202974,0.103271996707737,0,0.168652996560525,0.0177719221618893,0,0,0,0,0
ETH,0,0,0,0.181415335326239,0.119966559835247,0,0,-8.67361737988404e-19,0,0.170193755137474,0,0.0252834453510531,0,0.142644385731057,0.0615170989178064,0,0,0,0,0
XRP,0,0,0,0,1.38777878078145e-17,0.286302960431195,0,0,0.0643268443568462,0.230663118844302,0.00353121803550013,0,0,0.128248913222912,-8.67361737988404e-19,0,0,0,0,0
BCH,0.203187923214833,0,0,0,0,0.39565244544462,0,0.106768266811129,0.196714298798272,0,-0.0490754824556144,0.0742643380426762,0.136709959415777,0,0,0,0,0,0,-0.0782804342530306
EOS,0,0,0,0,0,0.254528749409171,0,0,0.143375253173646,0.570307844109414,0,0.0429950120887366,0,0,0.0609646473039476,0,0,0,0,-0.0179108662905694
LTC,0,0,0.255999196280916,0.0462494297028087,0.113684132263742,0,0,0,0,0,0,0.323974946009818,0,0.0397225902532761,0,0,0,0,0,-0.0840451684911732
XLM,0,0,0,0,0,0,0,0.379056151820365,0,0.27962281642507,0,0,0.166010183532584,0,0,0,0,0,0,0
ADA,0,0,0,0.249918832044284,0.124794540601234,0,0.126692907152886,0,0.177936656113498,0,0,0,0,0,0.346303613855767,0,0,0,0,0
MIOTA,0,0.193286504231314,0,0,0.0632352706641932,0.469929747371552,-0.261988470337194,0,0,0.227942583455449,0.253515824136771,0,0,0.159367778069793,0,0,0,0,0,-0.030272386342649
TRX,0,0,0.0179503790021873,0.43457916031945,0.0948925530385972,0,0.191838522003368,0,0.0885884481529621,0,0.000907874004816539,0,0,0,0,0,0,0,0,-0.0640520678289605
NEO,0,0,0,0,0.331036195143256,0,0,0,0.457897958174157,0,0,0.231733245427612,0,0,0,0,0,0,0,0.138627017436162
XMR,0.454495381344148,0,0,0.295482996823505,6.93889390390723e-18,0.0480007249537255,0,0,0,0,0.112205095226764,0,0,0,0.165341180360436,0,0.385410031829003,0,0,0
DASH,0,0,0,0.184008938488964,0.126367088491207,0,0.329768050601073,0,0,0,0.21065371648884,-0.152636151786227,0,0,0.0103702365751123,0,-0.115251594596648,0,0,0.0391050249503826
ETC,0.591821374772005,0.361013087515289,0,0,0,0.149619742877793,-0.0175776500566257,0,0,0,-0.204812821612173,0,0,0,0.147695741219168,0,0,0,0,-0.0785863123377232
XEM,0,0.0165660659597733,0,0,0,0,0,0.645192584751061,0,0,0,3.46944695195361e-18,0,0.280278850321868,0,0,0,0,0,0.0912290423324364
BV010082.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0260929929669698
CVIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.Curncy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPX.Index,0,0,0,0.0001730430181494,0,0,0,0,0,0,0,0,0,-0.00171199460639317,-8.470329472543e-22,0,0,0,0,-0.0745715323923286
VIX.Index,0,0,0,0,-0.141920548973797,0,-0.196103942788591,0,0,-0.592715307930415,0.081172024380339,-0.247214895619027,0.504088472863181,-0.131612690715276,0.254723252785282,0,0.684324869107616,0,-6.61355507713341,0
