,BTC,ETH,XRP,BCH,BSV,LTC,EOS,BNB,ADA,ETC,XMR,TRX,XLM,XTZ,DASH,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.095577445081361,0.00296973714821977,0,0.126842143932698,0,0.00994874246375223,0,0,0.224865500443348,0,-0.0514069450646454,-0.00922195348847533,0,0,0,0,0
ETH,0,0,0.281363690195605,0.0658463259137452,0.0206007333457444,0.110113057388232,0.184261289039033,0,0,0,0.0956746922926425,0.0670474392233576,0,0,0.00792052387334002,0,0,0,0,0.00595520083984455
XRP,0,0.151386489187548,0,0.137091988466659,0,0.0751535005142427,0,0.134922044554931,0,0,0,0.226579714265389,0,0,-0.0384627048046257,0,0,0,0,0
BCH,0,0,0,0,0.172191942091943,0.299733065428256,0,0,-4.33680868994202e-19,0.232689760663554,0.0527461393597755,0,0.659346539558336,-0.10056225952062,-0.116530417646038,0,0,0,0,0.0619916465979476
BSV,0,0,0,2.85308962473734,0,0,0.280352972789403,0,0,-0.206419072088638,-1.66950977553233,0,-0.873128490382362,0.0924735311875202,0,0,0,0,0,-0.195474558023392
LTC,0,0,0,0.374949517206269,0,0,0.246976986933372,0,0,0.0231289891614262,0,0,0,0,0,0,0,0,0,0
EOS,0,0.302412178784009,0,0,0.0861425427994993,0.340196059337409,0,0,0,0,0,0.268918032817134,0,0,0.029605302748311,0,0,0,0,-0.0489221116610715
BNB,0,0,0,0,0,0.0987102232242546,0,0,0,0,0.170025119366937,0.286184403633717,0,-0.047185861419089,0.0922044590009207,0,0,0,0,-0.0455790915070711
ADA,0,0,0,0,-0.0228512796510635,0,0.0929194344640637,0,0,0.198232109583387,0,0.791519773407931,0,0,-0.121929435372551,0,0,0,0,0.0292083164062844
ETC,0,-1.08100497708427,0,1.08477057065334,-0.110523715479807,0,0,0,0.707639056832413,0,0,0,0,-0.185551645415199,0.345049236586247,0,0,0,0,0
XMR,0,0,0,0,-0.0660947393639665,0.432466613386292,0,0.242330425822205,0.0821369005580657,0.0252557523905301,0,0,0.0836589117612262,0,0.116207275195529,0,0,0,0,0
TRX,0,0.495407612490275,0,0,0.00231453006550734,0,0.0638143392861905,0,0.191014523352683,0.0155199437602311,0,0,0,0,0.0652218392976018,0,0,0,0,0
XLM,0,0.302459571515778,0,0.305798530850396,-0.0443922912713027,-0.355773884480446,0,0,0.21126728917347,-0.0083653487359631,0,0,0,0,0.0933764249670666,0,0,0,0,-0.120149844265115
XTZ,0,0.544838460717895,0,-0.149876294182029,-0.0596149993760919,0.598136457565965,0,-0.604880875643377,0,0,0,0,0,0,0.0811502651034503,0,0,0,0,0.0125815187022532
DASH,0,0,0,0,0.241664948819536,-0.345562978886302,0,0,0,0.188929137226568,0.4700598247317,0,0,0,0,0,0,0,0,0
BV010082.Index,0.08446168335716,0,0,0,0.0301564192741513,-0.175042607153555,0,0,0,0,0.11642541340428,0,0.00599275828252749,-0.00533373975208473,-0.0174424357263783,0,0,0,0,-0.105748916951281
CVIX.Index,0,0,0,0,0.0161554696719469,0,0,-0.0384089033759023,0,0,0,0,0,0,-0.0224961961001316,0,0,0,0,0.158071730832949
DXY.Curncy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPX.Index,0,0,0,0,0,0,0,0,0,0.0160585295196221,0,0,0,0,-0.0103520312321364,0,0,0,0,-0.0789195029272991
VIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
