,BTC,ETH,XRP,BCH,LTC,DASH,XEM,NEO,XMR,MIOTA,ETC,ADA,ZEC,XLM,EOS,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.101827816232603,0.127854085046266,0,0,-0.185516256940302,0,-0.318650304756005,0.125800611351142,0.208811630666963,0.0462800253257237,0.038234591452202,0,0,0,0,0,-0.0164851864371274
ETH,0,0,0.150567387173591,-0.081307444745216,0.181183978830145,0,0.0586010420358834,0.0305238040888373,0,0.0553020221565085,0,0.0439675150679942,0.174161852139938,0,0,0,0,0,0,0
XRP,0,0.388945997951802,0,0,0,0,0,0,0,0.0572034061783515,0,0.0432472210001952,0,-3.46944695195361e-18,0.203958411251876,0,0,0,0,0.188981544395165
BCH,0,0,0,0,0,0,0,0.196086680450977,0,0,0.54322143373262,-0.0484859144932272,0.347407566982741,-0.0168092579532403,-0.203890667930011,0,0,0,0,0
LTC,0.212825035827442,0,0,-0.448573452644915,0,0,0.0262262283734728,0,0.0857207213971168,0,0.927903498707283,1.73472347597681e-18,0,-0.0219770027061639,-0.00115570703400004,0,0,0,0,0.174653937762655
DASH,0,0.231125476445799,0,0.0022977615945414,0,0,0,0.214556290688503,0.272885353683415,0.0381665109597086,0,-0.021565361673877,0,-0.0464134682134248,0.127937256860875,0,0,0,0,0
XEM,0,6.93889390390723e-18,-0.206000448026034,-0.461502621576509,0,0,0,0.274769996137598,0.114408179145123,0.173612274426301,0,0.0273791380251741,0.174320372281996,0.0660928699105584,0.0684323716846349,0,0,0,0,0
NEO,-1.10212212315943,0.480974110428097,-0.276086133394436,0.502426450622416,0,0.104020909994755,0.110973914839758,0,0,-0.315801782284934,0.136934649637806,0.178213596226085,0,0.0811664431592147,0.266128204214284,0,0,0,0,0
XMR,0,0.198890529314789,0.0366965973592698,0,0,0.276162960071064,0,-0.0418043902553442,0,0.0303722999492734,0,0.129714058158359,0.225512727212168,0.0275568945602349,-0.0143225864567115,0,0,0,0,0
MIOTA,-0.229964767986844,0,0,0,0,0.347194739195408,0,0.325625330971136,0.0917348128106982,0,0,0.145475191036561,0,0.0566140100480521,0,0,0,0,0,0.369979498358173
ETC,0,0.0899159294236427,0,0.257341982451089,0.287042132969265,0,0.0586442544739406,0,0,0,0,0.0574305692270991,0,0.0135915169751071,0.0514815454005845,0,0,0,0,0
ADA,2.00765098989772,0.634239351781635,0,-0.30816778003187,0.0730381013355219,0,5.55111512312578e-17,0.891047703040958,0,0.416173327870891,0,0,-0.284643913098166,-0.115905919884246,0,0,0,0,0,0
ZEC,0,0.228504725880987,0,0.0799004337215126,-0.0606776099519525,0.0999586065423539,0.26566177693897,0.132519610120961,0.275836581654366,0,0,-0.0440215058041259,0,-0.0301728186074179,0,0,0,0,0,0
XLM,0,0,0,0,-0.0106819698748453,0,0,1.37069250406494,0,0,0,-0.383752300942818,0,0,-0.334839849093532,0,0,0,0,0
EOS,0,-0.260199872448987,0.34969372048205,0.157742146314087,0.150348371850269,0,0,0,0,0,0,-0.04936556277941,0.344511692942141,0.00233785213312899,0,0,0,0,0,0
BV010082.Index,0,0,-0.0206223100373025,0.039130743143197,0,0,0,0,0,-0.0205273335554526,0,0,0,0,0.0364397446767182,0,0,0,0,0
CVIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.Curncy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPX.Index,0.0108043340390774,0,-0.00462485268197912,0.00828645179690264,0,0,0,0,0,0,0,-0.00478204881329388,-0.0114237719079473,-0.000303838490471686,0.00333375142998624,0.0283683418564897,0,0,0,-0.0229321914774956
VIX.Index,0,0,0,0,0,0,0,0,0,0.243067113369243,0,0,0,-0.0280707267215876,0,0,0,0,0,0
