,BTC,ETH,XRP,BCH,EOS,LTC,ADA,XLM,MIOTA,TRX,NEO,XMR,DASH,XEM,ETC,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.379810968570314,0,0.0133885905345548,0,0.0250684020418147,0,0,0.0108316312062146,0,0.0475818871432269,0.11481536775802,0.0412503654843368,0,0,0,0,0,0,0
ETH,0.172838103448421,0,0.3436336799961,0.0363758266936146,0,0.120254749430644,0,0,0.00119991717319601,0,0,0,0.157006157266689,0,0,0,0,0,0,0
XRP,0,0.138901482409326,0,0,0.038230066912507,0.188596867775446,0.162271269714597,0,0.0351485957501062,0.0933472436777609,0,0,0,0.254037554722639,0,0,0,0,0,0
BCH,0,0,0,0,0,0.543919534551583,0,0.359254993774231,0.0956837151773628,0,0.0616249739347442,0,0,0,0,0,0,0,0,-0.130603135293314
EOS,0,0,0,0,0,0,0.715665467081116,0,0,1.38777878078145e-17,0.673468191574709,0,0,-0.47047219696464,0,0,0,0,0,-0.122246599646801
LTC,0,0.39430789125651,0.330410842648351,0.115320208498659,-0.0310163459964472,0,0,0.0789464328883803,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0
ADA,0,0,0.125583643930892,0.190626806492309,0.111102611283744,0,0,0.212703294064708,0.11010103241616,0.244698165403249,0,0,0,0,0,0,0,0,0,0
XLM,0,0,0,0,0.185472851297071,0,0,0,0.0266930496791841,0.132629335046644,0.204734169072494,0,0.211550731373046,0.174809610767994,0,0,0,0,0,0
MIOTA,0,0.63859738425914,0,0,-0.0277120770602769,0,0.236693880759104,0.146951732789308,0,0,0,0,0,0,0.0714284134179887,0,0,0,0,0
TRX,0,0,0,0,0.217621427039921,0,0,0.377645666059031,0,0,0.225279776281754,0,0,0,0,0,0,0,0,0
NEO,0,0.31959083741876,0,-6.93889390390723e-18,0.179330154873215,0,0,0.210796829418797,0,0,0,0,0.0598772247887173,0.0656903426030516,0.228347287789315,0,0,0,0,0.073555356739338
XMR,0,-0.15084003592206,0,0,0.175832763069522,0,0,0.0600451504027339,0,-0.0200450880800888,-0.307510867951471,0,0.178472743865769,0.727562549226468,0,0,0,0,0,0
DASH,0,0.538040327956719,0,0.160282061419718,0,0,0,0.128273849823206,-0.0937371975656567,-0.0466902577653989,0.0482665482788004,0.105798508637995,0,0,0,0,-0.152029628355496,0,0,0
XEM,0,0.145969523004564,0.309728628888948,0,-0.0441256779993583,0,0,0.184600926435108,0,8.67361737988404e-19,0.0697556347034097,0.196885444760965,0,0,0.117274210209308,0,0,0,0,0
ETC,0,0,0,0.101380930355641,0,0,0,0,-1.73472347597681e-18,0,0.0192092373236033,0,0.237612723577045,0.149143704850509,0,0,0,0,0,0
BV010082.Index,0,-0.0704112238894627,0,0.0216084075295942,0,0,0.179952792540097,-0.0538456779258223,-0.0474741084810961,-0.0151016894440557,-0.0176665275062685,0,0.0868970942563929,-0.0758797009333495,-0.0122088616465901,0,0.103058746861827,0,0,-0.006387371910667
CVIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.Curncy,0,-0.0242216301516262,0,0.000330214046781328,0,0,0.0780579629199538,-0.0387070763458272,0.00772824105630579,-0.00232221543932111,-0.00146833797725269,0.00273815885886043,0,0,-0.00216773140889294,0,0.0291073035027295,0,0,0
SPX.Index,0,0,0,0,0,-0.0100292743165713,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0531949366307064
VIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
