,BTC,ETH,BCH,XRP,LTC,DASH,MIOTA,NEO,XMR,XEM,ETC,EOS,ZEC,ADA,XLM,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,-0.243876692336707,0,0.400153641562743,-0.37267468790026,0.240961252193825,0.106000848279359,-0.0767361662932247,0.170264267803877,-0.207024015032284,0.191494078321762,0,-0.0715827652725337,-0.542560321067464,0,0,0,0,0
ETH,0,0,-0.0316038509201913,0,0,0.0153090826905431,0,0.120330569122541,0,0.108213799719693,0.171393365687898,0.0758840709864024,0.0290382833973706,0.05329740493634,0,0,0,0,0,-0.0394552227295058
BCH,-1.33158430664172,0,0,0,0.198379411829989,0,0.428133084275069,-0.0739328041945034,-0.479222388791064,0,0.314003707667405,0.353786289759742,-0.879920810643201,0,-0.92002097065171,2.46798525302245,0,0,0,0.359136822713763
XRP,0,0,0,0,0,-0.0483728690349754,0.0502446014707512,0,0,0,0.0252029949946284,0.00400364772349288,0,0.0711637684618949,0.14789422937571,0,0,0,0,0
LTC,0,0,0,0,0,0,0.0888587777478034,0,0,0,0.0940781483094832,0,0,0.0836605167999983,0,0,0,0,0,0
DASH,0,0,0,0,0,0,0.124677156428517,0,0,0,0,0,0,0,0,0,0,0,0,0
MIOTA,0,0,0.187756788076735,0,0,0,0,0,0.17563363861502,0,0.12343180883569,-0.0286745148860534,0.352522001334144,0.172466473274017,0.282019705493525,0,0,0,0,0
NEO,0,0,-0.0996368069782848,0,0,0,0,0,0,0.0910590100716215,0.116442512674914,0.065787795261396,0.113627444173759,0.0973982232655539,0.0477524366080876,0,0,0,0,0
XMR,0,0,0,0,0,0.179213912894572,0,0.162843223659144,0,0.179866203400075,0.0514062640995917,0,0,0.10185009558653,0,0,0,0,0,0
XEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0.415339459695188,-8.67361737988404e-19,0,0,0,0,0
ETC,0,0.75984631634151,0.248195288680496,0,0,-0.237632658095728,0.0563059517106638,0,0,0,0,0,0,0,0.0430611617186647,0,0,0,0,0
EOS,1.3146210870199,1.84847139413261,0.202464518281256,0,0,0.125434287758374,0,0,0,-0.158581556433614,0,0,0,0,0.136346942701198,0,0,0,0,0
ZEC,0,0,-0.0761139289300859,0,0,0.32674142488702,0.242159278555738,0,0,0,0,0,0,0,0.0290258784091074,0,0,0,0,0
ADA,0,0,-0.0951533554325614,0,0,-0.189022918352702,0.0751047114321874,0.640536014360529,0.249376591330277,0,0,0,0,0,0,0,0,0,0,0
XLM,-0.646170542543466,0,-0.478295403688317,0,0,-0.409109201572395,0.382356623947488,0,0.00930741011578157,0,4.33680868994202e-19,0.184051248484209,0,0.0306478106129364,0,0,0,0,0,0
BV010082.Index,0,-0.0531559432964466,0.0329375766745781,0,0.0136229329721128,0,0.0159886589436874,-0.017034934492581,0,0,-0.0111081876163548,0.0228815058803853,0.0246687108226137,-0.00915690984146826,0.0628591192139048,0,0,0,0,0
CVIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.Curncy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPX.Index,0,0,0.00159256706502616,0,0.0122996556212585,0.00362607600826231,0,0,0,0.0032460486423247,0,0.00161751408952627,0,-0.00291026447958242,0.00569977510787939,0,0,0,0,-0.0295293988220067
VIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
