,BTC,ETH,XRP,BCH,LTC,DASH,XEM,NEO,XMR,MIOTA,ETC,ADA,ZEC,XLM,EOS,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.087124928088236,0.262394896709957,0,0,-0.1083650928494,0,-0.20948564184034,0,0.175736012582313,0,0.0230122624395597,0,0,0,0,0,-0.0680024301286334
ETH,0,0,0.0807561146783952,0,0.113939360801997,0.180025120072685,0,0,0,0,0,0.00180044481716588,0,0.01658584660026,0,0,0,0,0,0
XRP,0,0.439687658837666,0,-0.462516857890515,0,0,0,0,0,0.216904223603426,0,0,0,0.008566824023319,0,0,0,0,0,0
BCH,0,0,0,0,0,0,0,0.416016844352631,0,0,0,0,0,0,0,0,0,0,0,0
LTC,0.496017642845051,0,0,-0.175222734138795,0,0.131017281371226,0.0338968495254304,0,0,0,0.731871295224996,0,0,-0.010999325440694,0.0463869742826203,0,0,0,0,0.177386795348458
DASH,0,0.406896126434246,0,0.089633478176893,0.0492887930835178,0,0.0725438925479815,0.0989920092446377,0,0.130443926026544,0,8.67361737988404e-19,0.0385096420308113,-0.0437404862072167,0.167595331524686,0,0,0,0,0
XEM,0,-3.46944695195361e-18,-0.296605476376989,-0.384919865286503,0,0.106909533113903,0,0.0873931405481904,0,0.0977588372938916,0,0.0555517627059906,0.477796971888645,0.0817233105092117,0.151774972181614,0,0,0,0,0
NEO,-0.485075744118631,0,-0.00333544087585719,0.379556799552665,0,0,0,0,-0.549880152864034,0,0,0.234193157202221,0.736386155646239,0.0755536635653339,0,0,0,0,0,0
XMR,0,0.293735210429595,0.0605699772673076,0,0,0,0.108418646228449,-0.0282772275208644,0,0,0,0.120788473554574,0.249138646783788,0.011619839263259,0,0,0,0,0,0
MIOTA,-0.51219678354084,0,0,0,-0.377491172765595,0,0.0540134350721046,0.215919687356651,0.617268598146058,0,0,0.0660874314826808,0,0.0222941770864578,0.169554407717131,0,0,0,0,0.387038384498558
ETC,0.128487668635187,0.197121722766095,0.010271816935415,0.226364230333297,0.179495714982137,0.17916329965573,0,0,0,-0.0720781346554896,0,-0.040703058757458,0,0.0178342936106148,0,0,0,0,0,-0.0619112329664543
ADA,3.08812999214632,0,-0.0865318775840728,-0.532365012092987,-0.461030770180818,1.77664904586576,0.0815153244924098,1.12653075317703,0,0,-1.38604519585486,0,-1.01884715369827,-0.0600267383698122,-0.294475631828637,0,0.28965314902557,0,0,0
ZEC,0,0.257268051654338,0,0.0609688649151349,0,0,0.251019103313971,0.161983630074127,0.208486693525896,0.0528484647546234,0,-0.0554263603256438,0,-0.0325164834935459,0,0,0,0,0,0
XLM,0,0,0,0,0,0,0,1.50718505889233,0,0,0,-0.32885765635925,0,0,0,0,0,0,0,0
EOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BV010082.Index,0.0252167473651127,0.0522282979489099,-0.072788316445767,0,-0.0440164316740706,0,-0.0886282552197352,0,-0.0724527016563132,0,0.136395496812345,-0.000730635891898717,0,0.0174862809702157,0.0989759470171639,0,-0.206367457146107,0,0,0.091547920639602
CVIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.Curncy,0,0,0,0,-0.003167117019933,0,-0.00611504714066876,-0.00470988270307037,0,0.00644567814061757,0,-0.0133825341906521,0,0,-0.0166617755994835,0,0,0,0,0
SPX.Index,0,0.0154345532037324,-0.0135999429444694,-0.00838061082135449,-0.000691829843174624,0.0241110839355281,-0.0251672419197768,0,0,-0.0111607675687771,0,-0.0117422905148385,0,0.00361313100211099,0,0.0473017692888042,0,0,0,-0.0111317623270341
VIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
