,BTC,ETH,DASH,XRP,XMR,LTC,ETC,XEM,ZEC,DOGE,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,-0.0540257362796357,-0.0267424183171593,0,-0.112960596810783,0.346363087365635,0.193134453914822,0.130869789472818,0.0102812000408962,0.146272767507894,-0.0806650365067884,0,1.73472347597681e-18,0,0.510068696503829,0,0,0
ETH,0,0,0,0,0.346957934064652,0,0.275862602449958,0,0.1963837311815,0,-0.163969181058818,0,0,0,0,0,0,0.0258264742810063
DASH,0,0,0,0,0,0,1.31335059746248,0,0,0,0.0137102199502428,0,0,0,0,0,0,0
XRP,0,0,-0.0153463768624147,0,0,0,0,0.0446383641294681,-0.0884279848733059,0.239065557133649,-0.096112306101889,-0.288691866711465,0.107802407003191,0.928830722805502,0,0,0,0
XMR,0,0.208685727637468,0,0,0,0,0,0.115438714986183,0,0,0.127853824739996,-0.0982283190877982,-0.149094481840317,0,0,0,0,-0.165977921528358
LTC,0.142381691588699,0.0427668511557889,0.0400831929840812,0,0,0,0,0.0329980008374875,-0.0184501557635708,0,0.0970144630800933,-0.0686466806143877,-0.0494297151552243,0,0,0,0,0.0613535639355615
ETC,0,0.404507986558456,0.18105189341539,0,0,0,0,-0.109511343504137,0.0735415648265031,0,0,0.39580914983527,0,0,-0.324973127626864,0,0,-0.417528651954574
XEM,1.84510498388818,0,0.111622988348908,0,0.43799018805306,0,-0.103645714341261,0,0,-0.823737789540554,-0.33159017282741,-0.531621397026117,0.236537209122651,1.26678274600032,-2.13542976221032,0,0,0.359223613696542
ZEC,0,0,0.294578928327574,0,0,0,0.265151608560859,0,0,0.294172605374998,0.0123633388415056,0,0,0,-0.71066128412923,0,0,0
DOGE,0.707682022030369,-0.0915706397139168,0,0.443671783116972,0.343289587922904,0,-0.15470266079155,-0.0655736233730064,0.189812945785507,0,0.21675269463399,0.19432635736092,0,-0.64119181520224,0,0,0,0.0107747464394522
XLM,0,0,0,0,0.0466196555545134,0,0,0,0,0,0,-0.242721354320562,0,0,0,0,0,0
NEO,0,-0.317537374991173,0.0831701343238437,-0.346199505649129,0,0,0.528877228065785,0,0,0,-0.536841095578989,0,0.0707541289391198,0,-0.122970040549851,0,0,0.635176075294263
DGB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BV010082.Index,0,0,0.0384630305277623,0.492043437509387,0,0,0,0.0468584277284147,0.00824983624856127,0,0,0.125188362809242,-0.0302110128390322,0,0,0,0,0.048676927969968
CVIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.Curncy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VIX.Index,0,0.144985677085768,0.0815509721706257,0,0,0,0,0.0127541730788928,0,0,0,0.279215059056227,0,0,0,0,0,0
