,BTC,ETH,BCH,XRP,LTC,DASH,NEO,MIOTA,XMR,XEM,ETC,EOS,ZEC,ADA,XLM,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,-0.215100855971978,0,0.390682126297362,-0.255555087596552,0,0.0945230959157619,-0.0691681594291173,0,-0.0561221799095639,0.178847926282627,0,8.67361737988404e-19,-0.397726631820977,0,0,0,0,-0.241581302361683
ETH,0,0,-0.0359502604797918,0,0,0.138395837700097,0.0245750797939736,0,0,0.0258581445757063,0.173313333226298,0.0988981614719436,0,0.117983424457536,0.0629109531290712,0,0,0,0,-0.0795656028505703
BCH,-2.45857006624,0,0,0,0,0,-3.46944695195361e-18,1.18353403403023,-0.425120085841096,0,0.12319700284917,0.643916545444109,-1.70070340112744,0.196099096089213,-1.37632364988937,0,0,0,0,-1.26955360572401
XRP,0,0,-0.00964053168550144,0,0.182174825613491,-0.0531998862328376,0.0753558324471983,0.0490134438839419,0,0,0.010995193619338,0,0,0.0165723156432961,0.0971183474279574,0,0,0,0,0.0497404321906713
LTC,0.148526635568217,0,0,0.458274140269739,0,0,-0.0962174922842946,0,0,0.110872710264822,0.0615238672002182,0.0207119720698363,0.153878538083642,0.082097625142394,0,0,0,0,0,0
DASH,-0.102431564756502,0,0.0622260586626994,0,0,0,0.00640655030752063,0,0,0,0,0,0.705996927072667,0.00622895799699712,-0.0684532894305419,0,0,0,0,0
NEO,0.0181083388987993,0.632861533433107,-0.0497398865019037,0,0,0,0,0,0,0,0.0357165282817436,0.0726220987969368,0,0.140193583613447,0,0,0,0,0,-0.239016025612586
MIOTA,0,0,0.054535278283092,0,0,0,0,0,0.197637362526674,0,0.213490137696748,0.0075546661187932,0.349922684353459,0.0927827587833161,0.179809950407069,0,0,0,0,0.399414383505135
XMR,0,0,0.0655571863532278,0,0,0.129717028038199,0.110839911988433,0.105404130776065,0,0.145439550477009,0,0,0,0.0661329548410238,0,0,0,0,0,0
XEM,0,0,-0.0566339979831256,0,0,0,0.0137600303331194,0,0.152653771973594,0,0,0,0,0.327414439787239,0.133287296756425,0,0,0,0,-0.104544707033089
ETC,-0.167163879730644,1.06285132230346,0.199919951678952,0,0,-0.292706895256452,0,0.0949556981140557,0,0,0,0,0,0,0,0,0,0,0,0.246055977498962
EOS,1.55135433839056,1.44456844692943,0.501972487976005,0,0,0.362850560475677,0.151442576079902,-0.366043668648167,0,0,0,0,0,0,0.543552982520141,0,0,0,0,0.672251809105975
ZEC,0,0,-0.0322861647076618,0,0,0.345555698217484,0.0192960686194023,0.284523962542784,0,0,0,0,0,0.020602440439455,0,0,0,0,0,0
ADA,0,0,-0.0542676872400726,0,0.179223578584714,0,0,0,0,0.55133242340272,0.0701468123570544,0,0,0,0.29670971500962,0,0,0,0,0
XLM,-1.08409178850706,0,-0.302942061105032,0.1704491972897,0,-0.441374510546949,-0.0446198277269807,0.315811815830788,0,0.590508614584305,-0.113251778250984,0.298874708084489,0,0,0,0,0,0,0,-0.208156612958154
BV010082.Index,0,0,0.0312575435926893,0.119746269761434,0.0182588047225457,0,0,0.0105354493670164,0,0,-0.0322738127265567,0.0196243918811941,0,-0.00733502696070628,0.0308337248227949,0,0,0,0,-0.0744256250960336
CVIX.Index,0,0,-0.0148673927093606,0,0,0.00435929337821996,-0.0565656141020006,0.0586867811744145,-0.0800850054361496,0,0,-0.0236276364625799,0,0.0300465741582396,0,0,0,0,0,0
DXY.Curncy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPX.Index,0,0,0.00404677829351457,0,0,0.00197686604383452,0.00646575314813289,0,0,0,0,0,0,0,0.00416376057542667,0,0,0,0,-0.0324520265526018
VIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
