,BTC,ETH,XRP,XEM,ETC,LTC,DASH,XMR,XLM,DGB,ZEC,DOGE,BAT,NEO,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0,0,0,0.159399745967589,0.0132142480945276,0.0888772062566005,0.0128706555549626,0,0,0,0.0526372693270807,0,0,0,0,0
ETH,0,0,0,0,0.0895565550667756,0,0,0,0,0,0.142265554014088,0.194902352673294,0,0,0,0,0,0,0
XRP,0,-0.270948040190464,0,0,-0.204799580616236,0,0.616399505699086,-0.172819278375265,0.632033786572344,0,0,-0.0523229121748721,0.0866177393530324,-3.46944695195361e-18,0,0,0,0,-0.054870961114111
XEM,0,0,0.148606551635067,0,0,0.317904709855526,0,0,0,-0.0336176979889133,0.0807722281380646,0.293880292877377,0,0,0,0,0,0,0
ETC,0,0.367498644014486,-0.278361217116875,0,0,0,0,0,0,-0.0533846666864815,-0.0745714956953587,0,0.0844220989091675,0.335924622232181,0,0,0,0,0.163907423625279
LTC,0,-0.0800359323152796,0.198220331107053,0.0462086378607691,0,0,-0.0446686209185992,0.582512790341409,-0.239731121925041,-0.0645229144871277,-0.239867417997353,0.129367733316286,0.0442116494425761,0.26002168311655,0,0,0,0,0
DASH,0.412327771915919,0.230709940037083,0.300528058990042,0,0,0,0,0.103078203915581,0,0.0372244050757289,0.267550219066083,-0.118248456954259,-0.0894046692306789,0.105747177819748,0,0,0,0,0.184521081769939
XMR,0,0.145050444035658,0,0.108175637089742,-0.153789250105668,0.295341757400419,0.501987717127499,0,0.204072891745256,0,0,0,0,-0.180889885374027,0,0,0,0,0
XLM,0,0,0.702926974631791,0,0,0,0,0.153180161611207,0,0,0,0.0878768726247336,0,0.0220764602098356,0,0,0,0,0
DGB,0,0.0718799489909852,0,0,-0.507745315411851,0,0,0.230448228854636,0,0,-0.708049356528504,0.866494662443941,-0.0232988479909274,-0.00277243768104706,0,0,0,0,-0.921842451914184
ZEC,0,0.252926525558327,0,0,0,0,0,0,0.0713771411765729,0,0,0.0668863110292981,0,0,0,0,0,0,0
DOGE,0,0,0,0.456032553020645,0,0,0,-0.0900610774972632,0,0.286574779260534,0.25048281032744,0,0,0.12630596298764,0,0,0,0,-0.101322354265979
BAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEO,0,-0.000628610454011657,0.300910103852269,0.188792109511303,1.01844063348646,0.716513005131385,0,-0.630482079764312,0,0.0653118713808578,0.16569904884281,0,-0.179958907038095,0,0,0,0,0,-0.546477346454614
BV010082.Index,0,0,0,-0.0250149048642033,0,-0.0108966647811277,0,0,0.0251199802279551,-0.0106240225230537,-0.00169303599425053,0,-0.00430165259522281,0.0268514909418026,0,0,0,0,-0.0514810941029808
CVIX.Index,0,0,-0.0279380289476509,0.0415559476044918,0,0,0,0,0,0,-0.00972630460411134,0,0.000901497702034036,0.00952349444406727,0,0,0,0,0.0533561841899778
DXY.Curncy,0,0.00940768991158976,-0.00242180358681916,-0.0025833127040085,0.00540188769184471,0,0,0,0,-0.00741519960133069,-0.00423359019592309,0,-0.0010327159020764,0,0,0,0,0,0
SPX.Index,0,0,0,-0.00371893193426724,0,0,0.00149219249715817,0,0,0.000833946020515534,0,0,0,0.00156368410965151,0,0,0,0,-0.0377239630819238
VIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
