,BTC,ETH,XRP,BCH,LTC,ADA,NEO,XLM,EOS,MIOTA,DASH,XMR,XEM,ETC,TRX,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0.29490511182706,-0.133329300543502,0.114784686600807,0,0.630667542799071,-0.405106943514826,0.0692363120375301,0,0,0.142051192478244,0,0.0288305782102201,0.0605685485455593,0,0,0,0,-0.110642709681312
ETH,0.0530308848857597,0,0.00953350928539348,0.0479790902222354,0.0651488056438973,0,0.0467021324454481,0.167961259644352,0.14115345596555,0.208996228249499,0,1.38777878078145e-17,0.00253588457045454,0,0,0,0,0,0,0.0351391597667747
XRP,0,0,0,0.0631721216873783,0.241798257844434,0,0,0,0,0,0,0,0,0.0983183756134006,0.453103501323927,0,0,0,0,-0.0250222280931708
BCH,0,0,0.061581460399445,0,0.149089371873568,0,0.583728510817776,0,0,3.46944695195361e-18,0,0,0,1.73472347597681e-18,0.020689191842347,0,0,0,0,-0.0850166219034384
LTC,0,0,0,0,0,0.0204816779036939,0,0,-1.73472347597681e-18,0.531705091179456,0,0,0,0.137781253713046,0.0193933040805314,0,0,0,0,0.0601304117584382
ADA,0,0,0.410531732010814,-0.0446315065186813,0,0,0,0,0,0,0,0.105209298570163,0.246134979975415,0,0.0299519991974888,0,0,0,0,0
NEO,0,0,0,0.0971391849039815,0,0,0,0,0,0.369499852605919,0,-3.46944695195361e-18,0.424410548650838,0.0492094511116149,0,0,0,0,0,0.0852630587017905
XLM,0,0,0.0215512755824042,-0.00535883432028291,0,0.434054429666855,0,0,0,0,0,0,0.261591254696573,0.153139103732819,0.0760959494059728,0,0,0,0,-0.0584224945614576
EOS,0,0,0,0,0.142675867906163,0,0.167288784298648,0,0,0,0,0.0985503554755123,0,0.290045824969336,0.229579682665988,0,0,0,0,0.0204146099184927
MIOTA,0,0.551203592005492,0,0,0.0691720370844299,0.394647935757438,0.174059018948309,0,0,0,0,0,0,0.0870113516308895,0.0320706204397827,0,0,0,0,-0.101653101474618
DASH,0.0346886160559069,0,0.238746187017858,0.182946048594912,0,0,0.161070631658828,0.11523261719434,0,0,0,0.361882778993864,0.0917135439436118,-0.031366951920114,-0.116023606726307,0,0,0,0,0
XMR,0,0,0,0,0.170442754378151,0,0,0,0,0,0.870382004737214,0,0,0,0,0,0,0,0,0.00934259078394246
XEM,0,0,0,0,0,-3.46944695195361e-18,0.334424485783512,0.224542361119768,0,0,0.178500086177096,0,0,-0.0159359536089202,0.130822819645075,0,0,0,0,0.111718652111519
ETC,0,0,0,0.104958369516921,-0.196792325268431,-0.277782606427528,0,0,1.74339330989339,0,0,-0.275366484569362,-0.27267250926429,0,0,0,0,0,0,0
TRX,0,0,0.443469061404976,0.0482268725482907,-0.166257385246123,0,0.234916882954814,0,0.198639434971485,0.153998515762396,0,0.05629054209832,0.166399995704906,0,0,0,0,0,0,0
BV010082.Index,0,0,-0.0642559926643498,0.0922468508047359,0,-0.00231362502389191,-0.0874805402350218,0,0,-0.025383880161554,0,0.131819676543956,0,0,0,0,0,0,0,-0.0421480641292942
CVIX.Index,0,0,0,0,0.0589681699916457,0,0,0,0,0,0,-0.107407717478833,0,-0.0191434389730495,0.0725071709436495,0,0,0,0,0.0345855381531046
DXY.Curncy,0,0,0,0,-0.046530512868516,0.00356546352986003,-0.0408449246727621,-0.0272032061053675,0,0.0266245324980577,0.0616432796616727,0.0136999499137612,0,0,-0.00309836107582759,0,-0.0459616962612483,0,0,0.0109299888890288
SPX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.05446486588653
VIX.Index,0,0,-0.698916124149722,0,0.158895867259405,0,0,0,0,-0.97629191022287,0,0.468234597540897,0.8441399448545,0.143511835083055,0.36098170991497,-2.59060981667049,0,0,-3.90404937698053,0
