,BTC,XRP,LTC,ETH,DOGE,DASH,XLM,XMR,DGB,XEM,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0.553737629073162,0,0.296027668943916,0.054565911072129,0.0739561281180743,0.130185718129743,0,0.00260462871579885,0,0,0,0,0
XRP,0,0,0.220015216261243,0.02668651737018,0,0.261260431045121,0.133308471521458,0.202146903709478,0,0.0303378999128075,0,-0.171375694539323,0,0,-0.0647703983569899
LTC,0.185264248986427,0.500884274500629,0,0.119524264790411,0.346815216746619,0,0.0706954585103089,-0.0457650314098616,-0.0416966409337453,0.0436737458389528,0,0,0,0,3.46944695195361e-18
ETH,0,0,0,0,0,0.438667184593894,-0.0594666038174553,0,0.294343003237446,-0.158962441252851,0,0,0,0,0
DOGE,0.121533249932121,0,0.275998436853444,0,0,0,0,0,0.0156523471683191,0.094144137590273,0,0,0,0,0
DASH,0.185168725768989,0,0,0.135057829027997,0,0,0,0,0.00929093464075406,0.0716852861112569,0,0,0,0,0.061574337072913
XLM,0.200456462700821,0.112128347602619,0.69327797832998,-0.16057375681987,-0.551610781353855,-0.0206038942336188,0,0,0,-0.236686048358222,0,-0.454607049298652,0,0,0
XMR,0,0,0,0.123748282176458,0,0,0,0,0,0,0,0,0,0,0
DGB,0.403534347377607,0,0,0.161685371982632,0.590089908206075,0,0,0,0,0,0,0,0,0,0
XEM,0,0,0,-0.0642618273840456,1.21965952469034,0.196157961743257,0,-0.335508841750211,0.0623260464000353,0,0,0,0,0,0
BV010082.Index,0,0,0,0,0,0,0,0,-0.0237924309710236,0,0,0,0,0,0
CVIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.Curncy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPX.Index,0,0,0,0,0,0,0,0,5.1519438164171e-07,0,0,0,0,0,-0.0658051762923846
VIX.Index,0.250753761879987,-0.463719971361609,0,-0.00100911754070385,-0.00127055851507002,0.0597069807309858,-0.202582564707935,0,0,0,0,0,0,-6.20319901897458,0
