,BTC,ETH,XRP,BCH,EOS,LTC,XLM,ADA,MIOTA,TRX,NEO,XMR,DASH,ETC,XEM,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.24131131753473,0,0,0,0,0,0,0.00697334996411863,0.120157765230572,0,0.187011782656716,0.0215613471126826,0,0,0,0,0
ETH,0,0,0,0.147216024017908,0.0871442250842592,0,0,0,0,0.137565729105911,0,0,0,0.284993707296577,0.154679856855893,0,0.286818707946046,0,0,-0.00216092090529937
XRP,0,0,0,0,0,0.162207742726742,0,0,0.0690610305585375,0.130082189866306,0.040836024230619,0,0,0.120028852352529,0.122048258411059,0,0,0,0,-0.0368568639152888
BCH,0,0,0,0,0,0.442050534517696,0,0.132595982840595,0.120309747479961,0,0,0.116085075549902,0.0575474508657581,0.00937722995593837,0,0,0,0,0,-0.0875820910653083
EOS,0,0,0,0,0,0.0539841739585037,0,0.0758017330781263,0.411355825328909,0,0,0,0,0.130433037140617,0,0,0,0,0,-0.149854531380806
LTC,0,0,0.12472263046689,0.559021246314767,0.0148607538679363,0,0,0,-3.46944695195361e-18,0,0,0,0,0.112690718883021,0,0,0,0,0,-0.00461296855679989
XLM,0,0,0,0,0,0,0,0,0,0,0.065957615359534,0,0.274238202679007,0.132360708786955,0.232699164514436,0,0,0,0,-0.108346048727956
ADA,0,0,0,0.37954394497127,0.0817755745624737,0,0,0,0.109522939890874,0,0,0,0,0,0.411434058463597,0,0,0,0,0
MIOTA,0,0,0.030433780643099,0,0,0.51921443611864,0,0,0,0.33394601283561,0.394358464986106,-0.123662536811216,0,0.0786433839934882,0,0,0,0,0,0
TRX,0,0,0.325885551693265,0,0.0525636336588488,0,0.0800848814866286,0.295258547286617,0.0728864459904716,0,0.0649942999334259,0,0,0,-0.114948549479348,0,0.0289210690761744,0,0,-0.117106905485937
NEO,0,0.155130818762092,0,0,0,0,0,0,0.454101085960396,0,0,0.102630364197344,0.390366544440891,-0.31261891619348,0.383928610777938,0,0,0,0,0.0985322070221909
XMR,1.12932859576181,0,0,0.06496094947699,0,0.327678815379982,0,0,0,0,0.105128136033156,0,0,0,0,0,0.0270627135205837,0,0,0.0372682508280961
DASH,0,0,0,0.680514507609337,0,0,0.283648173440867,0,-0.118863163679274,0,0.0995255526703983,0,0,0,0.00516239790605209,0,-0.36840646533742,0,0,0.0942361366543561
ETC,0.239744113917732,0.817857593977793,0,0,0,0,0,0,0,0,-0.189945700815131,0.188122149711455,0,0,0.0327554732435725,0,0,0,0,0
XEM,0,0,0,0,0,0,0,0.768248960003554,0,0,0,0,0,0.226744054314317,0,0,0,0,0,0.0994572408068603
BV010082.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0260929929669698
CVIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.Curncy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0733635573424955
VIX.Index,0,0,0,-0.215598406544202,0,0,-1.38777878078145e-17,0,0,-1.4508520464468,0,0,0.133152510855543,0,0.539580045948524,0,1.02486979870851,0,-1.91794981285587,0
