,BTC,ETH,XRP,BCH,ADA,XEM,LTC,XLM,MIOTA,TRX,DASH,NEO,XMR,EOS,BTG,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,-4.33680868994202e-19,0.094620383796289,-1.73472347597681e-18,0,0.470151816669725,-0.0355503829434301,-0.154333305250053,0.11273441861903,-0.219512667578327,0.349385421921483,0,0.01660618199595,0,0,0,0,0,0
ETH,0,0,0,0.00916249754744988,0,0.115695318149114,0.168973006642364,0,0.147520561576151,0.0496438312062763,0,0.150709330773816,0,0,0,0,0,0,0,0
XRP,0,0,0,0,0.239043500695027,0,0,0.0668937435238881,0,0.0310193987172518,0,0,0,0,0,0,0,0,0,0
BCH,0.391586488867648,0,-0.219167232876119,0,0,0.120743355067612,0,0,-0.33567419144204,-0.140665420346414,0.627247930846099,0,0.0441628795801469,0,0.591639254979107,0,0,0,0,0
ADA,0,0,0,-0.033626449769129,0,0,0,0.559516958790648,0.0497362778645874,0.0887214822472387,0,0,0,0.227478166238566,-0.144432035082815,0,0,0,0,0
XEM,0,0,0,0.0774651886471276,0,0,0.0945355567319233,0.45879120382086,0.182375775660763,0.0551212932681385,0,0,0,0,0,0,0,0,0,0
LTC,0.570701420095393,0.116245268736011,0,-1.73472347597681e-18,0,0.133541081509709,0,0,0.0887487263839911,0.00118473499238914,0,0,0,0,0,0,0,0,0,0
XLM,0,0,0,0,0.43343515650795,0.538590647281624,0,0,0,0,0,0.15091770175117,0,-0.0314533710617555,0,0,0,0,0,0
MIOTA,0,0,0,0,0,0.0809312011280208,0.224073154912369,0.0108695033102339,0,0,0,0,0,0.101428419197046,0,0,0,0,0,0
TRX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DASH,0,0,0.0200147757564117,0.166642276039872,0,0,0.139810691215951,0,0,0.0900665591093827,0,0,0,0,0.357378821680448,0,0,0,0,0
NEO,0,0.134931487672786,-0.0780178901581742,0,0,0,-0.098247060219878,0.304113425429591,0,-0.00869106499716534,0.0695525838000752,0,0.197242448127821,0,0,0,0,0,0,0
XMR,0.19104796140891,0,-0.114024107620215,1.73472347597681e-18,0,0,0,0.0412447870039777,-0.114361202281171,-0.113313130177039,0.296997099823064,0,0,0.183692805889456,0.499362135687732,0,0,0,0,0
EOS,0,0,0,0,0.0604187583631636,0.0997895297541527,0,0,0.258384457518361,0.123284771370324,0,0,0,0,0.44425426294306,0,0,0,0,0
BTG,0,0,0,0.150983602502527,0,0,0,0,0.182841322668858,0.0221710882580818,0.456992052530182,0,0.118095772831398,0.0972243680514036,0,0,0,0,0,0.135552094421263
BV010082.Index,0,0,0.0118578175744451,0.0251262016111736,0,0,0,0,-0.0263365316994839,0,-0.0121074597520918,-0.00748943499300122,0,0,0,0,0,0,0,-0.032790390897846
CVIX.Index,0,0,0.0238073814780166,8.67361737988404e-19,0,0,0,0,0,-0.0113196838921498,0,0,0,-0.0138154285967797,-0.00684133780281498,0,0,0,0,0
DXY.Curncy,0,0,-0.00412193547619184,-0.00460479531117755,-0.00494042681905039,0,0.00790448118510893,-0.00144499876867559,0,0.00313954128087582,0,0,0,0.0036969898599883,0,0,0,0,0,0
SPX.Index,0,0,-0.00434126503204831,0.00451013235579991,0,0,0,0,-0.00370686729803939,0,-0.00601163064748764,-0.00738520861835412,0,0.0114100693830538,0,0,0,0,0,-0.0691128669903419
VIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
