,BTC,ETH,XRP,BCH,LTC,XEM,ETC,DASH,MIOTA,XMR,NEO,EOS,ZEC,XLM,DOGE,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,-0.773112140012412,0.457484856294266,-0.097448736690215,0.263038412712995,0.0340324653250714,0,0.725373101373624,0.12076062597386,-0.426962429909859,0.189439362015287,0.139832921118632,0,-0.19437333931878,0.603595437217118,0,0,0,0,0
ETH,0,0,0.777060004167522,0.0310246799813338,0.357255987953464,0,0,0,0.111433106579587,0,0,0,0,0,0.0373978149950333,0,0,0,0,0
XRP,0.0433123927101402,0.508601400888227,0,-0.0205655613223856,0,0.228738406419078,0,0,0.0468793890869949,0,-0.0239000445286225,0,0,0,0,0,0,0,0,0
BCH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LTC,0.157493299880622,0,0,-0.0305123260319434,0,-0.0725235224979744,0.134397792000436,0,0,0,0.0650149732794515,0,0.243346398566479,0,-8.67361737988404e-19,0,0,0,0,0
XEM,0.144014979000776,0,0.978126348796382,0.0614366908342995,-0.570334271187473,0,0,0.541642084991005,0,0,0.0379014757368372,0.408036833829032,0,0.0947436239068375,-0.611596276032446,0,0,0,0,0
ETC,0,0.281901222519861,0,0.022016022664505,0.105725474706742,0,0,0.130503029298896,0,0.0672741844846689,0.0419533927284761,0,0,0,0.0010388527307451,0,0,0,0,0
DASH,0.118854058404779,0.0878261494184632,0.196107461981887,0,0,0.135010736755199,0,0,0.0961109073962763,0.0263814492374601,0.0125191554147184,0,0,0,0,0,0,0,0,0
MIOTA,0,-3.46944695195361e-18,0,-0.317878800228276,0,0.281079370641625,0,0.544318043720848,0,0.354665709315006,0,0.057063691131275,0.553055086009951,0,-0.432731898027333,0,0,0,0,0.364416332537462
XMR,0,0,0,0.0858302854654608,0,0,0,0.448375100808338,0.0179011515609935,0,-0.0503980278596113,0,0,0.417677162583846,0.141522952674356,0,0,0,0,0
NEO,0,0,0,0,0,0.181093762275738,0,0,0,0,0,0.136673437609105,0.292376061990037,0,0,0,0,0,0,0
EOS,0,0,0,0,0,0.0633637383506797,0,0,0.110720702658239,0,0,0,0,0,0.525743721306751,0,0,0,0,0
ZEC,0,0.397131515442445,0,0.0217852812245765,0,0,0,0,0.0477025593861553,0.3401186703819,0.0651954563178852,0,0,0,0,0,0,0,0,0
XLM,-0.154337598831456,0,0.232218607596251,0,0,0.264857984372803,0,0,0,0.404591094448956,0.150256154682134,0,0,0,0,0,0,0,0,0
DOGE,0.147270800248081,0.258081173925265,0,0,0,0,0,0,0,0.175632242870822,0,0.270135470034467,0,0.0785569594797977,0,0,0,0,0,0
BV010082.Index,0,0.0147451442333471,0,0.000367693646797229,0,0,0,0,0,0,0.0258595613267643,0,0,-0.0213571990942843,0,0,0,0,0,0
CVIX.Index,0,0,0,0,0,0,0,0,0.00389721540926698,0,-0.0244220334005543,0,-0.0165799552225377,0,0,0,0,0,0,0.246546353377358
DXY.Curncy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPX.Index,0,0,0,0,0,0,0,0,0,0,0.00180967432115987,0,0,0,0,0,0,0,0,0
VIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
