,BTC,ETH,XRP,BCH,EOS,LTC,ADA,XLM,MIOTA,TRX,NEO,DASH,XMR,XEM,ETC,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.278501391554528,0,0,0,0.14068630872843,0,0,0.052330140511778,0,0.0448827117744793,0.0917262046545971,0.0219277186045078,0,0.0281774204013447,0,0,0,0,-0.00611968124119784
ETH,0,0,0.168041967451426,0.101447425261918,0.008117339730582,0.168154721423002,0.130697641723875,0,0,0,0,0.0349170532411133,0,0,0,0,0,0,0,0
XRP,0,0.176648443379763,0,0.0271775109204061,0.0222515855234832,0.183257795114826,0.0582511768860925,0,0.0554675636171243,0.121687264692787,0,0,0.170526337179934,0.137033969091921,0,0,0,0,0,0
BCH,0,0,0,0,0,0.287959289102953,0,0.323106851341098,0,-0.139215766629233,0.154329736157947,0,0,0,0.351280757913778,0,0,0,0,-0.0397037855083357
EOS,0,0,0,0,0,0,0.474014310154547,-2.77555756156289e-17,0,0,0.397272000494335,0,0,0,0,0,0,0,0,-0.00767945995262694
LTC,0,0,0.456551510824904,0.320773146756991,-0.0230918622762752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADA,0,0,0.161820560908134,0.141394222816046,0.150827476606568,0,0,0.206732964614445,0.105853613189276,0.258619984963261,0,0,0,0,0,0,0,0,0,0
XLM,0,0,0,0,0.135843759382277,0,0.248305998848924,0,0,0,0.243609743830142,0,0,0.191831758757218,0,0,0,0,0,0
MIOTA,0,0.749135740354728,0,0,0,0,0.0650428953617145,0.220979155364858,0,0,0,0,0,0,0.0951163983118482,0,0,0,0,0
TRX,0,0,0.35203632028123,0,0.0545949429518097,0,0.248796425242839,0.250433730112117,6.93889390390723e-18,0,0.173890621066393,-0.309264779511649,0,0,0,0,0,0,0,0
NEO,0,0.281950508784351,0,0.00565863868761695,0.0813237766441373,0,0.0304353011595469,0.191382788551687,0.0211480045283743,0,0,0,0,0.0706613290799434,0.212229691744085,0,0,0,0,0.0647747860440612
DASH,0,0.651845942347066,0,0.075872167357663,-0.0878774365540027,0,0,0.0718678258485656,0,-0.0650476270647608,0.214025325782065,0,0.253329382968045,-0.1545650873213,-0.0309232284707946,1.04058234193506,-0.51110034440752,0,0,-0.0476354760640035
XMR,0,-0.061413147414361,0,0,0,0,0.0121377641545747,0,0,-0.0317319071993296,0,0.240880703020952,0,0.456555877945528,0,0,0,0,0,0
XEM,0,0.192094807049819,0,-1.38777878078145e-17,-0.0348456966300005,0.100937767683134,0.147696699647434,0.0429031186022475,0,0.0048680865141315,0.0951089204764108,0,0.430759973383685,0,0.0477853446852572,0,0,0,0,-0.0895387199264777
ETC,0,0.309378477789697,0,0,0,0,0.0851129433288864,0.127522550660813,0,0,0,0.232644453918968,0,0,0,0,0,0,0,0
BV010082.Index,-0.0811446572787977,-0.131695311505564,0.0976122261143495,0.0833700457744539,0.0120515950114242,-0.0423751481154181,0.0842282117710065,-0.0332222848210871,-0.00993833680668288,0,-0.0479952969805483,0.103034140122454,0,-0.0667272970386677,-0.0471057932967282,0,0.211150509432449,0,0,0.0192927676403969
CVIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.Curncy,0,0,0,0.0161291169326253,0.0161522289711493,0,0,0,0,0,-0.022803944805757,0,0,0,0,0,0.0154735615190726,0,0,0.0329053787945524
SPX.Index,0,0,0,0,0,0,-0.00454841122516912,0,0,0,0,0,0,-0.0153638580621014,-0.00814953748805183,0,0,0,0,-0.064446724661335
VIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
