,BTC,ETH,BCH,XRP,LTC,XEM,DASH,XMR,MIOTA,ETC,NEO,ZEC,XLM,EOS,BAT,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,-0.0503474529578187,0,0,0.0923912760089025,0.0485108638926787,-0.0435782106284199,0.108310117034614,0.136072072900668,0,0,0,-4.33680868994202e-19,0.150251033268328,0,0,0,0,0.084954576808256
ETH,0,0,0,0,0.0638195924214471,0,0,0,0.236425736596202,0,0.0282108125907683,0,0.103347166239893,0.1306178851063,0.0816507768293348,0,0,0,0,0.129558538270512
BCH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XRP,0,0,0.0277506547134791,0,0,0.463926530142522,0,0.453442958607867,-0.0487281034801906,-0.0299785873342908,-0.0961524912909597,-0.636417982824149,0.625745203569361,0,6.93889390390723e-18,0,0,0,0,0.0169009602375094
LTC,0,0,0,0,0,0,0,0,0,0.643303457695832,0,0,0,0.184810816476735,0.0262965480948576,0,0,0,0,0.219701085493228
XEM,0,0,0,0,0,0,0,0,0.322663358161719,0,0.138119535173344,0,0,0,0,0,0,0,0,0.123667713415407
DASH,0.193775268926179,0,0.040736909764903,-0.0411025940345276,-0.286583321594112,0,0,0,0.124770151624972,0,0,1.00237824688075,-0.180228509036587,0,0,0,0,0,0,0
XMR,0,0,0,0.388278578183593,0,0,0,0,0,0,0,0.439848954956918,0,0,0,0,0,0,0,0
MIOTA,0,0.59272900530043,0,-0.139023138473331,0,0,0.458794079741847,0.101464306270188,0,-0.110767081243605,0.289366980903789,0,0,0,0.0487330655451145,0,0,0,0,0
ETC,0,0,-0.0109566122136522,0,0.317213619742294,0,0,0.0526331249539618,0,0,0.0145180544557708,0,0,0,0.115173721383047,0,0,0,0,0
NEO,0,0,0.0873750331025409,0.095491437039514,0.438793233782349,0.39050112564087,0.284671108860832,0,0.252525448692833,0,0,-0.44080082584829,-0.225314529710029,0.699763733046556,-0.593710444651705,0,-0.535309583715604,0,0,-0.269380474489515
ZEC,0,0,0,-0.0287631086612719,0.221814033395678,0,0.660514080295084,0.0769859066035352,-0.0511187582862157,0,0,0,0.248163567575961,6.93889390390723e-18,0,0,0,0,0,-0.0408096232486324
XLM,0,0,0.0136880264958551,0.389291183460207,0,0,0,0.128577834687948,0.08612001065184,0.278515503391053,0,0.0891179113161824,0,0,0.0331466357778463,0,0,0,0,0
EOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BAT,1.09709754710189,0.420311249653116,-0.00134845492257229,-0.123424536306013,0.103723027180733,0.0824088748404141,0,-0.0628043561680584,0,0,-0.0889154387594483,0.0276943110401772,0,0.0801986174392614,0,0,0,0,0,-0.238663060771755
BV010082.Index,0,0,-0.026698198069209,0,0,0,0,0.0205943386992689,0,0,0,0,0,0,0,0,0,0,0,-0.00606317011148224
CVIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.Curncy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPX.Index,0,0,-0.00267621298072275,0,0,0,-0.00505698787436244,-0.00307691734817569,0,0.00516274698674314,0,0,0,0,0.00363967457702375,0,0,0,0,-0.0449764293799192
VIX.Index,0,0,0,0,0,0,-0.094907504559389,0,0,0,0,0,0,0,0,0,0,0,0,0
