,BTC,ETH,ETC,XRP,LTC,DASH,XEM,DOGE,XMR,XLM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0.00573455159715344,0,0.674790413435318,0.0463871165368322,0,0.0638717410951384,0.100776484497995,0,0,0,0,0,0,0.0118337307912766
ETH,0,0,-0.108646855017118,0,0,0.100454334175239,0.208380013750117,0,0.386171926284864,0,0.604072055138948,0,0,0,0,0.735808040852234
ETC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XRP,0.0650656878308548,-0.0387590754245016,-0.0186224593100304,0,0,0.0813307318934555,0.0261923356358327,0,0,0.00143665918988434,0.0587756185501341,0,0,0,0,-0.0970491597479739
LTC,0.472333194411882,0,-0.00482198329175527,0,0,0,0,0,-0.0176367495920825,0.0347543325329448,0.033990178192102,0,0,0,0,0
DASH,0,0.123212392750784,-0.0180348668954124,0,0,0,0,0,0,0,0,0,0,0,0,0
XEM,0,0.30703069182079,0.0419400314933951,0,0,0,0,0.68907992386676,0.0576308160028389,0.146351512365079,0,0,0,0,0,-0.531307875841575
DOGE,0.048414874756154,0,0.00339829052401604,0,0,-0.0688913711078384,0.121430340294088,0,0.102510645183061,0.117958080074549,0.123020898082133,0,0,0,0,0
XMR,0.556675746573697,0.199316234727063,0.0161404396327746,0,0,0,8.67361737988404e-19,0.363551925856953,0,0.205370070917446,0,0,-1.06870556787506,0,0,0.241375222814137
XLM,-0.775692305146855,-0.267818278260941,-0.0589616264306951,0,0.862979191343118,0.613874480561305,6.93889390390723e-18,1.80891713759166,-0.0886436587884799,0,-0.0844284575343564,0,0.197943677301718,0,0,0.151089963255988
DGB,0.384781884928095,0.443661261739314,0.0228783123341291,0,0,0,0.476862768135779,0,0,-0.17479660228097,0,0,0,0,0,0
BV010082.Index,-0.00834206244948157,-0.0504947903930824,-5.42101086242752e-20,0,0,0,0,0,0.0992644082341349,-0.103192894775145,-0.0470157805275573,0,0.257112105219544,0,0,0.0471057866315029
CVIX.Index,0.0548618431723611,0,0,0,0,0,0,0,-0.265396442668763,0.10670198254117,0.107130517348226,0.192359250017292,0,0,0,0.0514597315600197
DXY.Curncy,0,-0.00518761902781468,-0.00144070131131996,0,0,0,0,0,-0.0127310418645156,0,0,0,0,0,0,0
SPX.Index,0,-0.00273329970617071,-0.000945653717945741,0,0,0.00463451568938714,0,0,0,0,0,0,0,0,0,-0.0257526969748812
VIX.Index,0,0.146105516706343,0.0236335423184142,-0.741797432908409,0,0,-0.351141867245821,0,0.304527406848855,0.0257185209708348,-0.0439558579955525,0,-0.000719465053365655,0,-5.08206485680516,0
