,BTC,ETH,XRP,BCH,LTC,ADA,NEO,XLM,EOS,DASH,MIOTA,XMR,XEM,ETC,TRX,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0.099034845915144,0,0.0226305896384902,0.0443736929190022,0.276322182600591,0,0,0,0.13808472854653,0.204333537626198,0,0.0148565727774508,0,0,0,0,0,-0.0449786326136251
ETH,0,0,0.075401794679974,-6.93889390390723e-18,0.11124629858867,0,0.213610649256107,0.0313082251790601,0,0.0869217342829409,0.0825802691703972,0.0365651427082046,0,0.0430414974495417,0.111869079083532,0,0,0,0,0
XRP,0,0,0,0,0,0,0,0,0,0,0,0.146482022628801,0,0.0753916203053774,0.464454380308593,0,0,0,0,0
BCH,0,0,0,0,0.241848221406715,0,0.472993886067336,0,0,-1.38777878078145e-17,0,0,0,0.0413572456075289,0,0,0,0,0,-0.059122381283382
LTC,0,0.328084417562728,0,0.171155839330113,0,0,0,0,0,-0.264088645549698,0.565464964725428,0,0,0.0548702833404415,0,0,0,0,0,0.0532465372554854
ADA,0,0,0.318729495354182,-0.0540231944612835,0,0,0,0.178494394015675,0,0.0792445268253923,0,0.053953748968307,0.197194496630401,0,0.0381803122734402,0,0,0,0,0
NEO,0.11332052933834,0.0455552074701394,0,0.155805395734609,0,0,0,0,0,0,0,0,0.608958536502987,0.0778537180713964,0,0,0,0,0,0.0324834640684481
XLM,0,0,0.131453293254474,0,0,0.307406169762451,0,0,0,0,0,0.121356317192952,0.0635153258914185,0,0.172369805321201,0,0,0,0,0
EOS,0,0,0,0,0.137431184732878,0,0,0,0,0,0,0.24640695570775,0,0.29193015924343,0.157213847752953,0,0,0,0,0.0631094739888984
DASH,0,0.13086624626846,0,0.118128416751117,0,0,0.0141095628541785,0,0,0,0.359025316697702,0.3596516775476,0,0,0,0,0,0,0,0.0310122489343459
MIOTA,0.392747645660905,0,0,0,0.119666592562227,0,0,0,0.10238712321876,0.20357519998817,0,0.00346283848950217,0,0.0365364606298219,0.17747590537092,0,0,0,0,-0.0391826548014259
XMR,0.234197421323918,0,0,0.030390599939601,0.0316148838459683,0,0,0,0.363524194430137,0.705702437097445,0,0,0,-0.109821021503492,-0.119014182882913,0,0,0,0,0
XEM,0,0,0,0,0,0.336711684268792,0.436049545635881,0,0,0,0,0.0407122235257059,0,0,0.0711850466846626,0,0,0,0,0.103130248533766
ETC,0,0.430164379299978,0,0.0592714085593063,0,0,0,0,1.00508464915552,0,0,0,-0.292607476430901,0,0,0,0,0,0,0
TRX,0,0,0.157083512364975,0.171177055685276,0,0.190612192782491,0,0.298477900546516,0,0,0,0,0.329309474603478,0.0895015817523487,0,0,0,0,0,0
BV010082.Index,-0.0869747248901794,0,-0.115854468696558,0.020174384009507,0,0,-0.0311531621936566,0,0.0602875510583483,0,0,0.131480580589169,0,0,0.0391509472112341,0,0,0,0,-0.0661620497672017
CVIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0369625899597529
DXY.Curncy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00522844498988838
SPX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0544710428543246
VIX.Index,-0.06174136569685,0,0,-0.136655347265409,0,0,0,0,0,-0.0252270039472286,-0.404717415386687,0,0.427454232240844,0,0.224224115108166,0,0,0,-3.3295011328118,0
