,BTC,ETH,XRP,BCH,LTC,ADA,NEO,XLM,EOS,XEM,XMR,DASH,MIOTA,TRX,ETC,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0,0,0,0.0828322436349309,0,0.240052292363349,0.0534625314286183,0.216760637241313,0.306355114331887,0,0,0,0,0,0,0,0.0130015152384437
ETH,0,0,0.0618538208736548,0.185287784835678,0,0.0963087213103357,0.113646728856694,0,0,0,0.0822842422695913,0,0.0965248759473002,0,0,0,0,0,0,0
XRP,0,0.164489022682948,0,0,0,0.00894689955899001,0.00506247419908191,0.16909112142216,0,0.0211290100396827,0.187169749819709,0,-2.16840434497101e-19,0,0.278159271146158,0,0,0,0,0.0269883656240404
BCH,0,0,0.0675828448232724,0,0,0,0,0.13136562884581,0,0,0.0211969200453943,0.470596690934846,0,0.280761377475173,0,0,0,0,0,0
LTC,0,0,0,0.158874681968568,0,0,-0.129338977703379,-0.0684754375684073,0,0,0.349969294620409,0,0,0,0.344862784614799,0,-0.197758306645782,0,0,-0.0808627916430303
ADA,0,0,0,0,0,0,0,0.365057821498362,0,0,0.0626062814754724,0,0.171765405524761,0,0,0,0,0,0,0
NEO,0,0.545336913484584,0,0.179254472226735,0,0,0,6.93889390390723e-18,0,-0.0125365087584516,-3.46944695195361e-18,0,0.352535958651858,0,0,0,-0.00862617506077033,0,0,-0.0452077272151077
XLM,0,0,0.350547890637032,0.322842220412412,0,0,0.0728034656049903,0,0,0.151247328296776,0.196421836801445,0,0,-0.230518930374373,0,0,0,0,0,-0.131683974502471
EOS,0.495816440088553,0,0,0.15436936112263,0,0.0118193594812038,-0.0515381238061973,0,0,0,0,0,0.102361420294932,0,0.160479552313359,0,-0.255566288804499,0,0,0.0212120540924118
XEM,0,0,0,0,0,0.198241293573181,0,0,0.139382114994098,0,-0.609274748535337,0.342500537124304,0.0875180782634484,0.395587039528844,0,0,0,0,0,0
XMR,0.261699064129776,0,0,0,0.423755186417245,0,0,0.369452601299164,0,-0.144951481779194,0,0,0,0.320604572042733,0,0,0,0,0,0
DASH,0.264897288996062,0,0,0.519097675101438,0.0852565990682337,0.0779284110654374,0,0,0,0.0618027417858844,0,0,0,0,0,0,0.298922455033357,0,0,-0.0496318654038249
MIOTA,0,0,0,-0.317138569081323,0,0.244138125256532,0.12188394212223,0,0.423344127116019,0.0217598900566275,0.212817917864817,0,0,0.216280045616521,0.176168741671139,0,0,0,0,-0.109739650094872
TRX,0,0,0,0.332301334691983,0,0,0,-0.144537552472625,0,0.0259483222532604,0.0728094392339921,0.306516828533972,0.323400394479535,0,0.199087107088475,0,0,0,0,0.206357040715578
ETC,0,0,0.653487985424763,0,0,-0.177436013314841,0,0,0.112920370083966,0.0325184727763884,-0.493187502449266,-0.00293552129673944,0.335879413165463,0.43083301748618,0,0,-0.133021207660903,0,0,-0.272539747701927
BV010082.Index,0,0,0,0,0,-0.00200989104279493,0,0,0,0,0,0,-0.0329125208741802,0,0,0,0,0,0,0
CVIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.Curncy,-0.043609332025873,0.105257130464948,0,0,-0.018377932953554,-0.00310870064869544,-0.00718131509878112,-0.0323202175167612,0,0,-0.00760404990794377,0.00508046667310879,0.000865822987424403,0.0181238618320026,0,0,0.0336057535720971,0,0,0
SPX.Index,-0.0277216223674409,0,0,0,-0.0378466647276098,0,0.00618800412968948,0,0,-0.00565010138049501,0,0,0.062071197888952,-1.73472347597681e-18,-0.00731770300062229,0,-0.12079198085412,0,0,-0.098257016842168
VIX.Index,0,0,0.606469216704122,0,0,-0.0687877916726056,0,0,0,0.281037296088456,0,-0.495806350390195,-0.274113732183206,0.819780059358895,-0.7142037543595,0,-0.189473473317223,0,-1.75743340938423,0
