,BTC,ETH,XRP,LTC,ETC,DASH,XEM,DOGE,XMR,XLM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.662861233351132,0.00421269461045367,0,0,0,0.0674613304766581,0.00461634260240489,-0.000645028284838129,0,0,0,0,0
ETH,-1.11780639105082,0,1.61593844077342,-0.177724445641735,-0.0612767774020652,-1.38777878078145e-17,0.430676150983827,0,0.360267175615468,-0.0533181266552244,0.598286922983818,-1.27286895785283,-1.74956132464834,0,0,0.604711027798113
XRP,0,0,0,0,-0.0162892402670526,0,0,0,0,0.0504703229556607,0.0465117885488985,0,0,0,0,-0.0547973371108183
LTC,0.660760027741678,0.00296138295280125,0,0,-0.00242424478416656,0,2.16840434497101e-19,0,0,0.0232292739312242,0.0223528621082692,0,0,0,0,-0.0290116950416261
ETC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DASH,0,0.137187920399511,0.457141711976183,0,-0.00107066602412414,0,-0.0815268464698523,0,0.23217824885459,0,0,0,0,0,0,0
XEM,0,0.0869197365455276,0,1.12851003236886,0,0,0,0.523381917980873,0,0.232479688814707,0,0,0,0,0,-0.0444614877847888
DOGE,0,0.0385325199298948,0,0,0.00830418955183295,0,0.0611074134942352,0,0,0.127354955716289,0,0,0,0,0,0
XMR,0,0,0,0,0,0,0.0694374529230424,0,0,0,0,0,0,0,0,0
XLM,0,-0.219633157938082,0,0.894399143190462,-0.122864884409823,0.459828903435475,0,2.31210011398696,-0.902916998066795,0,0,1.67438070837305,-1.50728922826536,0,0,0.690931559293828
DGB,0.102287607271819,0.228660934981867,0,0.609906232750348,0.00662917157311128,0.51147491137667,0,0,0,-0.164016689081127,0,0,0,0,0,0
BV010082.Index,0,0,0,0,0.0210090115158906,0,0,0,0,0.0444189269919778,0,0,0,0,0,-0.130467539840963
CVIX.Index,0,-0.128948431893076,0,0.180084881945125,-0.00564892638377162,0.0477725646214477,0.0188897062969763,0.0441659445969297,-0.325361577555405,0,0.155632888268453,-0.798893323079139,0,0,0,0.0756965341490862
DXY.Curncy,0,0,0,0,0.000938237187015553,-5.42101086242752e-20,0.01980490747397,0,-0.00313308048669667,0.00752976825238409,0,0,0.0219216280013816,0,0,-0.0203959527958161
SPX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VIX.Index,0,0.0913236472479711,-0.0127654549599147,0.279977013653816,0.0135090237616734,0,0.0518450284660429,-0.279386483873647,0.0249744725748229,0.0760760313655301,-0.0339915617637335,1.79967485238873,0,-6.98714536227628,-7.53963726682824,0
