,BTC,ETH,XRP,ETC,XEM,LTC,DASH,XMR,ZEC,XLM,DOGE,DGB,NEO,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,-0.0944153393779098,0,0.110909733531974,0.253084527365086,0,0,0,0,0,0.0740679575539522,0,0,0,0,-0.0437824036156777
ETH,0,0,0,0.0508179825833689,0.0650563912715394,0,0.273264407708841,0,0.0688943469664508,0,0,-0.0107092137129363,0,0,0,0,0,0
XRP,0,-0.365241539619258,0,-0.517543888838038,-0.379720662703352,0,0.284733441539351,-0.0979000045286259,0.162588075686364,0.869925272917162,-3.46944695195361e-18,0.0555592546598775,0.240738410395871,0,0,0,0,0.593837526143933
ETC,0,0.168153988452321,-0.220731103998809,0,0,0,0,0,0,0,0,0.0256282474678324,0.403445528050271,0,0,0,0,0
XEM,0,0,0,-0.129312943310896,0,3.46944695195361e-18,0.0155828581859918,0.292165320497445,0,-0.0736136083284057,0.311803177881232,-0.0306967690740161,0.174262320276024,0,0,0,0,1.10269079827361
LTC,0.426711981143649,-0.110211277281307,0,0.0428905451343753,0.0396807803016218,0,0,0.591020184747297,-0.291719496372656,-0.370517698120944,0.153918784191775,0.0206725822764156,0.208951098394689,0,0,0,0,1.38777878078145e-17
DASH,0.498856657035378,0.21681154026404,0.225819290894912,0,0.0525951845570569,0,0,0.126072159419792,0.191689580433342,0,-0.0150016964111215,-0.0838056783399331,0.0707805227803855,0,0,0,0,0
XMR,0,0,0,-0.17917954061271,0.0877274790471189,0.408491041479936,0.594424165733893,0,0,0.17521555147915,0,0,-0.160779113359636,0,0,0,0,0
ZEC,0,0.263230446702701,0,0,0,0,0,0.0727928041412315,0,0,0.0992143854905408,0,0,0,0,0,0,0
XLM,0,0.120971377056892,0.791545069903659,0.111074093430261,0,0,0,0.246436277255087,-0.304069466404145,0,0.180277462039664,0,0,0,0,0,0,0
DOGE,0,0,0,0,0.17590919066585,0.342150246594895,0,0,0.220353310715072,0,0,0,0.0239664396751843,0,0,0,0,0
DGB,0,0,0,0,0,0,0,0.108500027808747,0,0,0.568729508874328,0,-0.257685803161727,0,0,0,0,-0.579887024773664
NEO,0,-0.0218426841958546,0.556017459440372,1.22458385597062,0.155021822610509,0.533806663374879,0,-0.562541188614912,0.101451486948663,0,0,-0.095373054370376,0,0,0,0,0,-0.552938469645967
BV010082.Index,0.016731525542005,0,0,-0.00201859604567278,-0.0383932897133376,-0.00628613707843015,0,0,0.00316648570539447,0.0214360646286192,0,0,0.0307092038900257,0,0,0,0,-0.0249536411392857
CVIX.Index,0,0,0,0,0.0540835071652707,0,0,-2.16840434497101e-19,-0.0151437939906472,-0.0527096617563053,0,0.0255133272926297,0.0154532147947503,0,0,0,0,0.101042709484137
DXY.Curncy,0,0,-0.0053524072667089,0.0138861649792543,-0.00421382009811153,-0.0134561050878384,0,0,0.00388042630164781,0.00841496718030838,-0.00568012601253602,-0.00249533602610339,0,0,0,0,0,0
SPX.Index,0,-0.000381913348285567,0,0.00562470097151015,-0.00738472445129842,0,0,0,0.00521785276207781,0.00501644876994143,-0.00518056466292881,0.00343942303834343,0,0,0,0,0,-0.0336792303661013
VIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
