,BTC,ETH,XRP,LTC,DASH,ETC,XEM,XMR,ZEC,DOGE,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.0195139025200481,-0.0402543538395025,0,0.101216675710889,0.0337806477125116,-0.0751702650580554,0,0,-0.116877016864654,0,0,0.0467527887186332,0,-0.114830416923313,0,0,-0.0946589118407827
ETH,0,0,0.277656285537852,-0.135997342195193,0.410194615899925,0.201178541217428,-0.143734258226398,0.989080063167752,0,-6.93889390390723e-18,0,-0.158729723708841,-0.0274222483437911,0,-0.267438143521176,0,0,-0.0629453118317481
XRP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LTC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DASH,0,0.441440811313918,0,0,0,0,0.0887773397789767,0,-0.0681362729867838,-3.46944695195361e-18,0.199448904100452,0,-0.0510484440458318,0,0.22706970002761,0,0,0.0731391048834115
ETC,0.968037955028567,0.237094701547049,-0.265303801519845,0,0,0,0,0,0.0345687560520392,0.192931678145122,0,-0.105586928229866,-0.0966642028890311,0,-0.467636836470495,0,0,1.73472347597681e-18
XEM,-1.28637290621781,-0.659721781744068,0,0,0.821670905260356,0.28134690990594,0,0.614449611360137,0.014863616891149,-0.616186684231487,0,0.00433507738050659,0.149705750802581,0,-1.19276714647282,0,0,-0.565164768457902
XMR,0,0.538041517325768,0,0.0253045317772243,0,-0.0790314765570392,0.0518604647100349,0,0,0.0350033692160712,-0.0611483856264085,0,0.0652153014645852,0,0.148629694271007,0,0,0
ZEC,0,0.172504264557658,0.0478173173947025,0,0,0,0.194825836862229,0.421675615326237,0,0,0.151723407074566,0.169862109453259,0,0,0.0349484866728864,0,0,0
DOGE,0,0.201137008218835,0,0.0852849410429724,0,0,0,0.405832031722465,0.131993498230389,0,0,0.0381161523389571,0,0,0,0,0,0
XLM,0,0.0697197332032591,0.140066749444018,0.288318028808462,0.114416167996068,0,0,0,0.257855825465436,0,0,0,0.0488759184846122,0,0,0,0,0.0652895146011372
NEO,0,0,0,0,0,0,0,0,0.104291143492899,0.0329167840813902,0,0,0,0,0,0,0,-0.177956583172189
DGB,2.2139972574866,0.459717500636515,0,-0.658583030473204,-1.60085920918353,-0.256099822649809,0.83418429765411,0,-1.28158057395212,0,0.907018977455867,0.372174491614229,0,2.36866151359408,1.45967733310432,0,0,1.24145659246522
BV010082.Index,0,0,0,0,0,0,0.000240036409818273,0,0,0,0,0,0,0,0,0,0,-0.0794337045747132
CVIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.Curncy,0,0,0.00273097550928447,0,0,0,-0.0102017673370843,0.0160772636104727,0,0,0,0,0,0,0,0,0,0.0224558878626242
SPX.Index,0,0,0,0.000768551290999037,0,0,0.00769116857429001,0.0327424492569756,-0.0189248888680809,0,0.00415330671267589,-0.0112420455103414,0,0,-0.0227010754165969,0,0,-0.0439167835239244
VIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
