,BTC,XRP,LTC,ETH,DOGE,DASH,XLM,XMR,DGB,XEM,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0.297462478620478,0.157100893145949,0.256749398831352,0.110314043244698,0.13918044458821,0.15557334644348,0,0.0346638421450501,0,-0.0485939297536183,0,0,0
XRP,0,0,0.123846772873046,0.0385515682926147,0,0.297213742180971,0.115661103935764,0.154985987675738,0.0289244181208546,0.0456981692516357,0,-0.250665918708226,0,0,-0.0681310382924596
LTC,0.324689280795923,0.645921846556071,0,0.0410871543786898,0.181006228554539,-0.110216405517369,0,-0.121001674657489,0,0.0255845335259381,0,0,0,0,0.0188582817754808
ETH,0.754905951254372,0.862775863744767,0,0,0,0.16612197286611,0,0,-0.0860723390841054,-0.306463986778346,0,0,0,0,0.0630501887607134
DOGE,0,0.0692965236341008,0.476952650986374,-0.102625338406751,0,0.144718860508992,-0.283096194330121,-0.0230031374113915,0.154468855219805,0.0216400189971604,0,0,0.76512447960971,0,-0.165553147730027
DASH,0.549236831216959,0.552487168411788,-0.605566918803426,0.0551966044687593,0.336919720639484,0,0,-0.131519710792588,-0.0802440339769708,0,0,0,0,0,0.182282884920901
XLM,0.661010725138705,0.465108971511765,0.529284561690543,-0.379193437269976,-0.75268489759745,0,0,-0.251032916168082,0.0451338024253565,-0.251303941186918,0,-0.26944995132887,0,0,0
XMR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DGB,0.627058433159106,0,0.263672658017147,0,0.366477908487574,0,0,0,0,0,0,0,0,0,-0.187624178121254
XEM,0,0,0,0,1.18713412714176,0.128362955944096,0,-0.329080302744607,5.55111512312578e-17,0,0,0,0,0,0
BV010082.Index,0,0,0,0,0,0,0,0,-0.0310280634034008,0,0,0,0,0,0
CVIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.Curncy,0,0,0,-0.0064110414213017,0,-0.007430548176125,0,0,0,0,0,0,0,0,-0.019875650549092
SPX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0658085368023846
VIX.Index,0,-0.486592852732076,0.137900166510389,0,0,0.00965640058622756,-0.0548952558506749,0,0,0,0,0,0,-6.56531821377931,0
