,BTC,ETH,XRP,BCH,LTC,DASH,XEM,NEO,MIOTA,XMR,ETC,ADA,ZEC,BAT,EOS,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.104722256407484,0,-0.00908905557732192,0,0,0.40131434680181,0.079266342109422,0.128238100173572,0,0,0,0,0,0,0,0,0,0,0.0638096733004874
ETH,0,0,0,0,0.129605704837649,0.114939393353386,0.237803288089195,0,0.208050880137389,0.188412237442759,0,0,0,0,0,0,0,0,0,0
XRP,0,0,0,0,0,0,0.194945443406508,0.0757422050900918,0,0,0.248333172136974,0,0,0.0199210855708697,0,0,0,0,0,0
BCH,0,0,0,0,0.0876978388652392,0,0.434427291150187,0,0,0,0.271328649515799,0,0,0,0,0,0,0,0,0
LTC,0,0,0,0,0,0.108826258969634,0.0958664322205633,0.238705811843506,0,0,0.432032527137078,0,0,-8.67361737988404e-19,0,0,0,0,0,0
DASH,0,0,0,0,0.45613597664153,0,0.0131917055718323,3.46944695195361e-18,0,0,0,0,0,0.169984516071127,0,0,0,0,0,0
XEM,0.671909775876639,0.0833298288551597,0,0.0670687952590695,0.1180069382709,0,0,0,0.0678684192837039,0.251924876157713,0.0701132978170676,0,0,0,0,0,0,0,0,0
NEO,0,0,0,0,0.432350405304034,0,0,0,0,0,0,0,0,0.420812781737876,0,0,0,0,0,0
MIOTA,0,0.754404153954714,-0.598612561944684,0,0,-0.107136154325315,0,0.172009835655865,0,0,0.124585881466904,0,-0.0871151976451054,0.149955110619838,0.311386694219598,0,0,0,0,-0.226058369080488
XMR,0,0.299830801373968,0,0.0713664986022634,0,0,0,0.0775782016450946,0,0,0.332605915959114,0,0.155788998830424,0,-0.10028017356208,0,0,0,0,0
ETC,0,0,0,0.0452780977562541,0.889733279287782,0,0,-0.0499288472290213,0.0990823908039348,0,0,0,0.150556584117534,-0.0873071452797078,0,0,0,0,0,0
ADA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZEC,0,0.109735633430385,0,-0.171083571705528,0,0.142948735200819,-0.0175823328972116,0.326399163964579,0,0.282874113463011,0.117086109393363,0,0,-0.339946752660537,0.497468025382777,0,0,0,0,0
BAT,0,0,0,-0.117622428102733,0,0.812635719430534,0,0.124093777537801,0,0,0,0,0,0,0.286762707382318,0,0,0,0,0
EOS,0,0,0,0,-0.488062468274789,0,0,0,0.618834142255512,0,0,0,0.455554708690756,0.269013427666809,0,0,-1.44400840628193,0,0,0
BV010082.Index,0,-0.0363966089969867,0,0,0,0.0150500332610228,-1.73472347597681e-18,0,0,0,0,0,0,0,0.0203567250649043,0,0,0,0,-0.14424178378468
CVIX.Index,0,0,0,0.0459122935542789,0,0.0137672470406159,0,-0.0234792578952446,0.132029521018397,-0.020267303349311,-0.148119322726309,0,0,0.0288952467826646,-0.0827585676549135,0,0,0,0,0.261641303604542
DXY.Curncy,0,0,0,0,-0.000603162181478474,-0.00539805240061062,-0.00154834204481867,0,0,-0.0100400256895721,0,0,0,-0.0143305430398559,0.0165719997507599,0,0,0,0,0
SPX.Index,0,0,0,0.00614233937313951,0,0,-0.0161301496343071,0.00333082822157964,0.00415059892338023,0.00656203744938949,0.00524852573283193,0,-0.0167510936141078,-0.00379699727285876,0.0140002419824324,0,0,0,0,-0.0450777194059071
VIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
