,BTC,ETH,XRP,LTC,XEM,DASH,ETC,XMR,XLM,DOGE,ZEC,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ETH,0,0,-0.0427850648523249,-0.0540646493573932,0,0,0.031811676590551,0,0,0,0,0.42368371644113,0,0,-0.12556415079703,0,0,0
XRP,1.41596510194778,-0.673684767754922,0,-0.241758997183421,0.760482634034617,0,-0.551949323353668,0,0,0.462552891208779,0.256433412719858,0.61735931947388,-0.387292793284372,0,0.788046348935661,0,0,0.784515797124499
LTC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XEM,0,0,0.463720748856621,0,0,0,0.113131565179896,0,0.183839372808308,0,0,0,0,0,-1.13895731281045,0,0,-0.643537177743769
DASH,0,0,0,0.168494230759569,0,0,0,0.257385534503343,0.0788715420940639,0,0.328976326909593,-0.0281574953353424,0,0,0,0,0,0
ETC,0,0,-0.358641877289227,-0.134742746939376,0.286062103213958,0.292131291826945,0,-0.388404191569342,-0.0203675749449886,0.160743893572241,0,0.37092410972557,-0.272717897775621,0,0,0,0,0.404484281887329
XMR,0,0,0,0,0,0,-0.0862494833959526,0,0.194745674483771,-0.0563313100988554,0,0.20711029645389,-0.101318731850553,0,0,0,0,0
XLM,0,-0.216214821831949,0.213643950666283,0,0.0455516244567788,0,0,0,0,0.543292936176059,0,0,1.04117030776926,0,0,0,0,0
DOGE,0,0,0.000769903638431112,0,0,0.243257318128916,0,0,0.174748573987692,0,0,0,0.52923890125494,0,0,0,0,0
ZEC,0,0.111274181301357,0,-0.14432591493877,0,0.710412297020527,-0.170883134978734,-0.429512703848337,-1.73472347597681e-18,0.0276621188028742,0,0.200642753117139,0.0452443512025636,0,-0.166155647401306,0,0,-0.0253937800247039
NEO,0,0.820798922917938,0.00740644541167637,0.360277067923412,-0.0727296444931162,0,0,0.0977927552982926,0,0,0.781141122235097,0,0,0,0,0,0,0
DGB,0,0,0,0,0,0,-0.133164605352012,0,0.350782611663929,0.330546688296468,0,0,0,0,0,0,0,0
BV010082.Index,0,-0.055891319340409,0.0171558453180234,0,-0.0233631819862409,0,0.0144211242560197,-0.049425502575945,0.0147815822951517,-0.0024523347884797,0,0.0560045712183091,0,0,-0.112302500970878,0,0,-0.153172516678335
CVIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.Curncy,0,0.00805038982117661,0,0,-0.000934028001621393,0,-0.0115601101279968,0,-0.00190128605365037,0,0,0,-0.00639092864592283,0,0,0,0,0.0271081096997888
SPX.Index,0,0,-0.00158350506101552,0,0.00165620885322417,0,0,0,0,0.00118954545368911,0,-0.000835443580148698,0.000478893384410552,0,0,0,0,-0.0292984172504964
VIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
