,BTC,ETH,BCH,XRP,LTC,DASH,MIOTA,NEO,XMR,XEM,ETC,EOS,ZEC,ADA,XLM,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,-0.270444797327232,0,0.549389859829382,-0.151452556171941,0.373560164220492,0.0996662271346145,-0.132003880359587,0.0841943830060524,-0.121201020128859,0.189349718560526,-0.42783294460812,-0.051042200033495,-0.525759093255744,0,0,0,0,-0.34339651426964
ETH,0,0,-0.029054650544742,0,0,0,0,0.129320167245358,0.0171070139566223,0.0718906358744118,0.171911693551229,0.0793106673065701,0.0403085122593154,0.0738496131766286,0,0,0,0,0,-0.0606671505256808
BCH,-1.93980695725459,0,0,0,0.254410367538301,0,0.607081832614058,-0.196228633600938,-0.587135618076862,0,0.241500927393036,0.579387910370834,-0.821389098313129,-8.67361737988404e-19,-0.659188351160708,0,-0.378018837804609,0,0,0
XRP,0,0,-0.0417186796728712,0,0.20081472445488,-0.0500465742229175,0.0344210388827774,0,0,0,0.0579538711224508,0,0,0.0019164224765863,0.0838908266507174,0,0,0,0,0
LTC,0.0917047797467337,0,0,0.573768495015948,0,0.0177496437738447,0,0,0,0.100792375572711,0.0348008483084067,0.0202860404011795,0.0739372378889911,0.0661316746126903,0,0,0,0,0,0
DASH,-0.247480929957925,0,0.0196504893415858,0,0,0,0,0,0,0,0,0,0.48962182797331,0.00837915045393779,-0.0491827051719698,0,0,0,0,0
MIOTA,0,0,0.150072099057604,0,0,0,0,0,0.206255315620545,0,0.154249808209484,0,0.371714511295929,0.144660948273553,0.253839405089025,0,0,0,0,0.230999483109843
NEO,0,0,0,0,0,0,0,0,0,0,0.039817688525202,0.0723019094512601,0,0.0868124330570214,0.138328755537773,0,0,0,0,0
XMR,0,0,0.0367576538292528,0,0,0.136732825452395,0,0.0900473605937506,0,0,0,0,0,0.155054037164951,0,0,0,0,0,0
XEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0.415339459695188,8.67361737988404e-19,0,0,0,0,0
ETC,-0.615385531260001,0.628423159378848,0.165898455410323,0,0.270591243482614,-0.639946204323224,0.18985256092411,0,0.24142532407237,0,0,0,0,0,-0.0793828805172596,0,0,0,0,0.0947721763106947
EOS,1.14192528377142,1.37262708242314,0.296042238060475,0,0,0.119674610418803,0,0,0,-0.137402373459194,6.93889390390723e-18,0,0,0,0.210746643818597,0,0,0,0,1.73472347597681e-18
ZEC,0,0,-0.0408153009384235,0,0,0.363119111471604,0.285666895617976,0,0,0,0.0121502526730426,0,0,0,0.041311224783186,0,0,0,0,0
ADA,0,0,-0.0821835300881072,0,0.320452682805481,-0.131561867321446,0.0473463981230277,0.666702649453887,0.101015126973251,0,0,0,0,0,0,0,0,0,0,0
XLM,-1.07526952932164,0,-0.30654609617406,0,0,-0.45484305951587,0.32979603004985,0,0,0.586773552732513,-0.114101279390005,0.297549033433882,0,0,0,0,0,0,0,-0.195156600250102
BV010082.Index,0,0,0.00888842677967307,0,0.0565542960806975,0,0.0202036820102365,0,0,0,-0.0119243210822941,0.0214494275323161,0,-0.0312004250856805,0.030753040476059,0,0,0,0,0
CVIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.Curncy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPX.Index,0,0,0.00238603174137882,0,0,0.00160272134968491,0,0,0,0,0,0,0,0,0.00496878631447066,0,0,0,0,-0.0387839162740591
VIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
