,BTC,ETH,DASH,XMR,XRP,ETC,LTC,XEM,ZEC,DOGE,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0.180611204669101,0.0330426324227253,0,0.179870003822882,0,0.145588153862377,-0.270144205118223,0.59239989733496,0,0,0,0.119081240293024,0,0,0,0
ETH,0,0,-0.0527253307651406,1.45956629674805,0,0.321834760457768,0,0.101730295993808,0,-0.799089663118973,0,-0.201529541560336,0.191624898061932,0,0,0,0,0.896886889304417
DASH,0.857795625368775,0,0,0.60208163668553,0.339786349136712,-0.240023885786416,0,-0.375351299500444,0.466999329803672,-1.13196828784197,0,0.861689775428616,0.405325951207877,2.07857959492428,0,0,0,0.52365743858319
XMR,0,0.534769900232894,0.0822854430514625,0,0,0,0,0,0.181971676503323,0.195504710945187,0,0,-0.178105312605527,0,0,0,0,-0.337890013223332
XRP,0,0,0,0,0,0.0269646945540196,0,0.0700184264447623,0.0423751102074031,-0.0672857978011594,0,-0.0775037590620451,-0.176774675641478,0,1.08522833618706,0,0,-0.485581983887558
ETC,0,0.431942789061506,0,0,0,0,0,0,0.0733085562995945,0,0,0,0,0,0,0,0,0
LTC,0.26794401070139,0.0265514916438051,-0.0113399678392377,0.0386948929715021,0,0.0312355659351608,0,-0.0864665836320841,0.079033579195195,0,0.0852596568672926,0,-0.11045700441322,0,0,0,0,0
XEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZEC,0,0,0.174126687483034,0,0,0.38234187321339,0,0,0,0,0,0.226152020145363,0,0,0,0,0,-0.207267816691508
DOGE,0.289075490598956,0,-0.0698259291084459,0.113764881063922,0,0.0966592397451572,0,0,0.132910157812591,0,0,0,0.0713750511107035,0,0.303251221950867,0,0,0
XLM,0,0.0677564915380351,-0.146443148870587,0,0.292025916163922,0.00377506254690228,0.132426427336733,0,0.00356168428906853,0,0,0,0.471887171040562,0,0.130930016329597,0,0,0
NEO,-0.136770529968839,-0.280990173163095,0.24543159192522,0,-0.139469451967361,0.428783098460387,-0.645589895594252,0.0528050242091539,0.169328317646108,3.46944695195361e-18,0,0,0,0,0,0,0,0.244451241374197
DGB,0.324322110316848,0.109403169841762,0.117895545342101,-0.242197754853524,0,0.167636447391933,-1.63945486248414,0,0,0.850581233880083,0.845853283246656,0,0,0,-0.196584135896093,0,0,-0.0951064374703109
BV010082.Index,0,0,0.0355887162157353,-0.0405141480513185,0,0,0,0,-2.16840434497101e-19,0,-0.163146343503284,0,4.33680868994202e-19,0,0,0,0,0
CVIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.Curncy,0.0249582120372618,-0.00798937883417351,0,0,0.0239399440700658,0.00711352808398172,0,0,-0.00562537367037819,0.0101719344137589,0,-0.000653292121830207,-0.0114980106982421,0.0447287517070959,0,0,0,0
SPX.Index,0,-9.48449779306827e-05,0,0.00845817485300349,0,-1.35525271560688e-20,0,0,0.00306873456857271,0,0,2.71050543121376e-20,-2.16840434497101e-19,0,0,0,0,-0.0242740517492097
VIX.Index,0,0.0425001532456809,0.0289643167762371,-0.0746393773976329,-0.178716367525543,0.0536239907971795,0,-0.0195645116455572,0,0,-0.153480680277849,0,0,0,0.528215708847471,0,0,0
