,BTC,ETH,XRP,LTC,XMR,DASH,ETC,XEM,DOGE,ZEC,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,-0.0369131447488113,0,0,0,0,0.289139971220226,0.14272127512597,0,0,-0.168239708351642,0.00376557377361527,-1.73472347597681e-18,0,0.00392269117856791,0,0,0.028404201062666
ETH,0,0,0,0,0,0.0111805519650306,0.25327089843647,0.0713638917433099,0,0,-0.0345812809301658,0,0,0,0,0,0,0
XRP,0,0.153901250326809,0,-0.17702347902658,0,-0.213574494798959,-0.0429136413484391,0.0697154810417487,0.73338185097601,0,-0.0232453684334762,0,0,0,0.00778986557663378,0,0,0
LTC,0,0,0,0,0.11744324746981,0,0.0572266033538807,0.0318258385089824,0,0.0462189139396173,0.0248189475063339,0,0,0,0,0,0,0.0417567367139857
XMR,0,0,0,0.662053396830148,0,0,0,-0.0443559602172243,-0.332601337767671,0.81028414195328,-0.34425417109661,-0.259607689309127,0.197958467157888,-0.134572385870585,0.135553910800236,0,0,-0.127289803200514
DASH,0,0,0,0,0.248884774776096,0,0,0.0763820050608371,0,0.342612788983492,-6.93889390390723e-18,0,0,0,0,0,0,0
ETC,0.351171987074602,0.305511072711098,0.0399477831592405,0.295597864511175,0,0,0,-0.110275560400096,0,0,0.281111775380633,0,0,-0.0901362214843479,0,0,0,-0.0451649436320847
XEM,4.07413273999921,0.62871446135769,0.208161350464719,-0.414183062019421,-0.520622302745945,0,-1.96765152997516,0,0,0,1.48085421287432,-0.336458354716144,0,0,-0.0310921688370239,0,0,-0.226962280536482
DOGE,0,0,0.418551957360563,0,-0.134192270049807,0.136563016007332,0.0163332121182639,-0.048867986318648,0,0,0.194560699114692,-0.0544060664057315,0.239099442292589,0,0.0413928676972447,0,0,0
ZEC,0,0.240565258629082,0.287623208505387,0,0.379109583473125,0.125939811869628,0,0.0472938875839499,0,0,0.303131411528639,0.0800609997024508,-0.0627973210896607,0,-0.110499507767168,0,0,0.0657594992664638
XLM,-0.303805348130652,0,0,0,0,0.0172392525138183,0.211436771932824,0.0404896945624851,0.147984354498048,0.197146156768749,0,0,0,0,-0.190021540226492,0,0,-0.00546864059377417
NEO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DGB,0,0,0,0,0,1.38777878078145e-17,0,0.005666080855338,0.494579866365125,0,0,0.186947210877112,0,0,0,0,0,0.0594710107291237
BV010082.Index,0,0.0639593154569102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CVIX.Index,0,0,0,0,0,0,0.0132954580462972,-0.0348180410433505,0,0,0,0,0,0,0,0,0,0.207963571724788
DXY.Curncy,0,0.00137815920756256,-0.032986652444388,0,0,0.0258562647417468,-0.00805928932608858,0,0,0,0,0,0.00184547023516751,0,0.0160435862252672,0,0,-0.0165355858619723
SPX.Index,-0.0126100202914886,0.0440979782407514,0,0,0,0,-0.00256448709139731,0,0,0,0,0,0,0.00811685087578736,0,0,0,-0.052739982541923
VIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
