,BTC,ETH,XRP,LTC,XMR,ETC,DASH,XEM,DOGE,XLM,NEO,ZEC,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0,0,0.0656385307462416,-0.0953070761355701,-0.027564221385213,0,0,-0.167009606913806,0,-0.23409913467673,0,0.0697873050174885,0,0,0
ETH,0,0,0.0872055638525742,0,0.0351257054317122,0.160639011089762,-0.301359164282574,-0.0655026404577358,0.526636513348347,0,0,0.0438514612617861,0.136155086074651,0,4.33680868994202e-19,0,0,0.0069548974916314
XRP,0,0,0,0,0,0,0,0,0,0,0,-0.0136186800803224,0,0,0,0,0,-0.0680778196015258
LTC,0.302675230776092,0,0,0,-0.0237492857277644,0.0445027823097067,0,0,0,-0.025985785650135,-0.0219037046861479,-0.00283360599196269,-0.0577045819406561,0,0,0,0,0
XMR,0,0.804303370432634,-0.401651918075673,-0.987945459433647,0,-0.750396056498023,0.664343181994893,0.686360156657002,-1.02847315312811,1.06163728126815,0,-0.0614653946565791,0,-0.970592212601792,0.216960246805966,0,0,0
ETC,0,0.475585224721884,0,0,0,0,0,0.0834852079773955,-0.566837921061765,0,0,-0.0329398654237122,0,0,-0.160229745716457,0,0,-0.000633514080151786
DASH,0,0,-0.265411073186478,0,0.0713597003270757,0,0,0,0,0,0.127891997671201,0,0,0,0,0,0,0.00844586835463534
XEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGE,0,0.52116770694583,0,0,-0.0585484446285161,-0.133649887627019,0.166730780510014,0,0,0.289284531964816,0.17680067308927,-0.0426833897151925,0,0,0,0,0,0.0308538606742929
XLM,0,-0.421447009764461,-0.184356521786773,0,0.151049475656273,0.357218073880476,-0.3553685063581,0,0.588036650134921,0,0,0.0082158501698018,-0.147330693080261,0,-0.0241643701696955,0,0,0.0357281095981653
NEO,-0.623764238008178,0,0.365638802009785,-1.25947203348392,-0.0624919614944451,0.188723172942198,0,0.297634967129946,0.735531748986154,0.294291464207109,0,-0.0101976379904637,-0.776269930964625,0,0.0314136757347282,0,0,0
ZEC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DGB,-0.0698994981884839,0,0.49347827022794,-0.975337395167092,-0.0213453031114968,0.275217135794604,0,0.0273462260062722,0,0,-0.206382722750615,0.0266721219147091,0,0,0,0,0,0.0680710735888974
BV010082.Index,0.0125319751574589,0,0,0,-0.0397354337594915,-0.0243286233692545,0,0.0646478351054571,0,0,0,0.0233392379517658,-0.0411425047002183,0,0.22118172424361,0,0,-0.176984759788714
CVIX.Index,0,0,0,0,0,0,0,-0.0484526350311409,0,0,-0.0771586452908029,-0.0378198044831105,0,0,0,0,0,0.307848080275938
DXY.Curncy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0247291029386916
SPX.Index,0.0280142124122793,0,0.0476306242950806,0,0.0201277777960304,0,-0.0220632247298515,0.00515966949441342,0,0,-0.037132185362153,0.0064820250573495,-0.0288031057559997,0,0.0266342978149188,0,0,-0.0523544236472423
VIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
