,BTC,ETH,XRP,ETC,XEM,LTC,DASH,XMR,ZEC,XLM,DOGE,DGB,BAT,NEO,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0,0,0,0,0.058685119863607,0.055895484238201,0,0.127789521902593,0,0,0.070455974871254,0,0,0,0,0
ETH,0,0,0,0,0,0,0,0,0.163950240116327,0,0,0,0,0.0527243537461643,0,0,0,0,0
XRP,0,-0.129051600986786,0,-0.342562695956182,0,0,0.218632363057052,-0.183471857145829,0.24001791285315,0.962790693924461,-0.322421907819198,-0.0152000001292213,0.0196144200282456,0.100523829954239,0,0,0,0,0
ETC,0,0.126243882572038,-0.295648510689362,0,0,0.243320076069953,0.164210010489351,0,-0.0580152565756465,0,-0.215681064009346,-0.0843780931851032,0.0964071172016763,0.375273103921843,0,0,0,0,0
XEM,0,0,0.341358789578446,0,0,0,0.12055448905321,0,0,0,0.563301117346323,-0.0100226923659847,0,0.0143904657442425,0,0,0,0,0
LTC,0,0,0.0771927642757992,0.187027139540946,0.277389982678791,0,0,0.296074681793975,0,0,0.122301209463652,0,0,0.0840958049199043,0,0,0,0,0
DASH,0,0.210583086384152,0.50987714734541,0,0,0,0,0.0437837159632911,0.323629645886697,0,0,0.0818203105156357,-0.1031663560341,0.137802005764464,0,0,0,0,0
XMR,0,0.223626041816295,0,0,0,0,0.239462849876478,0,0.0648115550222508,0.396964663447358,0.340582450017166,0.0315791071528892,-0.024922376453859,-0.228371783852244,0,0,0,0,0
ZEC,0,0.149926287286644,0,0,0,0.22615865943351,0,0.215718505699504,0,0,0,-0.0938168498120497,0.0335500091672305,-6.93889390390723e-18,0,0,0,0,0
XLM,0,0,0.644303039167182,6.93889390390723e-18,0,0.089280984749157,0,0.344223772222195,-0.289321978101516,0,0.021555625364269,0.034125201810073,0.0278781193701247,0.0898356106351441,0,0,0,0,0.705258759985533
DOGE,0,0.0252475068221449,-0.0767145504286902,0,0.681190799680208,0.248873302026868,0.246780822204108,-0.0972195048067123,0.0847631201050643,-0.115627600235732,0,0.113856688236408,-0.0246933927455332,0,0,0,0,0,0
DGB,0.908645783044729,0,0,-1.43162890159262,-1.75530754933572,0,0,0.321539760826527,-0.712117776476752,0,1.81596092044475,0,0.238620776610866,0.557682193011706,0,0,0,0,-0.988691923776983
BAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEO,0,0,0.331213259074949,1.5098452069275,0.404971587381953,0,0,-0.293316907523129,0.0381365981913498,0,0.210842583497104,0.138193494995431,-0.191676330698398,0,0,0,0,0,0
BV010082.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0170145268348449,0,0,0,0,0
CVIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0104197076455437,0,0,0,0,0
DXY.Curncy,0.013490228857039,0.0063596362854309,-0.00649155075780528,0.0032516190243433,0.00133231316254019,-0.00486228678310205,0.000927944072637611,0,-0.00636182667883382,0,0,-0.00645212985065255,0,0.000736051835395082,0,0,0,0,0
SPX.Index,0,0,0,0.000219640163200895,-0.00337419694693221,0,0.00139640106377861,0,-3.3881317890172e-21,-0.00206880358208391,0,0.00460554970626155,-0.000634128881515747,0.00183665709576551,0,0,0,0,-0.0246473520065818
VIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
