,BTC,ETH,BCH,XRP,LTC,XEM,DASH,MIOTA,XMR,ETC,NEO,ZEC,EOS,XLM,BAT,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,-0.0473720600924981,0,0,0,0,0.22902629620764,-0.0523983435244042,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0
ETH,0,0,-0.143022829551083,-8.67361737988404e-19,0.122311705078576,0,0.0507205351059027,0.0802838564755927,0.0592711238787739,0,-0.294190305210584,-0.199480290633972,0,-0.151112332004798,0.0643868319302712,0,0,0,0,0.0646694973614044
BCH,-0.027658712251395,-2.56675476394926,0,0,0.812633067869666,0.327871092064781,0.955426488805759,0,0,0,-0.54132750476119,-1.13721612225999,-0.088566970551145,3.46944695195361e-18,-0.19498602785507,0,0,0,0,0.14834846728642
XRP,0,0,0,0,0.265200979080507,0.307539735743225,6.93889390390723e-18,-0.069197309331173,0.429036385814055,-0.260781729853971,0.149454714131277,-0.664927504551252,0.204836710112484,0.582274554633233,0.0500019333075941,0,0.110091570343004,0,0,0
LTC,0,0,0,0,0,0,0,-0.00854012142132723,0,0.654127371467439,0,0,0,0,0,0,0,0,0,0.203903230565048
XEM,0,0,-0.0608655417309263,0,0,0,0.411255631248318,-0.0442558470269957,-0.190724969041598,-0.229988536189187,0,0,0.557066447872619,0.581990098984741,0,0,0,0,0,0.257782029828952
DASH,0.303295605506353,0.363994244478925,0.124571494419624,0,-0.260516815845662,0.141577758530546,0,0.0663033157987738,0,0,0,1.09596210771037,-0.21737967941301,-0.188644205525256,-0.0475280242446975,0,0,0,0,-0.105171392431877
MIOTA,0,0,0,-0.188485753160893,-0.162282715591611,0,0.139603094946706,0,0.146862008155469,0,0.444268295143271,0,0,0,0,0,0,0,0,0
XMR,0,0,0,0.771638821436194,-0.294462547849467,0,0,0.0570960173534426,0,-0.0501606945840239,-0.0330162999577929,1.00681443551832,0,0,-0.0856458514193381,0,0,0,0,0
ETC,0,0,-0.0380306157733075,0,0.327319223122501,0,0,0,0.0493552818421576,0,0,0,0,0,0.0577718144684297,0,0,0,0,0
NEO,0.0303155608312182,-1.53936135721316,-0.208290855072034,0.175515563540738,0.207160765519542,0.355833153099332,0,0.431735757781328,0.130887408424022,0.204343250204073,0,-0.320933030883676,0,-0.774213275969535,-0.149543060788498,0,0,0,0,1.38777878078145e-17
ZEC,0,-0.272906112959456,-0.0582126694752671,0,0.0512758698656801,0.0748553356471316,0.610664104198068,-0.0732585934531218,0.091882306414347,0.145179586843673,0,0,0,0.105830659734898,0,0,0,0,0,0
EOS,0,0,-0.00168396231553823,0,5.42101086242752e-20,0.304280945255202,-0.307035298332622,0,0.111212096971199,0.0636195078637176,0.00495921767221734,0.248095982889519,0,-0.204530209997042,0.124770018549719,0,0,0,0,-0.161057435503138
XLM,-0.245870327826487,0,-0.0387895195711756,0.474792037370802,-0.261421888298054,0.145555248063632,0,0.00136127458421573,0,0.438124603419301,-0.189950507211963,0.180567725579851,-0.202778553991469,0,0,0,0,0,0,-0.053645999714633
BAT,0,0,0,-0.105456895550949,0,0,0,0,-0.084393003673254,0.195093206004664,0,0,0,0,0,0,0,0,0,0
BV010082.Index,0,0,-0.0228715294327589,0,0,0,0,-0.0165204826198856,0.0364549081846367,0,0,0,0.0733524524644391,0,0,0,0,0,0,0
CVIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.Curncy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPX.Index,0,0,-0.00299708456299696,0,0,0,-0.00565956722248771,0,-0.00267583649704668,0.0111383701633016,0,0,0,0,0.00454589334695281,0,0,0,0,-0.0460675496552747
VIX.Index,0,0,0,0,0,0,-0.104388514067111,0,0,0,0,0,0,0,0,0,0,0,0,0
