,BTC,ETH,XRP,DASH,LTC,XMR,ETC,XEM,ZEC,DOGE,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.00434438368251228,0,0,0.263437535605773,0.104437175575158,0,0,-0.13530290950328,0.109674767030395,0,0,0,0,0,0
ETH,0,0,0,0.0993837018487665,0,0.0635726780164151,0.222365260123463,0.0591257958050489,0,0,-0.230990835738415,0,0,0,0,0,0,0
XRP,0,0.1967687226547,0,-0.0407554645777641,0,-0.148927684279716,-0.0669647282711841,0.166535130454809,-0.225951688580072,0.49206333038163,0.139003351701561,-0.48489889794288,0.04386102648384,0,0.110552287976355,0,0,0.431956100006722
DASH,0,0,0,0,0,0,0,0,0.734766406174745,0,0,0,0.104498909725736,0,0,0,0,-0.153579109184228
LTC,0.217687214949134,0,0,0,0,0.0735805540934672,0,0.0161959421908618,0.0337201062893131,0,0.0935361195020586,0,-0.0162158418498216,0,0,0,0,0
XMR,0,0.475916379203782,-0.92273736784026,0.567804276811737,-0.306495136957905,0,0.111491985860036,0.272866539759227,-0.804813730035031,0.904099922718636,0.553260799620845,-0.659753405115245,-0.261006260353966,0.306398049257947,0.271403950951797,0,0,0.629524607668901
ETC,0.197231246147305,0.313223747393352,0,0,0,0,0,0,0.0455040461686122,0,0.20199589520338,0,0,0,0,0,0,0
XEM,1.16631452564902,0,0,-0.107738021247235,0.865950387702094,0.39781779452729,-1.15693433540243,0,0.51440783076438,-0.367132004629539,0.504067974821882,0,0.394481113631536,0,-0.103900368200617,0,0,-0.0328497833746442
ZEC,0,0.300745641637666,0,0.620657091960858,0,-0.300466299483687,0,0.256396285582123,0,0.587183242486454,0.216201533923079,-0.19208362158918,-0.227667553089081,0,0,0,0,0.30119119493447
DOGE,0.267200058711412,-0.127279092370159,0.583069078071931,0,0,0,0,-0.187599134816777,0.259838275178632,0,0,0.11506086083456,0.0811280482102899,0.0806239489197307,0,0,0,-0.207432797146098
XLM,0,0,0.0939475009264732,0,0,0,0.182410338051444,0,0,0,0,-0.170508286597866,0.0339490828484156,0,-0.276704845356239,0,0,0
NEO,0.159997073872027,0.217881090287375,-0.95447755470824,0.24156074154403,0,-0.452365178789256,0.00241219791362899,0.309624092706879,-0.456704188654443,0.391972310889687,-0.123721181602682,0,0,0.576090793632551,-0.00331216662079207,0,0,0.78467948106448
DGB,0,0,0.657135575983586,0.161438062957345,0,0,0.283715690229741,0,0,0,0,0,0,0,0,0,0,0
BV010082.Index,0,0,0,0,0,0.151581408867334,0,0,0,0,0,0,0,0,0,0,0,0
CVIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.Curncy,-0.0153682387100459,0,0,0.0124413747939184,0,0,0,0.0135297174534363,-0.0235658551299237,0,0.0251402672360056,0.00674037495571651,-0.00311493670453719,0.0488203303363229,0.0341104723796517,0,0,-0.0162157482238301
SPX.Index,-0.0466966418652862,0.00812254387849771,0,0,0.0372878406756494,0.0128065778687233,0,0.00626146578514773,0,-0.0104218902646678,0.0182003099243201,0.0403694494077944,0,0.0461120881501535,0,0,0,0
VIX.Index,0,0.120001945273143,0.208157512554578,-0.145079832696871,0,0,-0.140619988998963,0,0,0,0,0.394013779394876,0,0,0.0182707885828421,0,0,0
