,BTC,ETH,XRP,LTC,DASH,ETC,XEM,XMR,ZEC,DOGE,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ETH,0,0,0.0988663933170911,-0.148782997888819,0.433419622235177,0.213372045311302,-0.181708551797332,1.09428963190661,0,0,0.0862454453403197,-0.216361681587733,-0.0687664794448577,0,-0.324333042851077,0,0,-0.121336246685985
XRP,0,0.052242085764768,0,0,0.291604633537374,0,0,0,0,0.221655507137442,0,0,0,0,0,0,0,-0.0256813019536427
LTC,0,0,0,0,0,0,-0.188175856830157,0,0,0,0,0,-0.186046024294593,0,0,0,0,0.00172417860132592
DASH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ETC,0,0,-0.0823165914000316,0,0.396909646676432,0,0,0,0,0.296312535207502,-0.149523517553511,0,-0.131729137378769,0,-0.554097991816762,0,0,0
XEM,0,0,-0.0401721704667792,0,0,0,0,0,0,-0.527377282340996,0,0,0,0,-1.11062021941279,0,0,-0.49640832444669
XMR,0,0.133737838902323,0.158297342036102,0,0,-0.0371044522186963,0,0,0,0,0,0.0337393587719834,0,0,0.0517330071986312,0,0,-1.73472347597681e-18
ZEC,0,0,0.0599239197076125,0,0,0.00948060441156375,0.145860204972024,0,0,0,0.23299768721035,0.359156719970454,0,0,0,0,0,0
DOGE,0,0,0.175269279399938,0,0,0,0,0,0,0,0,0.134210656270135,0,0,0,0,0,0
XLM,0,0,0.340898316720981,0.0791690003631647,0,0,0,0,0.0926533984814235,0,0,0,0,0,0,0,0,0
NEO,0,-0.470291841064201,0.194426756858245,-0.0151719652632855,0,0,-0.174293340661801,1.00265913783952,0.713432597329365,0,0,0,-0.00309447425671093,0,-0.214872337213818,0,0,-0.166974604629575
DGB,1.65172800427668,-0.78118801390063,0,-0.655746437947924,-0.679638729190609,0,0.0204113975588117,0.169127194687776,0,0,0.954088130222772,0.0242038624095351,0,0,0.314233650808512,0,0,0.396496035232261
BV010082.Index,0,-0.0330078518047995,0,0,0,0.0067502502107338,0,0,0,0,0,0,0.00139195578346531,0,-0.0943888042935732,0,0,-0.0834014535189765
CVIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.Curncy,0,0.00817843990141417,0.00340399760052361,0,0,-0.00203567975114472,-0.00837514524588697,0.0148793021335951,-0.0119987584166272,0,0,0,0,0,0,0,0,0.0202082682382207
SPX.Index,0,-0.0105164304133006,0.0136656682363051,0.00415572234445951,0,0,0.00455186486605178,0.0421659744103056,0,0.000291942187407337,0,-0.0226087205649682,0,0,-0.0253803589887204,0,0,-0.0439028858168241
VIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
