,BTC,ETH,XRP,LTC,DASH,ETC,XEM,XMR,ZEC,DOGE,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ETH,0,0,0,0,0,0.194266948221762,0,1.31907011750911,0,0,0.103752571484284,0.119610770950274,-0.0774726772254637,0,-0.12394449588862,0,0,0.0573325715593216
XRP,0,0,0,0,0.296879450868216,0,0,0,0,0,0,0,0,0,0,0,0,0
LTC,0,-0.0477027064502297,0,0,0.320449003988543,0,-0.187908946770618,0,0,0,0,0,-0.209409606326431,0,0,0,0,0.0186281808832263
DASH,0,0,0,0,0,0.0450014341420932,0,0,0.754357206495931,0.13664180155089,0,0,0,0,0.234000003955242,0,0,0.402263105885214
ETC,0,0,0,0,0,0,0,0,0,0,0,0.423554705279241,0,0,-0.500910734647461,0,0,0.117538648107726
XEM,-0.585052201145924,0,-0.229546858638274,0,0.159071836897275,-3.46944695195361e-18,0,0,0,-0.480662715233866,0,0.090843401703659,0.194957729501642,0,-1.14496425095745,0,0,-0.538054319532567
XMR,0,0.341841358038677,0.0871439086371639,0.0411333249978763,0.128120028158389,0,0,0,0,0.0531621008955349,-0.0800378365572009,0.0321072909478993,0.0840300008635479,0,0.0765877888895833,0,0,-0.034694065394016
ZEC,0,0,0.234957850178369,-0.089500455347864,0.461579722394574,0,0,0,0,0,0,0.121030576671024,0,0,-0.156692817363427,0,0,-0.0588842673976582
DOGE,0,0,0.205115192293089,0,0.133808046370081,0,0,0,0,0,0,0.0530858531184875,0,0,0,0,0,0
XLM,0,0,0.394281579900497,0.0811273192144764,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0993947626209269
NEO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DGB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BV010082.Index,0,-0.0111046633641469,0,0,0,0,0,0,0,-0.0335020311600129,0,0,0,0,0,0,0,-0.103511067668465
CVIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.Curncy,0,0.010296804272727,0.00680914561435356,0.00225170617535425,0,0,-0.00844984004813027,0.0147218974753551,-0.0118709606949355,0,0,-0.00534889893337916,0.00246206197501968,0,0,0,0,0.0249997304165798
SPX.Index,0,0,0,0,0,0,0.00221199863406968,0,0,0,0,0,0,0,0,0,0,-0.0358869130704382
VIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
