,BTC,ETH,XRP,LTC,ETC,XMR,DASH,XEM,DOGE,XLM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0,0,-0.02243251759758,-0.0457011436091903,0,0,-0.0181328280995064,0,0,0,0,0,-0.00993535824572114
ETH,0,0,0,0,0,0.0841112064315552,0,0,0,0,0,0,0,0,0,0
XRP,0,0,0,0.59723162685614,0,0.214398234595906,0.528673040229922,0.109508437011309,0.205267009208792,0.402753958176099,0.165549108285979,-0.523391987391231,0,0,0,-0.0501759341586045
LTC,0,0,0,0,0,-0.0159283710870921,0,0,0,0,0,0,0,0,0,0
ETC,0,-0.164646304323378,0,0.285141360487709,0,0.0963981566222268,0.0917844223431446,-0.116510127322393,0.296310517076102,8.67361737988404e-19,-0.279467849816186,-0.249573104478946,0,0,0,0
XMR,0,0.651674953936634,0.496250098316844,-1.36359751680763,0,0,0,0,-1.67066958933531,-0.0679299389876826,0,-1.22557981485298,0,0,0,-0.107768058017897
DASH,-0.719916977911143,0,0.172470345608063,0,0.196337388865628,-0.0419738285973853,0,-0.0790265044918566,0,-0.11216345945367,0,0,-0.298055107339214,0,0,0.0967235601875611
XEM,0,0,0,0,0,0,0,0,0,-0.0842800049911302,0,0,0,0,0,0
DOGE,0,0,0,0,0.151020750138896,-0.0794025484432912,0,0,0,0.0102359641835106,0,0,0.319030172691293,0,0,0
XLM,-1.55070860287126,0.167647621342522,1.71171155087015,-0.946118123169485,0.396918142946846,-0.39084346451199,-1.73289000177673,-0.0642785885563599,0,0,-0.623139695785438,1.30656810350717,0,0,0,-0.15029166593167
DGB,0,0,0.25266791710524,0.421783040537967,-0.247705961710446,0,0,0.180602440134083,-0.0664054724088937,-0.183749611435253,0,0,0.475761623594834,0,0,-0.13155505829142
BV010082.Index,0,0.106269024530984,-0.279638299371432,0,0,-0.0566968443819716,0,-0.041564663649852,0,0.133982151490201,0.117854579754235,0,0.0314980639091165,0,0,-0.0668032416979937
CVIX.Index,0,0.0394823360203827,0,0,0,0,0,-0.0165940303389027,0.223928188133953,0.0486770287017753,0,0,0,0,0,0.0882870707023425
DXY.Curncy,0,-0.00402031505572321,0,0,0,-0.000198027205660491,0,0.0100764868324708,0,0.00082057859781651,0,0.0269879680003271,0.0801905706603845,0,0,0
SPX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0632628723553531
VIX.Index,0,-0.0663987304020417,0,0,-0.733232231247196,0,0.128934793944074,0.17004071408441,0,-0.13319704344127,-0.0818843075316513,-0.434019622358452,0.372326412273058,0,-4.95263754521681,0
