,BTC,XRP,ETH,BCH,EOS,XLM,LTC,BSV,TRX,ADA,MIOTA,XMR,BNB,DASH,XEM,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.227775125941369,0,0.0760506693989894,0.0643727641378026,0,0,0,0,0,0,0,0.152100819431005,0.124700178190968,0,0,0,0,0,-0.0754182799397389
XRP,0,0,-6.93889390390723e-18,0,0.0823846730467554,0.210567382351046,0.11082630587651,-0.21326674064464,0,0,0,0.413901320706601,0,0,0.325364912583058,0,0,0,0,0.0820187511115173
ETH,0,0.183299309122677,0,0,0.0412549460535784,3.46944695195361e-18,0,0,0,0,0,0.608461715526938,0,0.0269228995204636,0,0,0,0,0,0
BCH,0,0,0,0,0.131968186981256,0,0,0.897974086052019,0.254018288722858,0,0,0,0,0,0,0,0,0,0,0
EOS,0,0,0.609202391906623,0,0,0,0.0224981993727755,0,0,6.7762635780344e-21,0,0,0.233996815171245,0,0,0,0,0,0,0
XLM,0,0.157212174785639,0.259144004526006,0,1.73472347597681e-18,0,0,0.0544655068645581,0,0,0,0.26417960951237,0.0631513625349966,0,0,0,0,0,0,-0.0026308946271554
LTC,0,0,0.184402944387962,0,0.349658368404316,0,0,0,0,0,0,0,0,0.118187079373894,0.0838262371785471,0,0,0,0,0
BSV,0,0,0,0.525732733311165,-0.158708886310403,0,0,0,0.078899279565451,0,0,0,0.152582247319987,0.133684498892554,0.140335903347402,0,0,0,0,-0.102978190315638
TRX,0,0,0,0.0885234440861953,0,0,0.102551670275449,0,0,0.423479305295055,0,0,0,0,0,0,0,0,0,0
ADA,0,0,0.265216959422753,0,0.184597172659471,0,0,0,0.261299857039374,0,0,0.171719885751227,0,0,0.101209629970315,0,0,0,0,0
MIOTA,0,0,0,0.147716452735964,0.293257696909454,0,0,0,0,0,0,0,0,0.404346853556608,0,0,0,0,0,0
XMR,0,0.190419193836895,0,0.116481116047973,0.0841385463995978,0,0,0.0432719469215868,0,0.272914219271574,4.33680868994202e-19,0,0,0.23722288605827,0,0,0,0,0,-0.0782428442385971
BNB,0,0.205753666156593,0,0,0.296167762437719,-2.77555756156289e-17,0,0,0,0,0,0,0,0.0542427534065575,0,0,0,0,0,0
DASH,0.467905709616494,0,0.16271257436908,0.0878423306307669,0.145463325177685,0,0,0,0,0,0,0.223660488255975,0,0,0,0,0,0,0,0
XEM,0,0.520749670702611,2.16840434497101e-19,0,0,0,0,0.210525164291349,0.168745556582197,0,0,0,0,0,0,0,0,0,0,0
BV010082.Index,0,0,0,0,0,0,0,7.02630542675755e-05,0,0,0,0,0,0,0,0,0,0,0,-0.134897906330099
CVIX.Index,0,0,0,-0.00266062152222738,-0.120227241128457,0.129223919187005,0,0,0.023409164629955,0,0.127268492089709,-0.109050676687843,0,0,0,0,0,0,0,0.0800424122095968
DXY.Curncy,0,0,0,-1.19665929414215e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0230638968901136
SPX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.152187046411386
VIX.Index,0,0.274981094072339,0,0.196181725389456,0,0,0,-0.0595768921180813,0,0,0,0,0.0464686665028127,-0.471215605169421,0,0,0,0,-3.13231006430035,0
