,BTC,ETH,BCH,XRP,LTC,XEM,DASH,XMR,MIOTA,ETC,NEO,ZEC,XLM,EOS,BAT,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0.0194379091222757,0,0,0,0,0,0.0828886104720568,0.0924439367140408,0,0,0,0,0.209632735288486,0,0,0,0,0
ETH,0,0,-0.117522638460706,0.0443809556570888,0.254867082300782,0.324217794409309,0,0.0964299610555966,0.119326985107545,0,0.102076725239704,0,0.0320481139422094,0,0,0,0,0,0,0.162598570480452
BCH,0,0,0,0,0.0392172158484059,0,0,0,0.204773409592766,0,0.179916835897632,0,0.233611432970722,0,0,0,0,0,0,0.313746792235302
XRP,0,0,0.0216365412291241,0,0,0,0,0.270436526889421,-0.0776858967897812,0,-0.0294934134980423,-0.334460710477304,0.791645895873062,0,0,0,0,0,0,0
LTC,0,0,0.0620940464094094,0.0887109250201054,0,0.0335647066596795,0,0,0,0.581230799948209,0,0,0,0.111206961118809,0.103494746917796,0,0,0,0,0
XEM,0,0,0.217969332370628,0,0,0,0.0510795704912436,0,0.228916646210617,-0.162552253695412,-0.090958576119706,0,0,0,0.374803922669148,0,0,0,0,0
DASH,0,0,0.172335003272914,-0.078993807620079,-0.315806809707723,0,0,-0.00836100341369263,0.108848256158403,0,0,0.822181898051568,0,0,0,0,0,0,0,-0.202263400891299
XMR,0,0,0,0.652171697744219,0,-0.134786041788171,0.64945583320284,0,0,0,0.0591615356426976,0.198282561269791,0,0,-0.128243241829285,0,0,0,0,0
MIOTA,0,0.367561939813585,0,-0.30789432902421,0,0.222458313138224,0.37740827266174,0.190953399301563,0,0,0,0,0,0.292788628082949,0,0,0,0,0,0
ETC,0,0,0,0.0715986063680406,0.431228654662427,0,0,0,0.17184740024784,0,0,0,0.0600457373113772,0.0331000559751649,0.00818005852765074,0,0,0,0,0
NEO,0,0.275378937906001,0.213506293670182,0,0,0,0.303864903864018,0,0,-0.0710100888949639,0,-0.478830409195236,-0.16706325740964,0.864512313736469,0,0,0,0,0,-0.200670612908852
ZEC,0,0,0.00323011372390451,0,0,0,0.612076441792698,0,0,0.108153436716969,0,0,0.254308719308321,0.0968472662428782,0,0,0,0,0,0
XLM,0,0.166795789709266,0,0.503521529001594,0,0,0,0.0248309797720298,0.0867465369363657,0.203570153878158,0,0.193328538674462,0,0,0,0,0,0,0,0
EOS,0,0,-0.0477873906124718,0,0.0341954991074231,0,-0.060458061406408,0,0.189220871996993,0,0.206732559277754,0,0,0,0.203134581694598,0,0,0,0,0
BAT,1.19477551488013,0,-0.186901726970649,0,0.255420740981007,0.315185966571191,0,-0.0309972300332937,-0.0454280055968614,0,0,0.108096015380451,0,0.0304045614643954,0,0,0,0,0,-0.107636418870305
BV010082.Index,0,0,0,0,0,0,0.0287397353014863,0,-0.0508722451200293,0,0.00558421568913378,0,-0.0334162559717169,0.029401988946796,0,0,0,0,0,-0.0478104601623346
CVIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.Curncy,-0.0304906720469172,-0.00981100085607257,0.00709020338136167,0,0,0.0202473217833773,-0.019822626021707,0.0073433045649395,0,0,0.00256715588423442,0,0,0.000861641020952963,-0.00216259373743528,0,0,0,0,-0.0117860032431683
SPX.Index,0,0,-0.00552593834272696,0,0,0,0,-0.00236170061708668,0,0,0,0,0,0.00295197181043742,0.000801872390696175,0,0,0,0,-0.0357388446102792
VIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
