,BTC,ETH,XRP,XEM,ETC,LTC,DASH,XMR,XLM,DGB,ZEC,DOGE,BAT,NEO,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0.0834604699750631,0,0,0.0206245846151491,0.226843510229689,0,0,0.0454121563056791,0.0574272912598803,0,-0.0161205482375662,0.0485438399571022,0,0,0,0,0
ETH,0,0,-0.0720460771556254,0,0.0583240521236934,0,0.296145373544129,0,0,0,0.065250834253697,0.0802895832759039,0.139865442455825,0,0,0,0,0,0.188756759715408
XRP,0,-0.0989484467549676,0,0,-0.221848432157725,0,0.40241697597405,-0.291792843533418,0.99100280328939,-0.0481337766596626,0.170651002585956,-0.232869748944715,0.014667782986209,0,0,0,0,0,-0.291240161648483
XEM,0.377614146874829,0,0.29615255346347,0,-0.0543825850263131,0.208975780215595,0.160815637255975,0,0,-0.0737921867449061,0.0163244938538861,0.354190864219001,0.0595768861414482,0,0,0,0,0,0
ETC,0,0.195751566829819,-0.246831317588549,0,0,0,0,0,0,-0.0611352971309399,0,0,0,0.364576587938289,0,0,0,0,0
LTC,0,0,0,0.153374409568298,0,0,0,0.413923300704984,0,0,-0.10191632316936,0,0.0370744060075221,0.240711996530317,0,0,0,0,0
DASH,0.318721958277797,0.287144951149945,0.29485535264289,0,0,0,0,0.0957914252783806,0,0.0238099858928588,0.290930553562198,-0.10947132863425,-0.0685195297130278,0.122650245671595,0,0,0,0,0
XMR,0,0,0,0,-0.100663632446962,0.379445786299423,0.576162269928338,0,0.2112703763762,0,0,0,0,-0.168198054407877,0,0,0,0,0
XLM,0,0,0.805271409797846,0,0.180596816460714,0,0,0.256508397281844,0,0.00180721612538352,-0.309688500975169,0.28387823852543,0,-0.0393997639182996,0,0,0,0,0.131520773453123
DGB,1.29403404765258,0.0725255155661648,0,-0.932027512036144,-0.69688393052184,0.201682758532159,0,0,0.221025469940338,0,-0.601582552952075,1.21980578267279,0.106808345717651,0,0,0,0,0,-1.15416756002752
ZEC,0,0.173898504079608,0,0,0,0,0,0.137045595222114,0,-0.0491190755980573,0,0.157430531132646,0,0,0,0,0,0,0
DOGE,0,0,-0.149157671988991,0.656443127633279,0,0,0,0,0,0.18221729573194,0.205788700186262,0,0,0.103547264082571,0,0,0,0,0
BAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEO,0.222608491164007,0,0.295328226761076,0.0604192350493669,0.993822556572501,0.862575806406701,0.113440166763398,-0.787980162537588,0,0,0.112311335775901,-0.0092881336217121,-0.176246342990266,0,0,0,0,0,-0.791095062589958
BV010082.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0170145268348449,0,0,0,0,0
CVIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.Curncy,0.0057849968229156,0.00807315581451337,-0.00349104313830416,0,0.00742193725091848,0,0,0,0,-0.00812749916393119,-0.00528099131585309,0,-0.000989292699639486,-0.00193231746180225,0,0,0,0,0
SPX.Index,0,-0.00735059016371135,0,-0.00123633691513362,0.00323579623022321,0,0.00178837902172222,0.0052657932140735,-0.00956397196140144,0.00710432860912159,-0.000658914738003364,0,0.00112287212426101,0.00307433566342647,0,-0.0556592153942034,0,0,-0.0144381853764476
VIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
