,BTC,ETH,XRP,BCH,EOS,LTC,XLM,ADA,MIOTA,NEO,TRX,XMR,DASH,ETC,XEM,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.416644574167256,0,0,0,0,0,0,0,0.07035614781717,0.00989448688843085,0.0731264127130794,0.0151565794159582,0,0,0,0,0
ETH,0.472668584050308,0,0,0.0750326053835614,-3.46944695195361e-18,0,0,0,0.0391101663855958,0,0.33840579243523,-0.155659859547665,0,0.0106328865701317,0.145624917072793,0,0,0,0,-0.0415242046112998
XRP,0,0,0,0,0.0406814523109698,0.235494658971362,0,0,0.0428968598792874,0.0540639223952307,0.233322203036906,0,0,0,0.0732480358568094,0,0,0,0,-0.0293723909656037
BCH,0.578249533029927,0,0,0,-1.73472347597681e-18,0.13258896545449,0,0.0664295177899014,0.0226351800009597,8.67361737988404e-19,0.278616776482594,0.0822277753245034,0,0.0063701306991648,0,0,0,0,0,-0.0363784104490825
EOS,0,0,0,8.67361737988404e-19,0,0.612800054923667,0,0,0,0.0602345812496073,0.0338057795515508,0,0,0,0.23966037072614,0,0,0,0,-0.147891002756387
LTC,0,0,0,0.421096579507328,0.291041258812581,0,0,0,0,0,0,0,0,0.0761261994828398,0,0,0,0,0,0
XLM,0,0,0,0,0.0898628021105893,0,0,0,0,0,0,0,0,0.0769166378882887,0.360719375065032,0,0,0,0,-0.107827680968374
ADA,0,0,0,0.37233416676422,0,0,0,0,0.0989462969784033,0,0.0281529868847146,0,0,-0.073166836829986,0.484471481676248,0,0,0,0,-0.0519349713598335
MIOTA,0,0,0,0,0.440875696242566,0,0,0,0,0.489978150551201,0,0,0,0.103877171559389,0,0,0,0,0,-0.0431353680504685
NEO,0,0.0815719348452123,0,0.359882335101687,0,0,0,0,0.604639601948096,0,0,0,0,-0.136536963635609,0,0,0,0,0,0.0979365944762793
TRX,0,0.232205174726242,0.60763053742701,0.0651064658192287,-6.93889390390723e-18,0,0,0,0.0671481367457664,0,0,0,0,0,0,0,0,0,0,-0.0337968072944015
XMR,0,0,0,0,0.470486274011233,0,0,0,0.194282819517589,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18
DASH,0,0,0,0.20452654018673,-0.250673689431069,0,0.234332813912976,0,0,0.223312541273585,-0.0515103253033708,0,0,0.288135269148476,0,0,0,0,0,-0.0205002571089403
ETC,0.744481166800061,0.607337368227068,0,0,0.151248423276464,0,0,0,0,-0.220410407205929,0.0425157581147387,0,0,0,0,0,0,0,0,0
XEM,0,0,0,0,0,0,0.474872818769524,0.794023414155735,0,-1.73472347597681e-18,-0.0878792929647277,0,0,0.0503362107754299,0,0,0,0,0,0.14385325843895
BV010082.Index,0,0,0,0,0,0,0.00143851870726191,0,0,0,0,0,0,0.00968283317305052,-1.35525271560688e-20,0,-0.114628265445577,0,0,-0.0231984424345808
CVIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.Curncy,0,0,0,0,0.0474247958825371,0,0.00360937216182668,-0.0205171113415383,0,-0.0137807068214242,-0.0167141032694229,5.42101086242752e-20,0,0,0,0,0.0951636544929829,0,0,-0.00833223569390689
SPX.Index,0,0,0,0,0,0,0,0,-1.23026550582553e-05,0,0,0,0,0,0,0,0,0,0,-0.0601097809536614
VIX.Index,0,-0.47836805176566,0,0,-0.749409430601112,0,0,0,-0.313778652613384,0,0,-0.0919490251573067,0,0.280023090429046,0.681102944307514,0,1.10763593082327,0,-2.77231063879474,0
